Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
hits,KEGG Pathway,24,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),,-20,12,17,21160,141,316,26,8.2,1.5,11984|12857|12859|12861|12864|12867|12868|22272|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|108664|110323|407785,Atp6v0c|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Atp6v1h|Cox6b1|Ndufs6,-18
hits,GO Biological Processes,19,GO:0006119,oxidative phosphorylation,19_GO:0009987 cellular process,-20,13,17,21160,122,316,24,7.6,1.5,12857|12859|12861|12864|12867|12868|22272|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|407785,Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-17
hits,GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0009987 cellular process,-20,11,16,21160,168,316,27,8.5,1.6,11429|12857|12859|12861|12864|12867|12868|20917|22272|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|235339|407785,Aco2|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Suclg2|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Dlat|Ndufs6,-17
hits,GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0009987 cellular process,-18,6.3,13,21160,383,316,36,11,1.8,11429|11430|11674|12857|12859|12861|12864|12867|12868|15275|18655|18746|20917|21351|21881|22272|26384|27357|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|235339|407785,Aco2|Acox1|Aldoa|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Hk1|Pgk1|Pkm|Suclg2|Taldo1|Tkt|Uqcrq|Gnpda1|Gyg1|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Dlat|Ndufs6,-15
hits,WikiPathways,27,WP295,Electron transport chain,,-18,14,16,21160,99,316,21,6.6,1.4,12857|12859|12861|12864|12868|22272|54405|57423|66046|66142|66152|66377|66414|66594|67126|68194|68197|68375|78330|110323|407785,Cox4i1|Cox5b|Cox6a1|Cox6c|Cox8a|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Uqcr11|Atp5f1e|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-15
hits,Reactome Gene Sets,6,R-MMU-1428517,Aerobic respiration and respiratory electron transport,,-18,8.4,14,21160,231,316,29,9.2,1.6,11429|12857|12861|12864|12867|12868|18604|18746|20917|22272|54405|57423|66046|66142|66152|66359|66377|66414|66445|67126|67184|68194|68197|68375|78330|110323|226757|235339|407785,Aco2|Cox4i1|Cox6a1|Cox6c|Cox7c|Cox8a|Pdk2|Pkm|Suclg2|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Cox20|Ndufc1|Ndufa12|Cyc1|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Wdr26|Dlat|Ndufs6,-15
hits,GO Biological Processes,19,GO:0045333,cellular respiration,19_GO:0009987 cellular process,-17,8.6,14,21160,211,316,27,8.5,1.6,11429|12857|12859|12861|12864|12867|12868|20917|22272|54405|57423|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|235339|407785,Aco2|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Suclg2|Uqcrq|Ndufa1|Atp5mf|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Dlat|Ndufs6,-14
hits,KEGG Pathway,24,mmu05020,Prion disease - Mus musculus (house mouse),,-17,7.4,13,21160,273,316,30,9.5,1.6,12857|12859|12861|12864|12867|12868|13001|14828|15481|20867|22143|22272|23996|26442|54405|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|407785,Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Csnk2b|Hspa5|Hspa8|Stip1|Tuba1b|Uqcrq|Psmc4|Psma5|Ndufa1|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-14
hits,KEGG Pathway,24,mmu05010,Alzheimer disease - Mus musculus (house mouse),,-17,6,12,21160,389,316,35,11,1.8,11816|11820|12313|12857|12859|12861|12864|12867|12868|13001|14368|19164|20168|21937|22143|22272|23996|26442|54405|56208|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|407785,Apoe|App|Calm1|Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Csnk2b|Fzd6|Psen1|Rtn3|Tnfrsf1a|Tuba1b|Uqcrq|Psmc4|Psma5|Ndufa1|Becn1|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-14
hits,KEGG Pathway,24,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),,-17,8.3,13,21160,217,316,27,8.5,1.6,12857|12859|12861|12864|12867|12868|13033|18604|19211|20525|22272|54405|66046|66142|66152|66377|66414|66445|66594|67126|67184|68194|68197|68375|78330|110323|407785,Cox4i1|Cox5b|Cox6a1|Cox6c|Cox7c|Cox8a|Ctsd|Pdk2|Pten|Slc2a1|Uqcrq|Ndufa1|Ndufb5|Cox7b|Uqcr10|Ndufc1|Ndufa12|Cyc1|Uqcr11|Atp5f1e|Ndufa13|Ndufb4|Ndufc2|Ndufa8|Ndufv3|Cox6b1|Ndufs6,-14
