p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
4.70421025162544e-35,6.88295428085484,0.954,0.261,1.41126307548763e-31,2,Dmd,0.693,0.661122
3.59628219043417e-34,6.19572931540877,0.985,0.219,1.07888465713025e-30,2,Itga1,0.766,0.75451
1.48717147240122e-33,4.77600197779331,0.969,0.318,4.46151441720365e-30,2,Notch3,0.651,0.630819
2.91439056347853e-33,7.32587955812159,0.969,0.197,8.7431716904356e-30,2,Map3k20,0.772,0.748068
5.23052912995939e-33,4.01511452946489,1,0.296,1.56915873898782e-29,2,Atp1b2,0.704,0.704
5.87792102806675e-33,6.40521611223395,0.985,0.309,1.76337630842003e-29,2,Adcy6,0.676,0.66586
2.68480507487766e-32,8.369101975715,0.954,0.213,8.05441522463298e-29,2,Ppp1r14a,0.741,0.706914
2.68480507487766e-32,7.25779148754394,0.954,0.252,8.05441522463298e-29,2,Rbpms,0.702,0.669708
3.17528950741345e-32,5.51506338853859,0.969,0.204,9.52586852224035e-29,2,Mrvi1,0.765,0.741285
4.3017281301278e-32,7.76154314802262,0.969,0.252,1.29051843903834e-28,2,Gucy1a2,0.717,0.694773
8.04568183309535e-32,4.94783034069892,0.969,0.259,2.4137045499286e-28,2,Vcl,0.71,0.68799
1.23220286686507e-31,5.88304656133729,0.969,0.279,3.6966086005952e-28,2,Limd1,0.69,0.66861
2.70609619772301e-31,5.79571071623873,0.954,0.265,8.11828859316904e-28,2,Ptp4a3,0.689,0.657306
6.62344248125251e-31,4.85037019742361,0.938,0.327,1.98703274437575e-27,2,Gucy1a1,0.611,0.573118
8.73399020579281e-31,5.7015159688383,0.938,0.248,2.62019706173784e-27,2,Plce1,0.69,0.64722
1.61173292935331e-30,5.66845814744026,0.954,0.27,4.83519878805992e-27,2,Gucy1b1,0.684,0.652536
2.54720186202897e-30,7.75116607852369,0.969,0.27,7.64160558608691e-27,2,Ehd3,0.699,0.677331
3.89916303885492e-30,5.55580523043497,0.938,0.263,1.16974891165648e-26,2,Il34,0.675,0.63315
6.08207772985582e-30,6.89098999373461,0.969,0.336,1.82462331895675e-26,2,Ralgapa1,0.633,0.613377
1.33272450231504e-29,6.27156618000459,0.923,0.307,3.99817350694513e-26,2,Gpcpd1,0.616,0.568568
1.64481349778899e-29,7.55503842649864,0.954,0.281,4.93444049336697e-26,2,Col4a2,0.673,0.642042
1.69495581139597e-29,4.5498296999456,0.908,0.239,5.0848674341879e-26,2,Ndufa4l2,0.669,0.607452
1.98913107204049e-29,5.07813869618754,0.923,0.311,5.96739321612148e-26,2,Tbx2,0.612,0.564876
2.33390321637662e-29,10.9558904424503,0.938,0.206,7.00170964912986e-26,2,Tbc1d1,0.732,0.686616
3.84120089852087e-29,6.59943215960036,0.908,0.217,1.15236026955626e-25,2,Cav2,0.691,0.627428
5.74267216525276e-29,6.03436883691667,0.938,0.309,1.72280164957583e-25,2,Igfbp7,0.629,0.590002
5.77136393939477e-29,4.63103781156906,0.954,0.252,1.73140918181843e-25,2,Fry,0.702,0.669708
6.18599585593631e-29,4.44670328577664,0.954,0.23,1.85579875678089e-25,2,Sparcl1,0.724,0.690696
9.18911116454868e-29,5.83176787134671,0.923,0.265,2.7567333493646e-25,2,Cacna1c,0.658,0.607334
1.7095219901555e-28,5.00469159518709,0.938,0.36,5.12856597046649e-25,2,Epas1,0.578,0.542164
2.33997820481323e-28,7.61086764844695,0.892,0.281,7.01993461443968e-25,2,Ppp1r12c,0.611,0.545012
2.36355090628098e-28,3.91697347480655,0.969,0.287,7.09065271884294e-25,2,Myl9,0.682,0.660858
2.6069129038174e-28,5.2699963594464,0.954,0.316,7.8207387114522e-25,2,Lhfp,0.638,0.608652
3.36225136100868e-28,5.35970877866001,0.938,0.316,1.0086754083026e-24,2,Tns1,0.622,0.583436
4.55081609249306e-28,6.17466405405427,0.877,0.169,1.36524482774792e-24,2,Dock10,0.708,0.620916
5.26724161093418e-28,3.41172018514006,0.969,0.333,1.58017248328025e-24,2,Rgs5,0.636,0.616284
