p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
8.1967965843359e-25,5.58780576084822,0.587,0.184,2.45903897530077e-21,0,Cgnl1,0.403,0.236561
9.45404992320574e-25,7.3442688315411,0.574,0.177,2.83621497696172e-21,0,Timp3,0.397,0.227878
3.40903391174438e-24,2.75420332126287,0.561,0.163,1.02271017352331e-20,0,Col11a1,0.398,0.223278
8.45751713999686e-24,3.1562894385559,0.553,0.177,2.53725514199906e-20,0,Ctsh,0.376,0.207928
4.35048100940783e-22,1.67527032735834,0.624,0.213,1.30514430282235e-18,0,Ramp2,0.411,0.256464
3.25441288316054e-21,2.72834350419083,0.608,0.234,9.76323864948163e-18,0,Pdgfra,0.374,0.227392
5.16614688912559e-21,4.69561098602194,0.584,0.184,1.54984406673768e-17,0,Sorcs2,0.4,0.2336
1.09434384973842e-20,5.57621506180985,0.545,0.177,3.28303154921525e-17,0,Sdc4,0.368,0.20056
9.54970777590875e-20,4.51148441848832,0.587,0.191,2.86491233277263e-16,0,Col8a1,0.396,0.232452
1.03900476082242e-19,3.52951123441227,0.437,0.135,3.11701428246727e-16,0,Pcdhb14,0.302,0.131974
3.86767854633012e-19,3.83833551807826,0.458,0.135,1.16030356389904e-15,0,Emb,0.323,0.147934
1.04688776543681e-18,6.34805219507109,0.532,0.177,3.14066329631044e-15,0,Lgi2,0.355,0.18886
2.49350692328607e-18,1.38082517220386,0.258,0.121,7.4805207698582e-15,0,Kit,0.137,0.035346
3.82368604859415e-18,7.39715527776237,0.537,0.177,1.14710581457825e-14,0,Nrp1,0.36,0.19332
7.3964953890149e-18,4.06237824732886,0.566,0.199,2.21894861670447e-14,0,Sema3d,0.367,0.207722
7.3964953890149e-18,2.10060235198193,0.526,0.248,2.21894861670447e-14,0,Slc12a2,0.278,0.146228
9.94934829702319e-18,3.37817612625988,0.547,0.22,2.98480448910696e-14,0,Gask1b,0.327,0.178869
1.46363822753421e-17,2.06350006532872,0.561,0.227,4.39091468260262e-14,0,Itgbl1,0.334,0.187374
3.80899303369328e-17,0.938014963000212,0.513,0.262,1.14269791010798e-13,0,Sdc3,0.251,0.128763
6.98784568908245e-17,2.89934011673388,0.529,0.206,2.09635370672474e-13,0,Cyp1b1,0.323,0.170867
1.33286890127301e-16,1.21368693110355,0.555,0.248,3.99860670381903e-13,0,Efemp1,0.307,0.170385
1.37753089959108e-16,4.13020713912564,0.589,0.255,4.13259269877325e-13,0,Jun,0.334,0.196726
6.47725664327576e-16,1.10495322221784,0.524,0.248,1.94317699298273e-12,0,Cpxm1,0.276,0.144624
1.02096130277495e-15,2.3993702549656,0.492,0.241,3.06288390832485e-12,0,Cfh,0.251,0.123492
1.03191313327045e-15,5.30553821248219,0.511,0.22,3.09573939981135e-12,0,Vcam1,0.291,0.148701
1.12379619449406e-15,5.80924104460875,0.539,0.255,3.37138858348217e-12,0,Hes1,0.284,0.153076
1.35381179796562e-15,1.21167940531084,0.518,0.262,4.06143539389686e-12,0,Tmem119,0.256,0.132608
2.0899981413606e-15,1.63576798719826,0.495,0.248,6.2699944240818e-12,0,Col8a2,0.247,0.122265
2.71977116417038e-15,2.85282813023513,0.513,0.277,8.15931349251114e-12,0,Tenm3,0.236,0.121068
2.73410640423547e-15,2.56978572113987,0.408,0.092,8.2023192127064e-12,0,Usp43,0.316,0.128928
2.9738509493778e-15,3.8885752667981,0.561,0.305,8.92155284813341e-12,0,Lama2,0.256,0.143616
7.40476624319022e-15,3.6143879810742,0.576,0.241,2.22142987295707e-11,0,Smad3,0.335,0.19296
7.40476624319022e-15,2.68989250895249,0.476,0.163,2.22142987295707e-11,0,Mkx,0.313,0.148988
9.48852899167325e-15,2.84405708894954,0.505,0.241,2.84655869750198e-11,0,Gfra2,0.264,0.13332
1.32541492867231e-14,4.92114876736154,0.505,0.241,3.97624478601694e-11,0,Slit3,0.264,0.13332
1.75617638803434e-14,9.22934540822956,0.479,0.241,5.26852916410303e-11,0,Dkk2,0.238,0.114002
1.88620600190644e-14,1.0797362449614,0.5,0.213,5.6586180057193e-11,0,Wnt2b,0.287,0.1435
4.19943455897944e-14,4.91155690265377,0.513,0.199,1.25983036769383e-10,0,Marcksl1,0.314,0.161082
4.93212026154446e-14,4.71953077859581,0.545,0.262,1.47963607846334e-10,0,Plekho2,0.283,0.154235
8.5869744743832e-14,7.21562766791786,0.403,0.163,2.57609234231496e-10,0,Fbxl18,0.24,0.09672
1.03184567840909e-13,0.33836400588607,0.495,0.248,3.09553703522726e-10,0,Col16a1,0.247,0.122265
1.68196320805654e-13,5.04996347753859,0.511,0.234,5.04588962416963e-10,0,Tshz2,0.277,0.141547
2.24608437793319e-13,2.24372757789837,0.476,0.17,6.73825313379958e-10,0,Aldh3a1,0.306,0.145656
3.22157866295764e-13,3.65514856377772,0.545,0.248,9.66473598887292e-10,0,Socs3,0.297,0.161865
3.51576097711698e-13,2.14574898951746,0.537,0.27,1.05472829313509e-09,0,Thbd,0.267,0.143379
4.30863763092644e-13,5.50697675958738,0.463,0.213,1.29259128927793e-09,0,Tmem158,0.25,0.11575
4.86136683550047e-13,1.57975669953007,0.313,0.199,1.45841005065014e-09,0,Aqp1,0.114,0.035682
5.40495312409805e-13,1.8549045269225,0.537,0.298,1.62148593722942e-09,0,Lbp,0.239,0.128343
5.51000691597049e-13,2.81869247452956,0.466,0.22,1.65300207479115e-09,0,Hey1,0.246,0.114636
6.33397094101516e-13,3.32505887738848,0.497,0.241,1.90019128230455e-09,0,Cebpb,0.256,0.127232
7.14049423675243e-13,3.447197966282,0.576,0.248,2.14214827102573e-09,0,Klf2,0.328,0.188928
7.41926377911599e-13,4.36485656926602,0.411,0.177,2.2257791337348e-09,0,Shisa3,0.234,0.096174
1.53533652535513e-12,2.53196211377195,0.513,0.241,4.6060095760654e-09,0,Smad7,0.272,0.139536
1.60952504754618e-12,2.26081291870434,0.342,0.17,4.82857514263855e-09,0,Dync1i1,0.172,0.058824
1.62477929195874e-12,1.09258664967448,0.484,0.241,4.87433787587622e-09,0,Clec11a,0.243,0.117612
1.92478663375314e-12,2.85160209654495,0.547,0.241,5.77435990125941e-09,0,Nsg1,0.306,0.167382
2.5741448458184e-12,4.86484749377787,0.482,0.213,7.72243453745521e-09,0,Bambi,0.269,0.129658
3.20513268823942e-12,5.63065638162127,0.524,0.284,9.61539806471826e-09,0,S100a16,0.24,0.12576
3.80649157545252e-12,5.51698714704274,0.511,0.227,1.14194747263576e-08,0,Lrig3,0.284,0.145124
5.50968746586462e-12,9.46874517617205,0.361,0.17,1.65290623975939e-08,0,Pcdhb16,0.191,0.068951
8.44026539398448e-12,1.60690995512264,0.484,0.227,2.53207961819534e-08,0,Slc38a1,0.257,0.124388
9.99101948008741e-12,3.374448562671,0.532,0.284,2.99730584402622e-08,0,Nr4a1,0.248,0.131936
1.13469392778222e-11,1.55861116224516,0.318,0.156,3.40408178334667e-08,0,Ackr4,0.162,0.051516
1.50227728447281e-11,1.09771930831369,0.518,0.255,4.50683185341842e-08,0,Cd82,0.263,0.136234
1.71203787788199e-11,2.47461372379403,0.442,0.248,5.13611363364596e-08,0,Map3k8,0.194,0.085748
1.84806379481068e-11,4.30073982738398,0.308,0.177,5.54419138443205e-08,0,Sdk1,0.131,0.040348
2.51734372447078e-11,5.80719352083534,0.484,0.206,7.55203117341233e-08,0,Pcdhb20,0.278,0.134552
2.69157773322672e-11,1.35639400969951,0.482,0.199,8.07473319968016e-08,0,Gdf10,0.283,0.136406
2.9292932990474e-11,5.62009614042595,0.524,0.255,8.7878798971422e-08,0,Pknox2,0.269,0.140956
3.82297509458126e-11,2.40970686091377,0.495,0.298,1.14689252837438e-07,0,Gadd45b,0.197,0.097515
4.21344773829965e-11,4.29780479688522,0.442,0.199,1.2640343214899e-07,0,Egr3,0.243,0.107406
5.11499061358722e-11,4.6501132189968,0.534,0.255,1.53449718407617e-07,0,Aatk,0.279,0.148986
6.28641653079123e-11,1.90450033645997,0.518,0.234,1.88592495923737e-07,0,Fmo1,0.284,0.147112
6.5675910424659e-11,5.50400072498773,0.453,0.163,1.97027731273977e-07,0,Egln3,0.29,0.13137
7.07406807542179e-11,3.94827392956268,0.516,0.248,2.12222042262654e-07,0,Gstt1,0.268,0.138288
7.16695781167248e-11,3.18231278411697,0.361,0.199,2.15008734350175e-07,0,St3gal5,0.162,0.058482
7.68538495351444e-11,4.73732690461572,0.495,0.248,2.30561548605433e-07,0,Gcc1,0.247,0.122265
