"X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","signed_log10FDR.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","signed_log10FDR.y"
"A2m",0.0513148399364282,3.25321534480335,0.047,0,0,0.281549128378024,1.24902754783991,0.014,0,0
"A3galt2",0.17253841167818,1.93128724991599,0.023,0,0,1,0.249027547839915,0,0,0
"A4galt",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"AA467197",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"AA792892",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"AA986860",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Aaas",0.283908747272428,0.931287249915986,0.116,0.061,0,0.145639853520705,0.985993142006121,0.13,0.061,0
"Aacs",0.0828719021712155,1.73864217197359,0.116,0.037,0,0.820966375366238,0.833990048561071,0.043,0.037,0
"Aadacl2",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Aadacl4",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Aagab",0.23797271291468,-0.846320328747566,0.14,0.22,0,0.866638015084373,-0.166009951438929,0.246,0.22,0
"Aak1",0.266958761859038,-0.738564148391683,0.233,0.317,0,0.126901816434721,-0.71033046766274,0.203,0.317,0
"Aamdc",0.695026867041181,-0.0687127500840141,0.023,0.037,0,0.316818732278247,1.24902754783991,0.072,0.037,0
"Aamp",0.212052450435069,0.436522558166408,0.419,0.305,0,0.160243712970267,0.382294078703379,0.42,0.305,0
"Aanat",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Aar2",0.415769582712658,0.931287249915986,0.07,0.037,0,0.405111604266265,-0.750972452160085,0.014,0.037,0
"Aard",1,0.931287249915986,0,0,0,0.281549128378024,1.24902754783991,0.014,0,0
"Aars",0.96083357668925,0.194321655749779,0.047,0.049,0,0.0018706044923278,2.01456229420289,0.217,0.049,0
"Aarsd1",0.765493414151276,-0.0687127500840141,0.07,0.085,0,0.523240926033875,-0.429044357272723,0.058,0.085,0
"Aasdh",0.511666544849644,0.931287249915986,0.047,0.024,0,0.866702730462766,0.249027547839915,0.029,0.024,0
"Aasdhppt",0.0131122656274637,2.15367967125243,0.14,0.024,0,0.519121566481412,0.664065047118759,0.043,0.024,0
"Aass",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Aatf",0.776043362435056,-0.0687127500840146,0.093,0.11,0,0.645087880795542,-0.265545624989844,0.087,0.11,0
"Aatk",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"AB124611",0.592169679628701,0.293857329300694,0.186,0.146,0,0.987825177513036,0.142112343923403,0.145,0.146,0
"Abat",0.016334260449957,2.93128724991599,0.07,0,0,1,0.249027547839915,0,0,0
"Abca1",0.912083965438917,0.293857329300694,0.163,0.159,0,0.190341719709219,-0.750972452160085,0.087,0.159,0
"Abca12",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abca13",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abca14",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abca16",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abca17",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abca2",0.497640981333539,0.00528783135976241,0.163,0.22,0,0.205515549447032,0.586062535117485,0.304,0.22,0
"Abca3",0.516054554233251,0.668252844082192,0.093,0.061,0,0.781550544388048,0.249027547839915,0.072,0.061,0
"Abca4",0.0423192225339449,1.15367967125243,0.14,0.037,0,0.859812634180957,-0.335934952881242,0.043,0.037,0
"Abca5",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abca6",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abca7",0.587263490368043,0.428786909386802,0.233,0.195,0,0.919929879305902,-0.0310803713528207,0.188,0.195,0
"Abca8a",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abca8b",1,0.931287249915986,0,0,0,0.281549128378024,1.24902754783991,0.014,0,0
"Abca9",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcb10",0.976542057645904,0.34632474919483,0.023,0.024,0,0.670857702612448,-0.335934952881241,0.014,0.024,0
"Abcb11",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcb1a",0.0567408462053414,1.39071886855328,0.186,0.073,0,0.0886800766344925,-1.75097245216009,0.014,0.073,0
"Abcb1b",0.457814066587781,0.483828272944764,0.186,0.134,0,0.210079877355372,-1.07290054704745,0.072,0.134,0
"Abcb4",0.479375534026574,-0.0687127500840141,0,0.012,0,0.365985455905626,-0.750972452160085,0,0.012,0
"Abcb6",0.649591180612596,0.931287249915986,0.023,0.012,0,0.237344178414255,1.24902754783991,0.043,0.012,0
"Abcb7",0.173868336466297,0.779284156470936,0.186,0.098,0,0.392621597826553,0.386531071589849,0.145,0.098,0
"Abcb8",0.145012865905703,-1.39064084497138,0,0.049,0,0.0648443325366906,-2.07290054704745,0,0.049,0
"Abcb9",0.181460110358791,-0.834247496446991,0.093,0.183,0,0.00294331149521797,-2.25347279268927,0.029,0.183,0
"Abcc1",0.423295814398683,-0.653675250805171,0.047,0.085,0,0.758921534172355,-0.335934952881242,0.072,0.085,0
"Abcc10",0.415769582712658,0.931287249915986,0.07,0.037,0,0.109664619457268,1.41895254928223,0.101,0.037,0
"Abcc12",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcc2",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcc3",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcc4",0.634027407475519,0.609359155028623,0.07,0.049,0,0.540154998542592,-0.487938046326292,0.029,0.049,0
"Abcc5",0.752656595501379,0.268322237193556,0.209,0.183,0,0.243786132690236,0.586062535117485,0.261,0.183,0
"Abcc6",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcc8",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcc9",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcd1",0.368127167910489,-0.390640844971377,0.14,0.207,0,0.866315101454904,0.249027547839914,0.217,0.207,0
"Abcd2",0.17253841167818,2.51624975063714,0.023,0,0,1,0.249027547839915,0,0,0
"Abcd3",0.794686439547188,0.516249750637142,0.047,0.037,0,0.800221969484074,-0.166009951438929,0.029,0.037,0
"Abcd4",0.169361082758973,1.19432165574978,0.116,0.049,0,0.80615299257078,0.249027547839915,0.058,0.049,0
"Abce1",0.129236928387003,1.00928976191726,0.302,0.195,0,0.402996356352122,-0.461465834965101,0.145,0.195,0
"Abcf1",0.615207905167634,0.19432165574978,0.186,0.146,0,0.0570337742713106,0.801568570868693,0.275,0.146,0
"Abcf2",0.374326062828905,0.303256027302944,0.233,0.159,0,0.348886841523267,0.483492801476938,0.217,0.159,0
"Abcf3",0.703107568323281,0.445860422745744,0.093,0.073,0,0.15679890378246,0.901104244419608,0.145,0.073,0
"Abcg1",1,0.0568181319998444,0.256,0.256,0,0.545868084797465,0.0375234426462028,0.203,0.256,0
"Abcg2",0.309503245305284,-0.65367525080517,0,0.024,0,0.196301072321598,-1.33593495288124,0,0.024,0
"Abcg3",0.0863350233761365,1.51624975063714,0.116,0.037,0,0.196115423114447,1.05638246989752,0.087,0.037,0
"Abcg4",0.479375534026574,-0.0687127500840141,0,0.012,0,0.365985455905626,-0.750972452160085,0,0.012,0
"Abcg5",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abcg8",1,0.931287249915986,0,0,0,1,0.249027547839915,0,0,0
"Abhd10",0.440246706895888,0.346324749194829,0.07,0.037,0,0.859812634180957,-0.335934952881242,0.043,0.037,0
