"X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","signed_log10FDR.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","signed_log10FDR.y"
"A2m",1,-0.176276680883429,0,0,0,1,-0.482447590095221,0,0,0
"A3galt2",0.0820048273966947,1.63107824117417,0.019,0.004,0,0.323252896480574,1.10251491062593,0.01,0.004,0
"A4galt",1,-0.176276680883429,0,0,0,1,-0.482447590095221,0,0,0
"AA467197",1,-0.176276680883429,0,0,0,0.232007331840125,1.10251491062593,0.005,0,0
"AA792892",1,-0.176276680883429,0,0,0,1,-0.482447590095221,0,0,0
"AA986860",0.881566166070123,-0.17627668088343,0.01,0.011,0,0.606406945490982,0.68747741134709,0.016,0.011,0
"Aaas",0.311219268816875,0.318488010866148,0.096,0.072,0,0.595506141957889,-0.298023018957795,0.062,0.072,0
"Aacs",0.146679615370912,-0.461678899745678,0.083,0.119,0,0.136713058098212,-0.638566792012504,0.085,0.119,0
"Aadacl2",1,-0.176276680883429,0,0,0,1,-0.482447590095221,0,0,0
"Aadacl4",1,-0.176276680883429,0,0,0,1,-0.482447590095221,0,0,0
"Aagab",0.4720020825623,-0.162062821663729,0.288,0.31,0,0.173898761663627,-0.233768477238498,0.264,0.31,0
"Aak1",0.127119622340544,-0.132949249219329,0.406,0.477,0,0.00695869903249202,-0.364266163746908,0.377,0.477,0
"Aamdc",0.758526524307021,0.0101364433474513,0.089,0.097,0,0.570329790347857,0.183133370834219,0.111,0.097,0
"Aamp",0.787652873966556,-0.00635167944111759,0.214,0.202,0,0.470021041270059,0.0567112210128093,0.23,0.202,0
"Aanat",1,-0.176276680883429,0,0,0,0.232007331840125,1.10251491062593,0.005,0,0
"Aar2",0.436779189290523,0.338296491946328,0.058,0.043,0,0.893582728176123,-0.202339670902487,0.041,0.043,0
"Aard",0.348583828675758,0.823723319116571,0.003,0,0,0.232007331840125,1.10251491062593,0.005,0,0
"Aars",0.164221515235153,-0.280974059550124,0.268,0.321,0,0.105310373688467,-0.243660730508105,0.258,0.321,0
"Aarsd1",0.434512492165666,0.238760818395414,0.16,0.137,0,0.260802364465774,0.233759443904187,0.171,0.137,0
"Aasdh",0.5856526083338,-0.246666008774828,0.054,0.065,0,0.30070359720391,-0.482447590095222,0.047,0.065,0
"Aasdhppt",0.145089911251383,-0.560940531118755,0.109,0.148,0,0.748123469685534,-0.179055446645287,0.14,0.148,0
"Aass",0.348583828675758,0.823723319116571,0.003,0,0,1,-0.482447590095221,0,0,0
"Aatf",0.00511133060448126,1.28315493775387,0.099,0.04,0,0.785423037488931,0.180517422627207,0.044,0.04,0
"Aatk",0.0207372273632583,2.63107824117417,0.019,0,0,0.0106973724050296,2.83948050479214,0.023,0,0
"AB124611",1,-0.176276680883429,0,0,0,1,-0.482447590095221,0,0,0
"Abat",0.503028433145615,0.560688913282775,0.013,0.007,0,0.161135105279704,1.10251491062593,0.021,0.007,0
