"X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","signed_log10FDR.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","signed_log10FDR.y"
"A2m",0.106283977505143,-1.55204787824842,0.015,0.04,0,0.974854699851109,2.204425874807,0.04,0.04,0
"A3galt2",0.369166891614962,1.03291462247274,0.015,0.008,0,0.394230732782424,0.982033453470551,0.015,0.008,0
"A4galt",0.0314712915442532,-0.602321084729645,0.195,0.276,0,0.00142615624971596,-0.959863591965881,0.163,0.276,0
"AA467197",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"AA792892",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"AA986860",0.733069615028218,0.617877123193892,0.01,0.008,0,0.394230732782424,0.982033453470551,0.015,0.008,0
"Aaas",0.488145020208631,0.502399905773955,0.041,0.03,0,0.362097886417681,0.603521830216821,0.045,0.03,0
"Aacs",0.00135642286608143,1.50239990577395,0.087,0.028,0,0.0560826313262467,0.982033453470551,0.059,0.028,0
"Aadacl2",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Aadacl4",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Aagab",0.00168621766600396,1.26424016857919,0.118,0.048,0,0.184865963453552,0.545934338663878,0.074,0.048,0
"Aak1",1.37615829167622e-05,1.49857819482155,0.144,0.043,0.645271322875274,2.16492820733842e-05,1.67717887194213,0.139,0.043,0.448496215084349
"Aamdc",0.617163582017136,-0.178589482720977,0.092,0.105,0,0.661534613481731,-0.155470070279384,0.094,0.105,0
"Aamp",0.0370017668355437,-0.404894184464767,0.251,0.336,0,0.00365630725271532,-0.482247564828142,0.213,0.336,0
"Aanat",0.486741166365189,0.0329146224727355,0,0.003,0,0.478944582060088,-0.0179665465294487,0,0.003,0
"Aar2",0.810567031718398,0.0329146224727355,0.01,0.013,0,0.777696990957308,-0.0179665465294487,0.01,0.013,0
"Aard",0.46453080641492,1.03291462247274,0.01,0.005,0,0.487755978074526,0.982033453470551,0.01,0.005,0
"Aars",0.252484314923991,0.343254743084886,0.149,0.115,0,0.277827793309567,-0.138260780247161,0.084,0.115,0
"Aarsd1",0.417273177004135,0.280842135916321,0.092,0.073,0,0.192605424129593,0.505595409527564,0.104,0.073,0
"Aasdh",0.423013784815028,0.518341449642977,0.031,0.02,0,0.712805752544073,0.245067859304345,0.025,0.02,0
"Aasdhppt",0.541153890465849,0.485426827170242,0.056,0.045,0,0.0311291567258341,1.05603403491433,0.089,0.045,0
"Aass",1,1.03291462247273,0,0,0,0.160941347010687,1.98203345347055,0.005,0,0
"Aatf",0.0307782005189045,1.51834144964298,0.056,0.023,0,0.0749147153579015,1.11953697722049,0.05,0.023,0
"Aatk",0.83378730476942,0.567251050123923,0.072,0.068,0,0.89690462854172,0.124052458342979,0.064,0.068,0
"AB124611",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abat",0.0851701941470786,-0.774440299584869,0.046,0.085,0,0.0682901105027595,-0.825321468587052,0.045,0.085,0
"Abca1",0.60769334599844,-0.0680142863780455,0.287,0.308,0,0.182491220442812,-0.344776862796558,0.262,0.308,0
"Abca12",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abca13",0.153622189285131,2.03291462247273,0.005,0,0,1,0.98203345347055,0,0,0
"Abca14",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abca16",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abca17",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abca2",0.662748861780631,0.332474904331643,0.072,0.063,0,0.448213265349016,0.369056576579799,0.079,0.063,0
"Abca3",0.393454606078762,0.332474904331643,0.118,0.095,0,0.85155480788613,0.1560628532456,0.089,0.095,0
"Abca4",7.45881899840712e-10,6.1621976394177,0.092,0,4.91126964572997,3.09567749524947e-07,5.30396154835791,0.064,0,2.29318400409735
"Abca5",0.233303436160493,0.950452462280762,0.062,0.04,0,0.293254864640895,0.512548170169331,0.059,0.04,0
"Abca6",0.161333060027093,0.427193561584782,0.108,0.073,0,0.49996808456352,0.174678531412947,0.089,0.073,0
"Abca7",0.000628170590544649,2.49234624111003,0.051,0.008,0,0.0343597816183704,1.98203345347055,0.03,0.008,0
"Abca8a",0.0789886807650212,0.295949028306529,0.123,0.078,0,0.64338982292521,0.0386169818369186,0.089,0.078,0
"Abca8b",0.0466059295442095,0.665182837972248,0.113,0.065,0,0.324119681964788,-0.0179665465294487,0.089,0.065,0
"Abca9",0.793036407882139,-0.00661374171390205,0.159,0.15,0,0.546122930843831,0.232011706478899,0.168,0.15,0
"Abcb10",0.687599815273852,0.380837925893042,0.031,0.025,0,0.319893106661955,0.844529929720617,0.04,0.025,0
"Abcb11",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abcb1a",1,1.03291462247273,0,0,0,0.160941347010687,1.98203345347055,0.005,0,0
"Abcb1b",0.211978986398138,1.61787712319389,0.01,0.003,0,0.625135198405497,0.982033453470551,0.005,0.003,0
"Abcb4",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abcb6",0.69312511430758,-0.137010378969577,0.015,0.02,0,0.9844438497386,0.134036546915602,0.02,0.02,0
"Abcb7",0.0778072165572184,0.710986527585373,0.097,0.058,0,0.879493536047025,0.0386169818369186,0.054,0.058,0
"Abcb8",0.0230510415321078,1.68499131905243,0.046,0.015,0,0.402323942574029,0.759641032134104,0.025,0.015,0
"Abcb9",0.369166891614962,1.03291462247274,0.015,0.008,0,0.0343597816183704,1.98203345347055,0.03,0.008,0
"Abcc1",0.00657882805246997,1.53541496300192,0.072,0.025,0,0.00210977096571376,1.56699595419171,0.079,0.025,0
"Abcc10",0.342336462006641,0.880911529027685,0.036,0.023,0,0.380683808156868,0.830030360025501,0.035,0.023,0
"Abcc12",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abcc2",1,1.03291462247273,0,0,0,1,0.98203345347055,0,0,0
"Abcc3",1,1.03291462247273,0,0,0,0.160941347010687,1.98203345347055,0.005,0,0
