"X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","signed_log10FDR.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","signed_log10FDR.y"
"A2m",0.00985234607325205,4.4537179674429,0.101,0,0,0.0354935863606744,2.750211014954,0.068,0,0
"A3galt2",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"A4galt",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"AA467197",0.0312951352620121,1.79075295472047,0.333,0.159,0,0.339872381467215,0.328254101735361,0.223,0.159,0
"AA792892",1,-0.131244533278252,0,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"AA986860",0.347029910304033,0.868755466721748,0.014,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"Aaas",0.178396026924883,1.4537179674429,0.029,0,0,0.052400470369097,2.0981343183743,0.058,0,0
"Aacs",0.0410002500906189,1.86875546672175,0.101,0.016,0,0.0290509359574776,1.87574189703785,0.107,0.016,0
"Aadacl2",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Aadacl4",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Aagab",0.388786016466104,0.0911478880581953,0.188,0.127,0,0.639163905399483,0.0277449904829044,0.155,0.127,0
"Aak1",0.0971444255843225,1.86875546672175,0.043,0,0,0.052400470369097,2.0981343183743,0.058,0,0
"Aamdc",0.347029910304033,0.868755466721748,0.014,0,0,0.271083263841585,1.2907793963167,0.019,0,0
"Aamp",0.103419684603605,1.0911478880582,0.174,0.079,0,0.106760233423177,1.0981343183743,0.165,0.079,0
"Aanat",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Aar2",1,-0.131244533278252,0,0,0,0.175222949322258,1.2907793963167,0.029,0,0
"Aard",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Aars",0.0305625562635815,2.86875546672175,0.072,0,0,0.0354786604597927,2.46070439775901,0.068,0,0
"Aarsd1",0.0305704963890811,2.4537179674429,0.072,0,0,0.175222949322258,1.2907793963167,0.029,0,0
"Aasdh",0.347029910304033,0.868755466721748,0.014,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"Aasdhppt",0.0971444255843225,1.86875546672175,0.043,0,0,0.271083263841585,0.875741897037854,0.019,0,0
"Aass",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Aatf",0.0541824665155718,2.19068356160911,0.058,0,0,0.175222949322258,1.2907793963167,0.029,0,0
"Aatk",0.627696693069259,-0.493814612662961,0.072,0.095,0,0.497107952022064,-0.879145605125614,0.068,0.095,0
"AB124611",0.249116572780938,-0.493814612662961,0.217,0.302,0,0.370218144232345,-0.376645264596431,0.243,0.302,0
"Abat",0.0971444255843225,1.86875546672175,0.043,0,0,0.0776491062765586,1.87574189703785,0.049,0,0
"Abca1",0.0047887672642854,1.67611038877935,0.246,0.063,0,0.0299922713825061,1.40625661373663,0.184,0.063,0
"Abca12",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abca13",0.347029910304033,0.868755466721748,0.014,0,0,0.115911610545672,1.61270749120406,0.039,0,0
"Abca14",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abca16",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abca17",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abca2",0.475727317703651,0.605721060887954,0.058,0.032,0,0.62072311683209,-0.709220603683302,0.019,0.032,0
"Abca3",0.616046226882724,0.354182293891989,0.087,0.063,0,0.288788161390011,-1.03114869857066,0.029,0.063,0
"Abca4",0.00178052227696817,3.56919518486284,0.145,0,0,0.0163780673758638,3.0981343183743,0.087,0,0
"Abca5",0.0541824665155718,2.19068356160911,0.058,0,0,1,-0.709220603683302,0,0,0
"Abca6",1,-0.131244533278252,0,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"Abca7",0.704440014489429,0.231325546106456,0.116,0.095,0,0.427489931125489,0.483424474259094,0.136,0.095,0
"Abca8a",1,-0.131244533278252,0,0,0,0.271083263841585,1.2907793963167,0.019,0,0
"Abca8b",1,-0.131244533278252,0,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"Abca9",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abcb10",0.14023989480181,-1.71620703399941,0,0.032,0,0.0710845408797202,-2.29418310440446,0,0.032,0
"Abcb11",0.302367791223324,-1.13124453327825,0,0.016,0,0.205432121189967,-1.7092206036833,0,0.016,0
"Abcb1a",1,-0.131244533278252,0,0,0,0.271083263841585,0.875741897037854,0.019,0,0
"Abcb1b",1,-0.131244533278252,0,0,0,0.441497517272819,0.875741897037855,0.01,0,0
"Abcb4",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abcb6",0.513785474369012,-0.716207033999408,0.014,0.032,0,0.0710845408797202,-2.29418310440446,0,0.032,0
"Abcb7",0.0708149034481528,1.67611038877935,0.087,0.016,0,0.27528647438159,1.0981343183743,0.049,0.016,0
"Abcb8",0.957071879110308,-0.131244533278252,0.014,0.016,0,0.205432121189967,-1.7092206036833,0,0.016,0
"Abcb9",0.347029910304033,0.868755466721748,0.014,0,0,1,-0.709220603683302,0,0,0
"Abcc1",0.0305704963890811,2.4537179674429,0.072,0,0,0.115898058215477,1.87574189703785,0.039,0,0
"Abcc10",1,-0.131244533278252,0,0,0,0.115898058215477,1.87574189703785,0.039,0,0
"Abcc12",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abcc2",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abcc3",0.178396026924883,1.4537179674429,0.029,0,0,0.175222949322258,1.87574189703786,0.029,0,0
"Abcc4",0.347029910304033,0.868755466721748,0.014,0,0,1,-0.709220603683302,0,0,0
"Abcc5",0.097137881490143,2.19068356160911,0.043,0,0,0.115898058215477,1.87574189703785,0.039,0,0
"Abcc6",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abcc8",0.347029910304033,0.868755466721748,0.014,0,0,1,-0.709220603683302,0,0,0
"Abcc9",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abcd1",0.912658039828709,-0.411352452470988,0.159,0.143,0,0.835120555056792,-0.404366022154881,0.165,0.143,0
"Abcd2",0.00985298320550412,2.86875546672175,0.101,0,0,0.0163652542446752,2.750211014954,0.087,0,0
"Abcd3",0.00985298320550412,2.86875546672175,0.101,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"Abcd4",0.14023989480181,-1.71620703399941,0,0.032,0,0.305873537014989,-1.29418310440446,0.01,0.032,0
"Abce1",0.0305704963890811,2.4537179674429,0.072,0,0,0.0163780673758638,2.99121911445779,0.087,0,0
"Abcf1",0.0262744575414812,1.4537179674429,0.116,0.016,0,0.724701153168293,-1.29418310440446,0.01,0.016,0
"Abcf2",0.315690338787158,0.453717967442904,0.072,0.032,0,0.0441519895346733,1.19766999192522,0.126,0.032,0
"Abcf3",0.101038373396848,1.19068356160911,0.13,0.048,0,0.540334805620143,-0.709220603683302,0.029,0.048,0
"Abcg1",0.861276650246715,-0.131244533278252,0.101,0.111,0,0.139938966007675,-0.901865681625698,0.049,0.111,0
"Abcg2",0.347029910304033,0.868755466721748,0.014,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"Abcg3",0.658407951850883,-0.131244533278253,0.087,0.063,0,0.626928283007882,-0.194647430853544,0.087,0.063,0
"Abcg4",1,-0.131244533278252,0,0,0,0.271083263841585,0.875741897037854,0.019,0,0
"Abcg5",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abcg8",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abhd10",0.0971444255843225,1.86875546672175,0.043,0,0,0.175217633492156,1.61270749120406,0.029,0,0
"Abhd11",0.188022943798103,1.0911478880582,0.087,0.032,0,0.321126082560068,0.705816895595542,0.068,0.032,0
"Abhd12",0.0541824665155718,2.19068356160911,0.058,0,0,0.0164037063047202,2.61270749120406,0.087,0,0
"Abhd13",0.0541682250676111,2.4537179674429,0.058,0,0,0.0111163738864154,2.87574189703785,0.097,0,0
"Abhd14a",0.178396026924883,1.4537179674429,0.029,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"Abhd14b",0.097137881490143,2.4537179674429,0.043,0,0,1,-0.709220603683302,0,0,0
"Abhd15",0.210026513737113,1.19068356160911,0.058,0.016,0,0.59444381482377,0.290779396316698,0.029,0.016,0
"Abhd16a",0.613939753852828,-0.453172628165615,0.043,0.063,0,0.73593604608093,0.138776302871648,0.078,0.063,0
"Abhd17a",0.0410002500906189,1.86875546672175,0.101,0.016,0,0.0418731699259664,1.87574189703785,0.097,0.016,0
"Abhd17b",0.00317040526117708,3.19068356160911,0.13,0,0,0.024124467347884,2.46070439775901,0.078,0,0
"Abhd17c",0.00315305276346304,3.32818708535904,0.13,0,0,0.0523708881089035,2.2907793963167,0.058,0,0
"Abhd18",1,-0.131244533278252,0,0,0,0.271083263841585,0.875741897037854,0.019,0,0
"Abhd2",0.000256981167131332,1.90117694441413,0.377,0.095,0,0.00197424722257076,1.41631027840056,0.311,0.095,0
"Abhd3",0.347029910304033,0.868755466721748,0.014,0,0,1,-0.709220603683302,0,0,0
"Abhd4",0.361333446272701,0.868755466721748,0.043,0.016,0,0.277617578556251,0.875741897037854,0.049,0.016,0
"Abhd5",0.872981108982029,-0.131244533278252,0.087,0.095,0,0.113406894488246,1.00698643031611,0.184,0.095,0
"Abhd6",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abhd8",0.0055952318710192,3.03868046816406,0.116,0,0,0.0523856788848292,2.46070439775901,0.058,0,0
"Abi1",0.319585806383348,0.416243262024241,0.377,0.302,0,0.368415824105989,0.234195867950331,0.379,0.302,0
"Abi2",0.0541824665155718,2.19068356160911,0.058,0,0,0.271083263841585,0.875741897037854,0.019,0,0
"Abi3",0.00292821357124937,2.24726708997548,0.203,0.032,0,0.00984816510255253,1.82683229655691,0.165,0.032,0
"Abi3bp",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abitram",0.178396026924883,1.4537179674429,0.029,0,0,0.115911610545672,1.61270749120406,0.039,0,0
"Abl1",0.210026513737113,1.19068356160911,0.058,0.016,0,0.59444381482377,0.290779396316698,0.029,0.016,0
"Abl2",0.0541824665155718,2.19068356160911,0.058,0,0,0.0163780673758638,2.99121911445779,0.087,0,0
"Ablim1",0.347029910304033,0.868755466721748,0.014,0,0,0.0523708881089035,2.2907793963167,0.058,0,0
"Ablim2",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Ablim3",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abo",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Abr",0.477680398944307,0.125095219981533,0.435,0.365,0,0.523186801559588,-0.419713986488317,0.32,0.365,0
"Abracl",0.0407462989937179,1.32818708535904,0.246,0.111,0,0.146288146443833,0.875741897037855,0.194,0.111,0
"Abraxas1",0.347029910304033,0.868755466721748,0.014,0,0,1,-0.709220603683302,0,0,0
"Abraxas2",0.00557492000997073,3.19068356160911,0.116,0,0,0.0776491062765586,1.87574189703785,0.049,0,0
"Abt1",1,-0.131244533278252,0,0,0,0.0776269012877895,2.0981343183743,0.049,0,0
"Abtb1",0.949337138735601,0.19068356160911,0.145,0.143,0,0.764357361888186,-0.206720263154119,0.126,0.143,0
"Abtb2",0.451891455926625,-0.3536369546147,0.203,0.254,0,0.499289196147376,-0.346650524298594,0.214,0.254,0
"AC150683.1",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"AC151602.1",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Acaa1a",0.914555519288892,-0.131244533278252,0.043,0.048,0,0.124885497759406,-1.7092206036833,0.01,0.048,0
"Acaa1b",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Acaa2",0.122032138886572,1.4537179674429,0.072,0.016,0,0.190447752344065,1.0981343183743,0.058,0.016,0
"Acaca",0.0305625562635815,2.86875546672175,0.072,0,0,0.0776269012877895,2.0981343183743,0.049,0,0
"Acacb",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Acad10",0.347029910304033,0.868755466721748,0.014,0,0,0.271083263841585,0.875741897037854,0.019,0,0
"Acad11",0.178396026924883,1.4537179674429,0.029,0,0,0.441497517272819,0.290779396316698,0.01,0,0
"Acad12",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Acad8",0.373537104682959,0.283792966000591,0.043,0.016,0,0.41836875439082,0.0277449904829039,0.039,0.016,0
"Acad9",0.0971444255843225,1.86875546672175,0.043,0,0,0.115911610545672,1.61270749120406,0.039,0,0
"Acadl",0.00513799948339958,1.52083216330144,0.217,0.048,0,0.0761945282004248,0.483424474259094,0.136,0.048,0
"Acadm",1,-0.131244533278252,0,0,0,0.115911610545672,1.61270749120406,0.039,0,0
"Acads",0.0971444255843225,1.86875546672175,0.043,0,0,1,-0.709220603683302,0,0,0
"Acadsb",0.0305506472665913,2.67611038877935,0.072,0,0,0.0523708881089035,2.2907793963167,0.058,0,0
"Acadvl",0.0173180318509187,2.86875546672175,0.087,0,0,0.000205237851581616,3.81434135237371,0.194,0,0
"Acan",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
"Acap1",0.326598084646413,-0.661759249977032,0.116,0.175,0,0.930672571388051,0.0497712968129034,0.165,0.175,0
"Acap2",0.0148723264429127,0.868755466721748,0.333,0.143,0,0.614428266701511,0.0497712968129034,0.175,0.143,0
"Acap3",0.347029910304033,0.868755466721748,0.014,0,0,0.271083263841585,1.2907793963167,0.019,0,0
"Acat1",0.0541824665155718,2.19068356160911,0.058,0,0,0.0241008861344807,2.750211014954,0.078,0,0
"Acat2",0.347029910304033,0.868755466721748,0.014,0,0,1,-0.709220603683302,0,0,0
"Acat3",1,-0.131244533278252,0,0,0,1,-0.709220603683302,0,0,0
