"X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","signed_log10FDR.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","signed_log10FDR.y"
"A2m",0.432176243041788,0,0.086,0.041,0,0.590601065752784,-1.94753258010586,0.025,0.041,0
"A3galt2",0.246428186180253,1.48542682717024,0.029,0,0,0.446116847721283,0.274859841230583,0.012,0,0
"A4galt",1,0.485426827170242,0,0,0,0.446116847721283,0.274859841230583,0.012,0,0
"AA467197",1,0.485426827170242,0,0,0,1,-0.725140158769417,0,0,0
"AA792892",1,0.485426827170242,0,0,0,1,-0.725140158769417,0,0,0
"AA986860",1,0.485426827170242,0,0,0,0.446116847721283,0.274859841230583,0.012,0,0
"Aaas",0.498955175107986,-0.514573172829758,0.029,0.061,0,0.791669443335818,-0.14017765804826,0.049,0.061,0
"Aacs",0.498955175107986,-0.514573172829758,0.029,0.061,0,0.784911236360924,0.0822147632881878,0.074,0.061,0
"Aadacl2",1,0.485426827170242,0,0,0,1,-0.725140158769417,0,0,0
"Aadacl4",1,0.485426827170242,0,0,0,1,-0.725140158769417,0,0,0
"Aagab",0.903616683557034,-0.0995356735509145,0.114,0.122,0,0.531306221686832,0.426862934675633,0.16,0.122,0
"Aak1",0.599439198935975,-0.407657968913246,0.143,0.184,0,0.250401026828234,-0.725140158769417,0.111,0.184,0
"Aamdc",0.290001059755368,-0.630050390249694,0.114,0.204,0,0.768252114535397,-0.255654875468197,0.185,0.204,0
"Aamp",0.826525503973587,0.359895945086383,0.2,0.184,0,0.143538248968691,0.734291459867881,0.296,0.184,0
"Aanat",1,0.485426827170242,0,0,0,1,-0.725140158769417,0,0,0
"Aar2",0.411642286511602,-0.514573172829758,0,0.02,0,0.061988703198316,1.59678793611795,0.111,0.02,0
"Aard",1,0.485426827170242,0,0,0,1,-0.725140158769417,0,0,0
"Aars",0.10520216776093,-0.974004791467055,0.057,0.184,0,0.299461774754716,-0.277681181798195,0.111,0.184,0
"Aarsd1",0.411642286511602,-0.514573172829758,0,0.02,0,0.411141039797592,0.596787936117946,0.049,0.02,0
"Aasdh",0.411642286511602,-1.09953567355091,0,0.02,0,0.718432302168614,-1.31010265949057,0.012,0.02,0
"Aasdhppt",0.739939871285532,0.485426827170242,0.057,0.041,0,0.848019945253169,-0.403212063882054,0.049,0.041,0
"Aass",0.809957046160308,1.0703893278914,0.029,0.02,0,0.882526848564376,-0.14017765804826,0.025,0.02,0
"Aatf",0.82329875963299,0.485426827170242,0.029,0.02,0,0.601740943076955,0.274859841230583,0.037,0.02,0
"Aatk",1,0.485426827170242,0,0,0,1,-0.725140158769417,0,0,0
"AB124611",1,0.485426827170242,0,0,0,1,-0.725140158769417,0,0,0
