"X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","signed_log10FDR.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","signed_log10FDR.y"
"A2m",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"A3galt2",0.425451921627468,1.56293619439116,0.023,0.008,0,0.456943203797842,1.46777896135082,0.021,0.008,0
"A4galt",0.201939749014019,-0.400537929583729,0.386,0.492,0,0.0166175165916789,-0.817623257511431,0.298,0.492,0
"AA467197",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"AA792892",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"AA986860",0.569659985366665,0.562936194391157,0,0.008,0,0.456943203797842,1.46777896135082,0.021,0.008,0
"Aaas",0.273761645748473,1.07750936722092,0.091,0.046,0,0.457652625075767,-0.339575960706787,0.021,0.046,0
"Aacs",0.173180811402208,1.0483630215614,0.136,0.069,0,0.930107157598884,0.467778961350817,0.064,0.069,0
"Aadacl2",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Aadacl4",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Aagab",0.00987414549704543,1.97797369367,0.136,0.031,0,0.0151312529454849,1.69017138268726,0.128,0.031,0
"Aak1",0.0177101835687963,2.56293619439116,0.091,0.015,0,0.00614113734958081,2.69017138268726,0.106,0.015,0
"Aamdc",0.852380963424889,0.10350457575386,0.068,0.077,0,0.538231256965873,0.593309843434676,0.106,0.077,0
"Aamp",0.954168684396719,0.0393742383341442,0.318,0.323,0,0.295524878615144,0.403648623931101,0.404,0.323,0
"Aanat",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Aar2",0.425451921627468,1.56293619439116,0.023,0.008,0,0.0269067405121362,2.78970705623818,0.064,0.008,0
"Aard",0.569659985366665,0.562936194391157,0,0.008,0,0.456943203797842,1.46777896135082,0.021,0.008,0
"Aars",0.325038533643143,0.977973693670001,0.159,0.108,0,0.0150851433218147,1.26132808388339,0.255,0.108,0
"Aarsd1",0.68429698825754,0.447458976971221,0.114,0.092,0,0.0623403085433034,1.35230174393088,0.191,0.092,0
"Aasdh",0.314499058564989,-0.758991900496206,0,0.023,0,0.502030107700366,0.730813367184611,0.043,0.023,0
"Aasdhppt",0.179536060724301,0.910859497811464,0.136,0.069,0,0.0194172118543103,1.33027543760088,0.191,0.069,0
"Aass",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Aatf",0.243209206809809,-0.758991900496206,0,0.031,0,0.706821064836075,0.730813367184611,0.043,0.031,0
"Aatk",0.579532695612611,-0.174029399775049,0.045,0.069,0,4.08744386915136e-05,3.00383186159103,0.298,0.069,0.17248791231927
"AB124611",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abat",1,1.56293619439116,0,0,0,0.0988767717947155,2.46777896135082,0.021,0,0
"Abca1",0.721556369818715,0.393011192948845,0.045,0.062,0,0.0625763912512861,1.46777896135082,0.149,0.062,0
"Abca12",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abca13",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abca14",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abca16",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abca17",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abca2",0.259730030923451,1.14789869511231,0.045,0.015,0,0.0888813103111302,1.78970705623818,0.064,0.015,0
"Abca3",0.569659985366665,0.562936194391157,0,0.008,0,0.456943203797842,1.46777896135082,0.021,0.008,0
"Abca4",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abca5",0.470564786189672,-0.552541023028779,0.045,0.077,0,0.56083877567414,0.352301743930881,0.106,0.077,0
"Abca6",0.752915698453104,0.977973693670001,0.023,0.015,0,0.0878089436979161,1.88281646062966,0.064,0.015,0
"Abca7",0.427405111008555,0.884864289278519,0.159,0.115,0,0.149176748815989,-0.947258537928027,0.043,0.115,0
"Abca8a",0.0987864905901208,2.14789869511231,0.045,0.008,0,0.0264686835396962,3.46777896135082,0.064,0.008,0
"Abca8b",0.0880719637411242,2.56293619439116,0.023,0,0,7.76777930328795e-06,4.92721057998811,0.149,0,0.893642836096297
"Abca9",0.722508886346283,0.115477217419936,0.136,0.162,0,0.678342471297593,0.145850866463455,0.128,0.162,0
"Abcb10",0.984278572542576,0.241008099503795,0.068,0.069,0,0.422528061086157,0.730813367184611,0.106,0.069,0
"Abcb11",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcb1a",0.0432866419353778,-1.60698880705116,0.023,0.131,0,0.0344142395329594,-1.7021460400915,0.021,0.131,0
"Abcb1b",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcb4",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcb6",0.101959409266728,1.56293619439116,0.045,0.008,0,0.462450416363592,0.882816460629661,0.021,0.008,0
"Abcb7",0.00933220087936853,1.73286119583347,0.182,0.054,0,0.766718218779067,0.0527414620719733,0.043,0.054,0
"Abcb8",0.0151613744677335,3.14789869511231,0.045,0,0,1,1.46777896135082,0,0,0
"Abcb9",0.314504479540738,-0.437063805608843,0,0.023,0,0.494715400222777,1.05274146207197,0.043,0.023,0
"Abcc1",0.572850353275482,0.755581272333553,0.068,0.046,0,0.325239781957623,0.982352134180576,0.085,0.046,0
"Abcc10",0.787787669324173,0.241008099503794,0.023,0.031,0,0.706821064836075,0.730813367184611,0.043,0.031,0
"Abcc12",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcc2",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcc3",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcc4",0.569659985366665,0.562936194391157,0,0.008,0,0.4514730309385,2.05274146207197,0.021,0.008,0
"Abcc5",0.803483801244287,0.289917699984741,0.182,0.208,0,0.636178355979259,0.417152888280849,0.234,0.208,0
"Abcc6",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcc8",0.569659985366665,0.562936194391157,0,0.008,0,0.556205136096665,0.467778961350817,0,0.008,0
"Abcc9",0.741484072762166,-0.0345443461764274,0.682,0.715,0,0.000249610474677262,-1.27856496513125,0.511,0.715,0
"Abcd1",0.879300891793396,0.393011192948845,0.068,0.062,0,0.585763405961334,0.619782054795867,0.085,0.062,0
"Abcd2",0.254149457009387,1.56293619439116,0.045,0.015,0,0.287118340048228,1.46777896135082,0.043,0.015,0
"Abcd3",0.378270336357174,-0.437063805608843,0.068,0.115,0,0.342404855580271,0.637703962793129,0.17,0.115,0
"Abcd4",0.994679276122822,0.562936194391157,0.023,0.023,0,0.298366187537877,-0.532221038649183,0,0.023,0
"Abce1",0.173856580283938,0.562936194391157,0.295,0.192,0,0.529150231591427,-0.169650959264475,0.149,0.192,0
"Abcf1",0.00411598622252194,2.07750936722092,0.182,0.046,0,0.00211338790897843,2.11985565793051,0.191,0.046,0
"Abcf2",0.446233167499649,0.785328615727605,0.114,0.077,0,0.0650511200599111,1.46777896135082,0.17,0.077,0
"Abcf3",0.00449169971740991,2.88486428927852,0.091,0.008,0,0.115309204821264,2.05274146207197,0.043,0.008,0
"Abcg1",0.752915698453104,0.977973693670001,0.023,0.015,0,0.0236776333360285,2.46777896135082,0.085,0.015,0
"Abcg2",0.318483524862707,-0.343954401217361,0.136,0.208,0,0.0240179069253549,-1.4391116342577,0.064,0.208,0
"Abcg3",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcg4",0.0880719637411242,2.56293619439116,0.023,0,0,0.0988767717947155,2.46777896135082,0.021,0,0
"Abcg5",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abcg8",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abhd10",0.177417337427126,1.29990178855736,0.091,0.038,0,0.000253641992478461,2.34224807926696,0.213,0.038,0
"Abhd11",0.241697446811524,0.910859497811464,0.136,0.077,0,0.861948541946173,0.330275437600882,0.085,0.077,0
"Abhd12",0.912119644443916,0.0775093672209151,0.091,0.085,0,0.0204906224063184,1.24538654001437,0.213,0.085,0
"Abhd13",0.0378085629995324,-2.13750352374994,0,0.092,0,0.0735760464710239,1.08926733809709,0.191,0.092,0
"Abhd14a",0.163269169069371,1.78532861572761,0.091,0.038,0,0.00961566764202614,2.34224807926696,0.149,0.038,0
"Abhd14b",0.863925279526056,0.0775093672209151,0.091,0.1,0,0.205592949786721,0.830349040735525,0.17,0.1,0
"Abhd15",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abhd16a",0.042325964754066,1.56293619439116,0.182,0.077,0,0.0040749137454082,1.70878706085461,0.234,0.077,0
"Abhd17a",0.00968329269987929,1.21501289097085,0.386,0.208,0,0.11134494249841,0.747886880543552,0.319,0.208,0
"Abhd17b",0.175142048947317,-1.02202630633,0.045,0.115,0,0.00956008885158987,1.2978539599085,0.277,0.115,0
"Abhd17c",0.269875535488037,1.14789869511231,0.091,0.046,0,0.649919927837526,0.467778961350817,0.064,0.046,0
"Abhd18",0.0151613744677335,3.14789869511231,0.045,0,0,0.0988767717947155,2.46777896135082,0.021,0,0
"Abhd2",0.156519931469371,-0.562594687692702,0.205,0.315,0,0.0232447412254549,-1.11718353937034,0.149,0.315,0
"Abhd3",0.425451921627468,1.56293619439116,0.023,0.008,0,0.115309204821264,2.05274146207197,0.043,0.008,0
"Abhd4",0.926307830556269,-0.0220263063299988,0.227,0.231,0,0.727458240885959,0.230739764049968,0.255,0.231,0
"Abhd5",0.330766413902706,0.669851398307669,0.136,0.085,0,0.222070212599722,0.767339243209725,0.149,0.085,0
"Abhd6",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abhd8",0.455320197460422,0.562936194391157,0.159,0.115,0,0.103283688621625,0.927210579988114,0.213,0.115,0
"Abi1",0.461461071652781,-0.164984260172042,0.318,0.385,0,0.765134435885253,0.263420462844631,0.383,0.385,0
"Abi2",0.723980228149543,0.447458976971222,0.273,0.269,0,0.34095883652305,-0.232660756790275,0.191,0.269,0
"Abi3",0.625964870071434,-0.022026306329999,0.023,0.038,0,0.175709878349265,-1.11718353937034,0,0.038,0
"Abi3bp",0.314499058564989,-0.758991900496206,0,0.023,0,0.298360958376934,-0.854149133536546,0,0.023,0
"Abitram",0.414642350618033,-0.022026306329999,0,0.015,0,0.398848364999444,-0.117183539370339,0,0.015,0
"Abl1",0.0909210167177016,0.597701612551834,0.432,0.292,0,0.803216622941277,0.280151958175046,0.298,0.292,0
"Abl2",0.1821251149794,-0.758991900496205,0.068,0.146,0,0.965575675246243,0.145850866463455,0.149,0.146,0
"Ablim1",0.693012875251934,0.0577008861407352,0.5,0.454,0,0.326967075138104,-0.468090701229467,0.404,0.454,0
"Ablim2",1,1.56293619439116,0,0,0,0.0988767717947155,2.46777896135082,0.021,0,0
"Ablim3",1,1.56293619439116,0,0,0,0.0988767717947155,2.46777896135082,0.021,0,0
"Abo",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Abr",0.966575674896047,0.0958101839638592,0.273,0.285,0,0.067527865534666,-0.916884888884508,0.149,0.285,0
"Abracl",0.61282303128309,-0.153270839608251,0.136,0.169,0,0.166435095648515,-0.733854899818833,0.085,0.169,0
"Abraxas1",0.425451921627468,1.56293619439116,0.023,0.008,0,0.456943203797842,1.46777896135082,0.021,0.008,0
"Abraxas2",0.490113111686212,0.977973693670001,0.091,0.062,0,0.316100067669444,0.882816460629661,0.106,0.062,0
"Abt1",0.64942958323094,0.825970600224951,0.045,0.031,0,0.32283407961999,1.14585086646345,0.064,0.031,0
"Abtb1",0.0686766391597742,1.34054377305471,0.114,0.038,0,0.00101745930390791,1.98235213418058,0.191,0.038,0
"Abtb2",0.398453283298742,-0.437063805608843,0.023,0.054,0,0.450773972658489,0.789707056238179,0.085,0.054,0
"AC150683.1",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"AC151602.1",1,1.56293619439116,0,0,0,0.0187934512241945,3.05274146207197,0.043,0,0
"Acaa1a",0.752915698453104,0.977973693670001,0.023,0.015,0,0.0878089436979161,1.88281646062966,0.064,0.015,0
"Acaa1b",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
"Acaa2",0.353236258139744,-0.343954401217361,0.25,0.323,0,0.931575337416179,0.145850866463455,0.319,0.323,0
"Acaca",0.000204290070552907,3.14789869511231,0.159,0.015,0,1.83375762467145e-05,3.58325617877075,0.191,0.015,0.520597781447275
"Acacb",0.243209206809809,-0.758991900496206,0,0.031,0,0.706821064836075,0.730813367184611,0.043,0.031,0
"Acad10",0.414642350618033,-0.022026306329999,0,0.015,0,0.794874684339009,0.882816460629661,0.021,0.015,0
"Acad11",0.00351683529704991,2.37029111644876,0.136,0.023,0,0.948561757452488,0.467778961350817,0.021,0.023,0
"Acad12",1,1.56293619439116,0,0,0,1,1.46777896135082,0,0,0
