"X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","signed_log10FDR.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","signed_log10FDR.y"
"A2m",1,0.58913817669235,0,0,0,0.0295818396463014,3.97519660899943,0.027,0,0
"A3galt2",1,0.174100677413506,0.017,0.017,0,0.167024403394058,-1.34673148588794,0,0.017,0
"A4galt",0.109966110487152,0.852172582526144,0.139,0.081,0,0.0796185617523622,0.994305431947132,0.145,0.081,0
"AA467197",0.542296347511844,-0.41086182330765,0.009,0.017,0,0.167024403394058,-1.34673148588794,0,0.017,0
"AA792892",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"AA986860",0.613483421842957,0.58913817669235,0.026,0.017,0,0.96093989362338,0.238231014833221,0.018,0.017,0
"Aaas",0.923780043739749,0.103711349522107,0.078,0.075,0,0.958122880262874,0.167841686941823,0.073,0.075,0
"Aacs",0.191891614055419,-0.995824324028806,0.017,0.046,0,0.526554020341226,0.483343512669753,0.064,0.046,0
"Aadacl2",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Aadacl4",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Aagab",0.0188442434958849,1.13662597199484,0.148,0.064,0,0.0696707777855879,0.859719391579491,0.127,0.064,0
"Aak1",0.138925254018546,0.795589054159776,0.113,0.064,0,0.00405785903532242,1.27475689085834,0.173,0.064,0
"Aamdc",0.00986941834349605,1.28101588133002,0.165,0.069,0,0.244340874444128,0.653268514112065,0.109,0.069,0
"Aamp",0.322301416264865,-0.199357718113939,0.357,0.416,0,0.8623678163759,0.105780718809572,0.382,0.416,0
"Aanat",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Aar2",0.065908834786387,1.91106627157971,0.035,0.006,0,0.137097559799056,1.65326851411206,0.027,0.006,0
"Aard",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Aars",0.0880193776904204,0.733528086027524,0.174,0.104,0,0.0216437017884605,1.0491971904432,0.2,0.104,0
"Aarsd1",0.0992481781022044,1.00417567597119,0.096,0.046,0,0.00182088616805352,1.65326851411207,0.155,0.046,0
"Aasdh",0.875201474835672,0.267210081804987,0.026,0.023,0,0.385134357302521,-0.668659580775298,0.009,0.023,0
"Aasdhppt",3.92993992162321e-05,2.58913817669235,0.165,0.029,0.189553802863507,0.000125414172396953,2.23823101483322,0.155,0.029,0
"Aass",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Aatf",0.296396065445713,0.781783254634746,0.061,0.035,0,0.942435388616778,0.167841686941824,0.036,0.035,0
"Aatk",0.613483421842957,0.58913817669235,0.026,0.017,0,0.574575297395929,0.653268514112065,0.027,0.017,0
"AB124611",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abat",0.250137362506031,-0.995824324028806,0,0.012,0,0.846799231456432,0.0683060133909086,0.009,0.012,0
"Abca1",0.887537034136126,-0.0431300388071635,0.487,0.48,0,0.66569052515452,0.142015699573918,0.5,0.48,0
"Abca12",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abca13",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abca14",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abca16",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abca17",0.418960426162498,-0.41086182330765,0,0.006,0,0.429442765345535,-0.346731485887935,0,0.006,0
"Abca2",0.7414561596567,-0.147827417473857,0.017,0.023,0,0.164343636616575,1.13869534128231,0.055,0.023,0
"Abca3",0.347015678772486,-0.295384605887715,0.2,0.249,0,0.333782266376819,-0.346731485887935,0.2,0.249,0
"Abca4",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abca5",1,0.58913817669235,0,0,0,0.0764693180927346,2.23823101483322,0.018,0,0
"Abca6",1,0.58913817669235,0,0,0,0.212457932708006,2.23823101483322,0.009,0,0
"Abca7",0.842974861990602,0.174100677413506,0.07,0.064,0,0.54908250696344,0.527737632028206,0.082,0.064,0
"Abca8a",1,0.58913817669235,0,0,0,0.0295811547971931,2.97519660899943,0.027,0,0
"Abca8b",0.250137362506031,-0.995824324028806,0,0.012,0,0.846799231456432,0.0683060133909086,0.009,0.012,0
"Abca9",0.418960426162498,-0.41086182330765,0,0.006,0,0.429442765345535,-0.346731485887935,0,0.006,0
"Abcb10",0.187869110865713,1.17410067741351,0.043,0.017,0,0.0805219545258972,1.82319351555438,0.055,0.017,0
"Abcb11",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abcb1a",0.678055356087914,-0.0950487029316499,0.774,0.757,0,0.345794602626134,-0.241685461728755,0.736,0.757,0
"Abcb1b",0.542296347511844,-0.41086182330765,0.009,0.017,0,0.574575297395929,0.653268514112065,0.027,0.017,0
"Abcb4",0.222681455310608,1.58913817669235,0.009,0,0,0.212457932708006,1.65326851411206,0.009,0,0
"Abcb6",0.348802531077622,0.911066271579712,0.035,0.017,0,0.317461693841705,0.975196608999427,0.036,0.017,0
"Abcb7",0.146840096559479,0.830146276196144,0.104,0.058,0,0.0226491498115421,1.28129973672511,0.136,0.058,0
"Abcb8",0.7414561596567,-0.147827417473857,0.017,0.023,0,0.0866799484212444,1.3313404192247,0.064,0.023,0
"Abcb9",0.0333626840690632,2.58913817669235,0.026,0,0,0.0764693180927346,2.23823101483322,0.018,0,0
"Abcc1",0.495515342853166,0.451634652942414,0.078,0.058,0,0.0660451113228804,1.19383689547477,0.118,0.058,0
"Abcc10",0.818075696686688,0.00417567597119373,0.009,0.012,0,0.330576569579589,1.06830601339091,0.027,0.012,0
"Abcc12",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abcc2",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abcc3",0.101921657791754,-1.73278991819501,0,0.023,0,0.109677180073056,-1.6686595807753,0,0.023,0
"Abcc4",0.17589493774962,0.424078930421853,0.278,0.208,0,0.199716202038812,-0.308257338073299,0.145,0.208,0
"Abcc5",0.00186737305364771,1.10371134952211,0.243,0.104,0,0.0537908316569795,1.01583859349677,0.182,0.104,0
"Abcc6",0.314897059212319,0.811530598028797,0.052,0.029,0,0.159000288412466,1.06830601339091,0.064,0.029,0
"Abcc8",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abcc9",0.990913359969018,-0.410861823307651,0.035,0.035,0,0.253411634336839,1.23823101483322,0.064,0.035,0
"Abcd1",0.579227892942807,-0.188469401971203,0.165,0.191,0,0.858672951615818,0.0683060133909086,0.2,0.191,0
"Abcd2",1,0.58913817669235,0,0,0,1,0.653268514112065,0,0,0
"Abcd3",0.78542015976626,0.0916385172215328,0.139,0.127,0,0.98867300024495,-0.0248033910005727,0.127,0.127,0
"Abcd4",0.793280091969528,0.0586234599935698,0.061,0.069,0,0.41145692172676,-0.462208703307871,0.045,0.069,0
