Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0006366,transcription by RNA polymerase II,19_GO:0009987 cellular process,-7.2,5.3,7.6,21160,400,160,16,10,2.4,11911|12608|13653|14281|14282|16476|16477|16600|18708|22433|30941|50794|53417|56200|68991|80859,Atf4|Cebpb|Egr1|Fos|Fosb|Jun|Junb|Klf4|Pik3r1|Xbp1|Usp21|Klf13|Hif3a|Ddx21|Ssu72|Nfkbiz,-2.9,hits
GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0009987 cellular process,-6.8,4.4,7,21160,542,160,18,11,2.5,11911|12608|12611|13653|14281|14282|16476|16477|16600|18708|22433|30941|50794|53417|56200|68991|70556|80859,Atf4|Cebpb|Cebpg|Egr1|Fos|Fosb|Jun|Junb|Klf4|Pik3r1|Xbp1|Usp21|Klf13|Hif3a|Ddx21|Ssu72|Slc25a33|Nfkbiz,-2.9,hits
KEGG Pathway,24,mmu04668,TNF signaling pathway - Mus musculus (house mouse),,-5.5,9,7.6,21160,118,160,8,5,1.7,11911|12608|14281|16476|16477|18035|18708|22329,Atf4|Cebpb|Fos|Jun|Junb|Nfkbia|Pik3r1|Vcam1,-1.7,hits
Reactome Gene Sets,6,R-MMU-8953897,Cellular responses to stimuli,,-4.2,3.4,5,21160,543,160,14,8.8,2.2,12608|14281|16476|17750|18035|19173|21749|50497|53417|67665|70804|71745|109270|277854,Cebpb|Fos|Jun|Mt2|Nfkbia|Psmb5|Terf1|Hspa14|Hif3a|Dctn4|Pgrmc2|Cul2|Prr5|Depdc5,-0.63,hits
GO Biological Processes,19,GO:1902895,positive regulation of miRNA transcription,19_GO:0048518 positive regulation of biological process,-4.1,11,6.9,21160,58,160,5,3.1,1.4,13018|13653|14281|16476|16600,Ctcf|Egr1|Fos|Jun|Klf4,-0.63,hits
Reactome Gene Sets,6,R-MMU-2454202,Fc epsilon receptor (FCERI) signaling,,-4.1,8.4,6.3,21160,94,160,6,3.8,1.5,14281|16476|18035|18708|19173|224105,Fos|Jun|Nfkbia|Pik3r1|Psmb5|Pak2,-0.63,hits
GO Biological Processes,19,GO:0071276,cellular response to cadmium ion,19_GO:0050896 response to stimulus,-4,17,7.7,21160,32,160,4,2.5,1.2,14281|16476|17748|17750,Fos|Jun|Mt1|Mt2,-0.62,hits
KEGG Pathway,24,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),,-3.9,4.8,5.3,21160,247,160,9,5.6,1.8,11911|12330|13653|14281|16476|18035|18186|18708|22695,Atf4|Canx|Egr1|Fos|Jun|Nfkbia|Nrp1|Pik3r1|Zfp36,-0.6,hits
GO Biological Processes,19,GO:2000630,positive regulation of miRNA metabolic process,19_GO:0048518 positive regulation of biological process,-3.9,10,6.5,21160,65,160,5,3.1,1.4,13018|13653|14281|16476|16600,Ctcf|Egr1|Fos|Jun|Klf4,-0.59,hits
GO Biological Processes,19,GO:0032232,negative regulation of actin filament bundle assembly,19_GO:0048519 negative regulation of biological process,-3.6,13,6.8,21160,40,160,4,2.5,1.2,18708|56320|102098|224105,Pik3r1|Dbn1|Arhgef18|Pak2,-0.39,hits
GO Biological Processes,19,GO:1902893,regulation of miRNA transcription,19_GO:0050789 regulation of biological process,-3.5,8.5,5.8,21160,78,160,5,3.1,1.4,13018|13653|14281|16476|16600,Ctcf|Egr1|Fos|Jun|Klf4,-0.34,hits
GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-3.5,2.9,4.3,21160,633,160,14,8.8,2.2,13653|13655|15214|16007|16476|16477|16889|18186|22433|22682|53417|56332|67784|107817,Egr1|Egr3|Hey2|Ccn1|Jun|Junb|Lipa|Nrp1|Xbp1|Zfand5|Hif3a|Amotl2|Plxnd1|Jmjd6,-0.34,hits
Reactome Gene Sets,6,R-MMU-1280218,Adaptive Immune System,,-3.5,2.9,4.3,21160,636,160,14,8.8,2.2,12330|18035|18708|19173|20333|22201|26377|67665|71745|77113|81018|109270|224105|232910,Canx|Nfkbia|Pik3r1|Psmb5|Sec22b|Uba1|Dapp1|Dctn4|Cul2|Klhl2|Rnf114|Prr5|Pak2|Ap2s1,-0.34,hits
GO Biological Processes,19,GO:1902904,negative regulation of supramolecular fiber organization,19_GO:0048519 negative regulation of biological process,-3.4,5.3,5,21160,176,160,7,4.4,1.6,18708|23805|56320|100952|102098|214685|224105,Pik3r1|Apc2|Dbn1|Emilin1|Arhgef18|Chadl|Pak2,-0.34,hits
GO Biological Processes,19,GO:0006356,regulation of transcription by RNA polymerase I,19_GO:0050789 regulation of biological process,-3.4,12,6.2,21160,46,160,4,2.5,1.2,11911|21945|56200|105372,Atf4|Dedd|Ddx21|Utp15,-0.34,hits
GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0032502 developmental process,-3.4,3.7,4.5,21160,361,160,10,6.2,1.9,12608|12611|14281|16476|16477|16889|18708|22695|107817|665155,Cebpb|Cebpg|Fos|Jun|Junb|Lipa|Pik3r1|Zfp36|Jmjd6|Srp54b,-0.34,hits
KEGG Pathway,24,mmu04662,B cell receptor signaling pathway - Mus musculus (house mouse),,-3.4,7.9,5.5,21160,84,160,5,3.1,1.4,14281|16476|18035|18708|26377,Fos|Jun|Nfkbia|Pik3r1|Dapp1,-0.34,hits
KEGG Pathway,24,mmu04926,Relaxin signaling pathway - Mus musculus (house mouse),,-3.3,6.1,5.1,21160,130,160,6,3.8,1.5,11911|12830|14281|16476|18035|18708,Atf4|Col4a5|Fos|Jun|Nfkbia|Pik3r1,-0.34,hits
GO Biological Processes,19,GO:0070373,negative regulation of ERK1 and ERK2 cascade,19_GO:0048519 negative regulation of biological process,-3.3,7.7,5.4,21160,86,160,5,3.1,1.4,16600|19252|22433|67603|100952,Klf4|Dusp1|Xbp1|Dusp6|Emilin1,-0.34,hits
GO Biological Processes,19,GO:0034976,response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-3.3,4.4,4.6,21160,242,160,8,5,1.7,11911|12330|12608|16476|18708|22433|64136|66212,Atf4|Canx|Cebpb|Jun|Pik3r1|Xbp1|Sdf2l1|Sec61b,-0.34,hits
GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-3.2,2.9,4.1,21160,593,160,13,8.1,2.2,13653|13655|15214|16007|16476|16477|16889|18186|22433|53417|56332|67784|107817,Egr1|Egr3|Hey2|Ccn1|Jun|Junb|Lipa|Nrp1|Xbp1|Hif3a|Amotl2|Plxnd1|Jmjd6,-0.33,hits
KEGG Pathway,24,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),,-3.2,5.8,4.9,21160,136,160,6,3.8,1.5,14281|14282|16476|16477|18035|18708,Fos|Fosb|Jun|Junb|Nfkbia|Pik3r1,-0.33,hits
