_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-4,GO:0071276,cellular response to cadmium ion,M1,1,0
1,-2.5,WP265,Delta Notch signaling pathway,M1,1,0
1,-3,GO:0070372,regulation of ERK1 and ERK2 cascade,M1,1,0
1,-2.9,GO:0035335,peptidyl-tyrosine dephosphorylation,M1,1,0
1,-2.1,GO:0071560,cellular response to transforming growth factor beta stimulus,M1,1,0
1,-2.7,mmu05031,Amphetamine addiction - Mus musculus (house mouse),M1,1,0
1,-3.2,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),M1,1,0
1,-3.2,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),M1,1,0
1,-3,R-MMU-2262752,Cellular responses to stress,M1,1,0
1,-2.7,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-2,GO:0061008,hepaticobiliary system development,M1,1,0
1,-2.3,GO:0050684,regulation of mRNA processing,M1,1,0
1,-2.8,GO:0022604,regulation of cell morphogenesis,M1,1,0
1,-2.7,R-MMU-168164,Toll Like Receptor 3 (TLR3) Cascade,M1,1,0
1,-2.7,GO:0032231,regulation of actin filament bundle assembly,M1,1,0
1,-2.5,GO:0044706,multi-multicellular organism process,M1,1,0
1,-2.3,mmu05210,Colorectal cancer - Mus musculus (house mouse),M1,1,0
1,-2.1,GO:0014896,muscle hypertrophy,M1,1,0
1,-2.9,GO:0060711,labyrinthine layer development,M1,1,0
1,-2.1,GO:0006195,purine nucleotide catabolic process,M1,1,0
1,-2.1,mmu04620,Toll-like receptor signaling pathway - Mus musculus (house mouse),M1,1,0
1,-2.1,GO:0009261,ribonucleotide catabolic process,M1,1,0
1,-3.5,GO:0001944,vasculature development,M1,1,0
1,-2.1,WP65,Insulin signaling,M1,1,0
1,-2.4,GO:0003151,outflow tract morphogenesis,M1,1,0
1,-2.3,GO:0009410,response to xenobiotic stimulus,M1,1,0
1,-6.8,GO:0006351,DNA-templated transcription,M1,1,0
1,-2.5,R-MMU-975155,MyD88 dependent cascade initiated on endosome,M1,1,0
1,-3.2,GO:0001568,blood vessel development,M1,1,0
1,-2.7,GO:0008285,negative regulation of cell population proliferation,M1,1,0
1,-2.3,GO:0014855,striated muscle cell proliferation,M1,1,0
1,-3.9,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),M1,1,0
1,-3.4,GO:0030099,myeloid cell differentiation,M1,1,0
1,-2.3,R-MMU-389356,Co-stimulation by CD28,M1,1,0
1,-2.3,GO:0097190,apoptotic signaling pathway,M1,1,0
1,-2.2,WP387,IL 6 signaling pathway,M1,1,0
1,-2.1,GO:0030855,epithelial cell differentiation,M1,1,0
1,-2,GO:0003179,heart valve morphogenesis,M1,1,0
1,-3,R-MMU-450282,MAPK targets/ Nuclear events mediated by MAP kinases,M1,1,0
1,-2.2,WP385,Myometrial relaxation and contraction pathways,M1,1,0
1,-2.1,GO:0030010,establishment of cell polarity,M1,1,0
1,-2.6,R-MMU-168188,Toll Like Receptor TLR6:TLR2 Cascade,M1,1,0
1,-2.6,GO:0031960,response to corticosteroid,M1,1,0
