"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mt1",2.36863816564582e-05,1.45955288706485,0.788,0.443,0.763412080787648
"Arid4b",4.28293826998814e-05,0.752668737474795,0.909,0.77,1
"Xpo1",4.82349996316968e-05,0.51028621064906,0.97,0.934,1
"Mybbp1a",0.00014468124152479,0.889455465484237,0.909,0.607,1
"Socs3",0.000209916074571208,3.33040464479236,0.212,0,1
"Tomm34",0.000223447999132435,1.14037905061466,0.788,0.475,1
"Sparcl1",0.000323541979244966,-0.930046210789587,0.636,0.836,1
"Ing2",0.00037543763102173,1.01578001825412,0.697,0.361,1
"Ccdc86",0.000426442216524425,2.14279416673818,0.394,0.098,1
"Hk2",0.000456820077197047,1.8116900307687,0.515,0.197,1
"Shoc2",0.000512222845305543,-1.4081162447354,0.303,0.656,1
"Amd1",0.00052047678344581,1.35573756882817,0.636,0.279,1
"Arfgef3",0.000626699465220245,0.504378525390881,0.939,0.803,1
"Ankhd1",0.000784402209358428,0.834286466637319,0.818,0.607,1
"Klhl24",0.000811721406604504,-0.74354616403556,0.697,0.852,1
"Fxr2",0.000873246121299123,0.430181967933213,0.939,0.885,1
"Rph3a",0.000927239456009832,-0.800092730264511,0.667,0.803,1
"Hk1",0.00096794504295802,0.52507288864472,0.97,0.803,1
"Map3k14",0.000998846337206677,2.45066098993111,0.333,0.082,1
"Ubl4a",0.00117115302894908,1.01208214696694,0.697,0.41,1
"Zfp319",0.00129254316206416,1.37701866949423,0.636,0.328,1
"Tiam1",0.00134207479733385,-1.51235918645309,0.182,0.525,1
"Cfap61",0.00141421766596238,2.50053033088812,0.212,0.016,1
"Utp23",0.00143241098573426,-2.41719805109045,0,0.262,1
"Grem2",0.00143254407390423,-2.50936204355391,0,0.262,1
"Rusc1",0.00155108587067739,-1.20706607195197,0.273,0.607,1
"Rnf2",0.00158533384107812,0.787265447040864,0.909,0.623,1
"Foxo4",0.00160432945948627,1.7765049820807,0.364,0.098,1
"Cops4",0.00173231891956672,0.922143320493874,0.758,0.574,1
"Cbx4",0.00184993048229125,0.701819843964007,0.909,0.689,1
"Ptchd4",0.0018685181651408,-2.12321754314409,0.03,0.311,1
"Cenpc1",0.00189333383734169,-0.522112584337492,0.727,0.869,1
"Nfe2l2",0.00192930798776753,1.91478041149653,0.242,0.033,1
"Usp12",0.00194124061764035,0.895676056094661,0.818,0.525,1
"Rab3il1",0.00196128364376755,3.10831583988102,0.152,0,1
"Rnf4",0.0020599904495092,0.625917352323768,0.909,0.689,1
"Shld3",0.00210639645235903,1.50313503654616,0.455,0.18,1
"H2-Q6",0.0021312807690398,2.10281953491343,0.242,0.033,1
"Tk2",0.00233877849363605,1.31695430596022,0.545,0.262,1
"Abca7",0.00247015102529352,-1.28637773587224,0.091,0.41,1
"Vps36",0.0027205610294121,0.987607612101706,0.667,0.459,1
