"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fkbp5",9.38656311862192e-09,-1.09876777872251,0.568,0.966,0.000302528929313184
"Sult1a1",4.76962736004278e-08,-2.06806749280071,0.149,0.621,0.00153725089814179
"Serinc3",2.12676375666966e-07,-0.27041894799588,0.959,1,0.00685455958774632
"Abca9",2.16542222502575e-07,-0.722158913753861,0.73,0.983,0.00697915583125799
"Adrb1",2.88134466936138e-07,-2.56537825937361,0.068,0.448,0.00928657386935173
"Agmo",5.02906202290999e-07,-1.23887447778222,0.419,0.845,0.0162086668998389
"Rnf169",9.89424811633467e-07,-1.04342255453567,0.568,0.879,0.0318891616789466
"Nfam1",1.81732930810444e-06,-0.762096829488011,0.662,0.966,0.058572523600206
"Tra2a",2.05339232638582e-06,-0.707561080208328,0.743,0.966,0.0661808346794149
"Tsc22d3",2.2660328649603e-06,-0.728173559897055,0.73,0.948,0.0730342392376706
"Abcc5",2.79963574691515e-06,-1.08322335902293,0.5,0.828,0.0902322601230754
"Rcsd1",3.18133643405311e-06,-0.856483456808093,0.622,0.948,0.102534473269532
"Dnajc1",3.83690981319124e-06,-1.25872615412941,0.284,0.655,0.123663603279154
"Csf1r",4.11068700817053e-06,-0.261540081174907,0.932,1,0.132487442273336
"Ssh2",4.13634548053302e-06,-0.609927275937912,0.757,0.966,0.133314414837579
"Ier2",4.44151255751507e-06,-0.722267059585725,0.689,0.983,0.143149949728711
"Jun",4.45928203272476e-06,-0.752099614232788,0.662,0.983,0.143722659914719
"Klf2",5.64058429354546e-06,-0.888147806876256,0.608,0.948,0.18179603178097
"Kat6b",6.57291423341371e-06,-1.16703732287319,0.311,0.724,0.211845025742924
"Hps3",6.66700209263649e-06,-0.96575922248087,0.527,0.845,0.214877477445674
"Slc38a2",8.3455685790499e-06,-0.878679105967125,0.581,0.914,0.268977675302778
"Polr3f",8.70285068957905e-06,-2.10735551078551,0.108,0.431,0.280492877725133
"Slc2a6",1.01461318656638e-05,2.59425581607258,0.365,0.034,0.327009830030343
"Tmem104",1.02930408687329e-05,-0.685957579967394,0.703,0.983,0.331744707199262
"Glt8d1",1.14484596761879e-05,-1.1843581030322,0.365,0.724,0.368983855363537
"Snx29",1.36837639357649e-05,-0.579178325255833,0.784,0.983,0.441027711649703
"Mknk1",1.42351171105609e-05,-0.680937559361055,0.689,0.948,0.458797824473379
"Nsun6",1.58566649200717e-05,-1.99242582915492,0.135,0.448,0.511060310373912
"Dusp7",1.59411353945644e-05,-0.855671914239985,0.554,0.879,0.513782793766812
"Ccpg1",1.59557795063012e-05,-1.03086335172715,0.351,0.776,0.514254773488088
"Dnaja1",1.71734544360796e-05,-0.760771765633215,0.635,0.931,0.553500436474845
"Snrk",1.73949707073961e-05,-1.22118290012299,0.243,0.603,0.560639905899377
"Txnip",1.80219945873063e-05,-0.81340157005074,0.595,0.914,0.580848885548882
"Mlxip",1.82761885738252e-05,-0.695200952353025,0.689,0.948,0.589041557734387
