"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"A2m",3.45352496307246e-56,0.484239678851007,0.959,0.86,1.11307109559825e-51
"Serpina3n",5.70243530584695e-34,5.32249984875321,0.219,0.006,1.83789489907447e-29
"C4b",2.15730904064855e-28,3.52409464103265,0.218,0.02,6.95300703801028e-24
"Pcolce",3.18041979807098e-28,0.498510144862096,0.857,0.706,1.02504930091828e-23
"Ttr",9.02407289060467e-28,0.0523954217017684,1,1,2.90845869264188e-23
"Mt1",2.67773019830147e-25,0.16996318460006,0.98,0.952,8.63032442912564e-21
"Atp1b2",2.65664763045932e-19,0.370676284048635,0.876,0.749,8.56237531297038e-15
"Cst3",1.07736665533204e-16,0.0405730512642379,1,1,3.47235273013516e-12
"Itgav",1.71495151984155e-15,-0.18302432929719,0.892,0.92,5.52728874844931e-11
"Sulf2",1.77242319515331e-15,2.90806953140717,0.13,0.015,5.7125199579791e-11
"Cdh3",4.13510389902122e-14,0.331313509946424,0.858,0.751,1.33274398665454e-09
"Dct",1.1516965208358e-13,0.0815612742888634,1,0.997,3.71191788665378e-09
"Chrnb4",3.94201234966421e-13,0.859969199812842,0.451,0.274,1.27051058029678e-08
"Itgb8",4.9982379460511e-13,-0.070276602337408,0.984,0.968,1.61093209001227e-08
"C4a",9.66287937263086e-13,3.74830196722247,0.088,0.005,3.11434602179893e-08
"Clu",4.26592897335102e-11,0.0368199403614331,1,0.998,1.37490890811103e-06
"Chil1",6.59204119085675e-11,0.571464003176485,0.613,0.458,2.12461487581313e-06
"Col8a2",7.53140100592223e-11,-0.144895677652276,0.911,0.935,2.42737054420873e-06
"Tsc22d4",8.52485334569816e-11,0.908474609210387,0.369,0.215,2.74756023331852e-06
"Etv5",1.47293757201652e-10,-1.65011401920481,0.085,0.202,4.74727779460924e-06
"Mt2",1.70260840958909e-10,0.163698069935911,0.918,0.892,5.48750690410564e-06
"Ctsd",2.90138608493431e-10,0.0821243335533737,0.985,0.977,9.35116735174328e-06
"Timp3",8.22807422979838e-10,-0.0519833281979687,0.991,0.985,2.65190832426402e-05
"Crim1",3.54243021814517e-09,-0.127942273856925,0.891,0.902,0.000114172525930819
"Fads2",4.97140427630408e-09,0.31728598215797,0.768,0.662,0.00016022835982528
"Rtn3",6.1839773031075e-09,-0.137982809951329,0.85,0.851,0.000199309588479155
"Cdk2ap2",6.46500453561201e-09,0.890432404093553,0.296,0.162,0.000208367096182775
"Trf",2.49309855178454e-08,-0.059436853400852,0.993,0.995,0.000803525663240159
"Arhgef3",7.2559168938013e-08,-0.748466662938975,0.273,0.391,0.00233858201487216
"Tmsb4x",8.74130120570281e-08,0.698334938417211,0.321,0.188,0.00281732137859801
"Gpc3",1.05722344802658e-07,-0.123833126051752,0.886,0.898,0.00340743117298965
"Atp1b1",1.15372959973134e-07,0.0876135158949285,0.964,0.952,0.00371847049993411
"Inpp5k",1.45259271862202e-07,-0.182754091984638,0.799,0.837,0.00468170633211877
"Gja1",2.48030284520713e-07,0.107426137518829,0.966,0.943,0.00799401607010257
"Ntrk2",2.55327621350426e-07,0.454512104977631,0.561,0.431,0.00822920923612424
"Rgr",3.75812398604356e-07,-0.0374384040777089,0.974,0.969,0.0121124336070184
"Gnb3",3.91801468014773e-07,2.14687029227486,0.076,0.017,0.0126277613141161
"Pgk1",4.00770500776536e-07,0.474565975520076,0.517,0.383,0.0129168332400278
"Litaf",4.1488983592443e-07,0.933616172466867,0.219,0.114,0.0133718994118444
"Sh3gl2",6.0433008217613e-07,1.02883623498361,0.166,0.075,0.0194775585485367
"Slc9a3r1",7.46841111653603e-07,0.377257045382864,0.638,0.518,0.0240706890285956
"Zfp219",8.67377313196371e-07,1.3714455507247,0.126,0.049,0.027955570804319
"Plxna4",1.37439629154476e-06,1.2472155020607,0.104,0.035,0.0442967924764876
"Sema3b",1.7518321438901e-06,0.249773311317087,0.78,0.683,0.056461549997578
"Sgk1",2.07126979470932e-06,-0.112183790710079,0.866,0.865,0.0667570254834814
"Cebpd",2.20455991729434e-06,1.26375752657626,0.147,0.068,0.0710529661343967
"Fth1",2.30502410134967e-06,-0.171922593065273,0.768,0.794,0.0742909267864999
"Pebp1",2.41031793931376e-06,0.336553069177423,0.641,0.54,0.0776845471840824
"Gas6",2.81602574413093e-06,0.584896576222754,0.364,0.242,0.0907605097333399
"Tmem254c",3.3470270575095e-06,0.938450982460006,0.194,0.103,0.107874682063531
"Igf2",3.44354784561435e-06,1.01175774186452,0.191,0.103,0.11098554706415
"Palld",3.50501819772436e-06,0.572510781019514,0.339,0.218,0.112966736512656
"Cpxm2",3.9163307005417e-06,0.113920579474764,0.94,0.903,0.126223338478459
"Apoe",3.97347029458136e-06,0.0324405547536513,1,0.998,0.128064947594357
"Fbn1",4.11974385742978e-06,-0.217867040231817,0.707,0.722,0.132779344524962
"Myo5b",4.15765896718024e-06,0.684856708695434,0.261,0.157,0.134001348512219
"Gsta3",4.98481467272054e-06,0.599921605318655,0.32,0.205,0.160660576901783
"Rdh10",5.17144855673909e-06,-0.0789835435840038,0.964,0.98,0.166675786983701
"Gdpd2",5.47564293025707e-06,1.72711869614652,0.08,0.025,0.176479971642185
"Lalba",5.6326793924617e-06,1.3527343737258,0.093,0.032,0.181541256819041
"Cox8b",5.8536665608509e-06,0.320651798719696,0.639,0.526,0.188663673256225
"Tmem176a",7.86794540411608e-06,0.616283205591501,0.288,0.183,0.253583880374661
"Lad1",1.16921933403942e-05,2.44206732022836,0.041,0.005,0.376839391360904
"Gip",1.19972410962959e-05,0.544222731803305,0.382,0.277,0.386671080533617
"Polr3k",1.37288293735837e-05,0.809731771815045,0.193,0.106,0.442480170710601
"Adam7",1.45933156346473e-05,0.892608666951323,0.212,0.125,0.470342562904684
"Lman1",1.56680532908536e-05,0.237030591077618,0.788,0.694,0.504981357564213
"Eef1g",1.82037036226641e-05,0.688562815858187,0.257,0.162,0.586705367758465
"Ccnd2",1.8806482061093e-05,0.622532298061419,0.22,0.126,0.606132916829026
"Sfrp5",2.25395647272737e-05,0.484343914339503,0.372,0.258,0.72645017116003
"Car2",2.36438370722732e-05,2.09441183817215,0.057,0.014,0.762040868839366
"Vtn",2.65226124451381e-05,0.681265999431023,0.226,0.135,0.8548237991068
"Fkbp2",2.75479910775111e-05,0.642297191805433,0.311,0.212,0.887871752428183
"Sema4a",2.95614741074012e-05,0.323209028761339,0.622,0.503,0.95276631048154
"Gch1",2.96704040057906e-05,1.61878135864962,0.074,0.025,0.956277121106631
"Slc25a39",3.66691143716359e-05,0.432145251167988,0.445,0.331,1
"Nras",3.73539629108063e-05,0.707447150694534,0.22,0.132,1
"Tmem56",4.3621768510552e-05,-0.0962044681566332,0.85,0.846,1
"Igfbp6",4.5420824961898e-05,-1.50368254913051,0.031,0.082,1
"Rock2",4.72754284615334e-05,1.05048949994169,0.121,0.057,1
"Eif3g",4.73349339881484e-05,0.636576390274413,0.21,0.125,1
"Fgfr3",5.06716452587068e-05,0.62529049965366,0.204,0.12,1
"Col4a4",5.62812943336442e-05,-0.224311784700436,0.663,0.7,1
"Krt8",5.76204825668475e-05,0.312116983504221,0.613,0.494,1
"Commd8",5.99750453836613e-05,0.433624371169441,0.39,0.28,1
"Sat2",6.31177939717786e-05,0.721623708409686,0.199,0.117,1
"Taldo1",6.90566273863479e-05,0.219427536102956,0.775,0.686,1
"Sec61b",7.14670831074582e-05,0.801709561896686,0.19,0.112,1
"Eif4a1",7.21601857996292e-05,0.482755909118995,0.292,0.194,1
"Npl",7.49691579354483e-05,1.66361666571948,0.061,0.018,1
"S100a1",7.73772029746645e-05,0.245248860719002,0.693,0.609,1
"Camk2n1",7.97267000341086e-05,0.581057396498171,0.254,0.163,1
"Ssu72",8.57254637376502e-05,0.450133024720047,0.41,0.314,1
"Jund",8.59118076302174e-05,0.7467436057822,0.197,0.118,1
"Lgals3bp",8.87134620035724e-05,0.269756122220489,0.701,0.58,1
"Fads3",9.01057259969796e-05,-0.153447439293634,0.759,0.785,1
"Aebp2",9.05838558901162e-05,0.678602279931219,0.164,0.089,1
"Myrip",9.64538412117806e-05,-0.174114415215154,0.73,0.752,1
"Frem1",0.000104742331769728,0.413334098421087,0.447,0.346,1
"Ankrd33b",0.000107371357934729,3.24191787890116,0.031,0.003,1
"Cfi",0.000111614725893567,2.73778317916647,0.031,0.003,1
"Pdlim3",0.000114566448739136,1.43493428124888,0.06,0.018,1
"Ndufb4",0.000119702155607442,0.546490825118414,0.292,0.2,1
"Mif",0.000120311029221963,0.29172640840759,0.61,0.508,1
"Cd151",0.000134613199016716,0.435336043266191,0.336,0.235,1
"Romo1",0.000138799510139191,0.44594922419927,0.289,0.191,1
"Rnf144b",0.000141571407183064,1.21146757043056,0.067,0.023,1
"Ctsl",0.000143708345510614,0.178023570661486,0.822,0.749,1
"Pfdn2",0.000149295665079865,0.588623446571176,0.21,0.129,1
"Rassf2",0.000153717359344557,0.867337020106442,0.114,0.055,1
"Ift57",0.000155224425235905,0.652869438070031,0.242,0.16,1
"Syngr2",0.000159488293993774,0.878598355767359,0.112,0.054,1
"Sat1",0.000160763345428203,1.25619966044077,0.08,0.032,1
"Rgs9",0.00017361558068657,0.299936781524502,0.577,0.485,1
"Pde6d",0.000190976087177102,0.675195086418802,0.213,0.135,1
"Abhd2",0.000194688877302161,-0.0364016175434967,0.955,0.943,1
"Lmo1",0.000196967878603832,0.531612054858903,0.282,0.194,1
"Pdzd11",0.00020067735981257,0.500804587603761,0.32,0.228,1
"Atp5j2",0.000207436728231974,0.349411642107758,0.505,0.412,1
"Osmr",0.000210730338629705,0.203559287017356,0.728,0.686,1
"Cd9",0.000211091820203536,0.35109033376119,0.477,0.383,1
"Lmf1",0.000222188139346748,0.665916251605603,0.18,0.106,1
"Tmem176b",0.000225390772331627,0.346159149810297,0.46,0.357,1
"Tmem254a",0.00024430966311052,0.727448819607752,0.169,0.1,1
"Chrm1",0.000255658324839678,1.37826415927253,0.076,0.031,1
"Cox7c",0.000255816597381136,0.286701041148334,0.593,0.485,1
"Max",0.000270462874770964,0.633226702416926,0.203,0.128,1
"Bad",0.000273891743664954,0.637112097440087,0.18,0.108,1
"Galnt2",0.000303730432641282,0.356601334562006,0.458,0.362,1
"Arl6ip1",0.000307331375719988,-0.0276891139998641,0.966,0.945,1
"Fap",0.000308432051936506,0.273040821566434,0.667,0.551,1
"Micall1",0.00031649398515848,0.503300282257526,0.225,0.145,1
"Uqcr11",0.000320895813417841,0.299021164016451,0.561,0.475,1
"Aff4",0.000321576768618788,0.348964104224834,0.401,0.297,1
"Ing4",0.000326980637121471,0.496933195206307,0.216,0.137,1
"Ddx3y",0.00033725390844582,-1.03920364396598,0.045,0.095,1
"Ltbp3",0.000340457170038409,0.225111163846452,0.718,0.634,1
"Spint2",0.000349349250729511,0.276466904985845,0.612,0.505,1
"Ap1s1",0.000354041551084311,1.13553270337106,0.061,0.022,1
"Elovl1",0.000359704883836224,-0.301993117500238,0.534,0.586,1
"Gpr176",0.000361063337048221,-2.43237282006479,0.006,0.032,1
"Polr2d",0.000376870164943823,0.663887358246163,0.143,0.08,1
"Zpbp",0.000378003221169503,3.47303216384635,0.023,0.002,1
"Nol4l",0.000397125269017948,1.09390984477292,0.074,0.031,1
"Ndufa1",0.000402561828285253,0.300030619974711,0.553,0.452,1
"Wnk1",0.000406027582928772,0.413902681924586,0.289,0.198,1
"Micu1",0.000409885606588912,0.551211317888082,0.215,0.137,1
"Eif3c",0.000435211150271621,0.406216249489332,0.301,0.212,1
"Igfbp7",0.000445105279473836,0.14930002162652,0.901,0.835,1
"Fuom",0.0004557015394059,0.383682922527624,0.305,0.217,1
"Pcdhb16",0.000460813381663268,1.12307446442737,0.072,0.029,1
"Plxnb1",0.000463750492410797,0.305595184830473,0.527,0.429,1
"Ubp1",0.000484414783870173,0.553493986163962,0.185,0.114,1
"Hes1",0.000485425561730923,0.652155757508415,0.218,0.145,1
"Cacna1c",0.000488580200532151,-1.10269223024988,0.042,0.089,1
"Gnpda1",0.000493936142657256,0.446278611329834,0.32,0.234,1
"Micall2",0.000497589977060877,2.38382001669832,0.026,0.003,1
"Cul4b",0.000502845713538737,0.624266478517056,0.156,0.091,1
"Suclg2",0.00050621782996528,0.579845409686906,0.235,0.158,1
"Gpr68",0.000513865852512991,0.699065915699462,0.203,0.134,1
"Calr",0.000522825306209012,0.243765711536255,0.666,0.568,1
"Slc4a5",0.000533470046988097,-0.0683515825301382,0.912,0.911,1
"Wfikkn2",0.000546316443173554,-0.176836884097407,0.787,0.855,1
"Ifnar2",0.000550959806291445,0.524689755350613,0.235,0.158,1
"Pvr",0.000555061878205322,0.772796105949582,0.142,0.082,1
