"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gnb3",2.168838376896e-121,1.28080568823566,0.725,0.458,6.99016608873582e-117
"Antxr2",6.61578792635347e-109,3.27460657429578,0.375,0.057,2.13226844866372e-104
"Edn2",7.30286455610335e-109,4.06542363702458,0.336,0.031,2.35371324643211e-104
"Agtpbp1",3.70051601196849e-108,0.561059899943759,0.895,0.843,1.19267631065744e-103
"Fgf2",4.87424091025138e-107,2.31112603258618,0.472,0.146,1.57096784537402e-102
"Pcolce",2.58197928370834e-92,3.21121906526256,0.338,0.057,8.32171923139198e-88
"Lad1",3.48306018799446e-83,3.45283048913581,0.292,0.039,1.12259029859062e-78
"Cebpd",2.75308299440196e-82,4.00961013627258,0.276,0.031,8.87318649095753e-78
"Agrn",8.49188596848819e-76,2.02860731998927,0.415,0.144,2.73693484764374e-71
"Plekhb1",1.16812391962929e-75,0.189573641660179,0.969,0.96,3.7648633929652e-71
"Bcl3",4.09030347440783e-67,5.87997654490159,0.192,0.004,1.31830480980164e-62
"Tnnt2",8.48102115396443e-62,5.30163819612599,0.182,0.005,2.73343311792274e-57
"Ipo5",1.78898307664402e-61,0.779954574033125,0.697,0.539,5.76589245602368e-57
"Ptprn",3.85433378890105e-57,2.12434341843676,0.315,0.097,1.24225178016281e-52
"Stat3",2.72360371955776e-55,1.11701462492425,0.543,0.335,8.77817478813466e-51
"Pde6b",2.25776247163115e-50,-0.0782279733736564,0.991,0.999,7.2767684460672e-46
"Arl6",1.71306569975212e-49,0.208131856239904,0.927,0.918,5.52121075030107e-45
"Lrrc2",1.80312345651157e-48,0.996614637857635,0.577,0.419,5.81146690033678e-44
"Rabgef1",4.75633616636013e-47,-0.362657521894878,0.776,0.89,1.53296714641787e-42
"Gadd45b",3.02830370711815e-46,2.40883794407164,0.234,0.06,9.7602228480418e-42
"E2f6",3.7291943474428e-46,1.44014461039025,0.413,0.213,1.20191933818081e-41
"Pmvk",6.18718017822839e-46,1.27411112511239,0.448,0.252,1.99412817144301e-41
"Pbxip1",8.31327081049961e-45,3.68225278764746,0.156,0.014,2.67936718222403e-40
"Fbxo24",4.38653071204927e-43,2.6637126586548,0.198,0.041,1.41377884849348e-38
"Guca1a",2.81711861614567e-42,-0.541359584624172,0.593,0.743,9.07957329983751e-38
"Rfx2",2.85455529000675e-42,1.56847341355199,0.344,0.157,9.20023169969175e-38
"Cd47",4.97362558989613e-42,0.941171023055943,0.561,0.4,1.60299952762352e-37
"Gnb2",7.01348880239213e-41,1.46340507371464,0.347,0.159,2.26044744101098e-36
"Mdm1",1.33877681329866e-40,-0.259737192194921,0.86,0.93,4.31487766926159e-36
"Ptp4a3",1.33095542721213e-38,0.144973043900028,0.952,0.934,4.28966934190469e-34
"Slc25a37",4.44604910954498e-36,1.09165662184559,0.448,0.276,1.43296162800635e-31
"Socs3",1.71855183483719e-35,4.2613603896774,0.117,0.008,5.53889256368027e-31
"Cerkl",5.07339185524452e-33,0.489547725814383,0.721,0.622,1.63515419494531e-28
"Myo5b",5.63321381135187e-33,2.39478932518664,0.174,0.044,1.81558481139871e-28
"Kcng4",3.3228207400425e-32,3.31037122212299,0.12,0.014,1.0709451245157e-27
"Pla2r1",1.08791835809528e-31,-0.327240907824899,0.767,0.875,3.50636086814109e-27
"Rnf144b",2.65802566684183e-31,1.06510726525863,0.41,0.252,8.56681672423122e-27
"Notch1",1.76436519280631e-30,2.36523602872836,0.15,0.033,5.68654901641474e-26
"Impg2",4.21795766694689e-30,0.146892259229488,0.956,0.947,1.35944775605698e-25
"Fam3c",4.35638228469583e-30,-0.302627060973446,0.749,0.832,1.40406201035747e-25
"Rorb",6.70897992484121e-30,-0.254714659779415,0.82,0.902,2.16230422977632e-25
"Pdzph1",6.19094530924107e-28,-0.516018730617967,0.499,0.65,1.9953416731684e-23
"Fhad1",1.3511969703282e-27,3.34727592312659,0.108,0.014,4.35490783536778e-23
"Pfkp",1.72145957858241e-27,0.354013745213344,0.773,0.715,5.54826422177112e-23
"Junb",2.15413731308926e-27,1.31957303220719,0.296,0.148,6.94278456008668e-23
"Pdc",4.36936041501256e-27,-0.0747545957548641,0.992,0.997,1.40824486175855e-22
