,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,2.42470567122444e-40,4.21642891762556,0.841,0.076,2.69530282413309e-36,Rcan2,0.765
2,5.88911816861309e-37,4.01794135387683,0.984,0.28,6.54634375623031e-33,Myh11,0.704
3,2.47887372653e-45,6.19180994330785,0.714,0.011,2.75551603441075e-41,Susd5,0.703
4,5.04498355512852e-36,3.91239160105989,0.762,0.072,5.60800371988086e-32,Ltbp1,0.69
5,8.07935046249565e-31,3.28712199674978,0.905,0.223,8.98100597411017e-27,Ntn4,0.682
6,2.26293498720136e-30,3.83001800094628,0.762,0.098,2.51547853177304e-26,Ccn3,0.664
7,5.0238566620488e-30,3.53106129561833,0.778,0.121,5.58451906553344e-26,Pdlim3,0.657
8,1.78726997343184e-30,3.66206078515232,0.825,0.174,1.98672930246683e-26,Lmod1,0.651
9,2.26199750522625e-28,3.25555928527165,0.794,0.148,2.5144364268095e-24,Alx4,0.646
10,1.81202350283163e-33,3.94463018933354,0.698,0.053,2.01424532574764e-29,Entpd1,0.645
11,9.24760595747504e-32,4.46102840357163,0.714,0.08,1.02796387823293e-27,Nrip2,0.634
12,5.8008694760283e-33,4.12765573779359,0.683,0.053,6.44824650955306e-29,Lama5,0.63
13,2.57538721128612e-28,2.86066331839111,0.905,0.28,2.86280042406565e-24,Myom1,0.625
14,1.21635047247112e-30,2.75161237013061,0.698,0.076,1.3520951851989e-26,Perp,0.622
15,2.06977765629882e-25,2.87878641303092,0.825,0.216,2.30076484274177e-21,Net1,0.609
16,2.46903361542365e-26,3.32551715296068,0.841,0.242,2.74457776690493e-22,Palld,0.599
17,9.95991046322299e-30,4.14240232316277,0.667,0.072,1.10714364709187e-25,Gpr20,0.595
18,1.45960461214372e-27,3.12624931994587,0.937,0.36,1.62249648685896e-23,Tinagl1,0.577
19,2.03368751813631e-25,3.53178246286198,0.683,0.106,2.26064704516032e-21,Myocd,0.577
