Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,mmu01212,Fatty acid metabolism - Mus musculus (house mouse),,-7.8,24,13,21160,62,99,7,7.1,2.6,11363|11430|20250|54325|76267|106529|216739,Acadl|Acox1|Scd2|Elovl1|Fads1|Tecr|Acsl6,-3.6,hits
KEGG Pathway,24,mmu01200,Carbon metabolism - Mus musculus (house mouse),,-7,14,9.9,21160,122,99,8,8.1,2.7,11430|11676|12359|14751|17449|21351|66945|67834,Acox1|Aldoc|Cat|Gpi1|Mdh1|Taldo1|Sdha|Idh3a,-3,hits
KEGG Pathway,24,mmu01040,Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse),,-6.3,31,12,21160,34,99,5,5.1,2.2,11430|20250|54325|76267|106529,Acox1|Scd2|Elovl1|Fads1|Tecr,-2.6,hits
GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0009987 cellular process,-6.2,5,6.8,21160,595,99,14,14,3.5,11363|11430|11676|14732|14751|20250|22178|54325|55951|69772|76267|105727|106529|216739,Acadl|Acox1|Aldoc|Gpam|Gpi1|Scd2|Tyrp1|Elovl1|Mpc1|Bdh2|Fads1|Slc38a1|Tecr|Acsl6,-2.6,hits
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-6.1,5,6.8,21160,596,99,14,14,3.5,12162|12359|12978|14725|16419|16975|19062|20377|20661|22340|27965|54409|114249|278507,Bmp7|Cat|Csf1r|Lrp2|Itgb5|Lrp8|Inpp5k|Sfrp1|Sort1|Vegfb|Spg21|Ramp2|Npnt|Wfikkn2,-2.6,hits
Reactome Gene Sets,6,R-MMU-8978868,Fatty acid metabolism,,-5.9,10,8.2,21160,168,99,8,8.1,2.7,11363|11430|14598|20250|54325|76267|106529|216739,Acadl|Acox1|Ggt1|Scd2|Elovl1|Fads1|Tecr|Acsl6,-2.4,hits
GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0009987 cellular process,-5.7,6.1,7,21160,383,99,11,11,3.2,11430|11676|12359|12869|14751|17449|21351|22178|66694|66945|67834,Acox1|Aldoc|Cat|Cox8b|Gpi1|Mdh1|Taldo1|Tyrp1|Uqcrfs1|Sdha|Idh3a,-2.3,hits
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-5.6,4.9,6.5,21160,567,99,13,13,3.4,12162|12359|12978|14725|16419|16975|19062|20377|20661|22340|54409|114249|278507,Bmp7|Cat|Csf1r|Lrp2|Itgb5|Lrp8|Inpp5k|Sfrp1|Sort1|Vegfb|Ramp2|Npnt|Wfikkn2,-2.3,hits
Reactome Gene Sets,6,R-MMU-556833,Metabolism of lipids,,-5.3,4.5,6.1,21160,611,99,13,13,3.4,11363|11430|14598|14667|14732|19062|20250|54325|66234|69772|76267|106529|216739,Acadl|Acox1|Ggt1|Gm2a|Gpam|Inpp5k|Scd2|Elovl1|Msmo1|Bdh2|Fads1|Tecr|Acsl6,-2,hits
Reactome Gene Sets,6,R-MMU-75105,Fatty acyl-CoA biosynthesis,,-4.8,27,10,21160,32,99,4,4,2,20250|54325|106529|216739,Scd2|Elovl1|Tecr|Acsl6,-1.6,hits
