"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0.011,0.011,0.008,0.077,-1.58496250072116,0.996241523843747,1,-2.43969955351311,0.799007314939297,1,1.02427474612302,0.0300559101572161,1
"A3galt2",0.011,0.029,0.021,0.027,0.584962500721156,0.383728046845565,1,0.367655368544491,0.567720246833599,1,0.462395858514901,0.408928277659769,1
"A4galt",0,0.023,0.017,0.005,1.32192809488736,0.156102193820659,1,1.14526294720804,0.223796633093793,1,-0.344959063542704,0.535115850005975,1
"AA467197",0,0,0.004,0,-1,1,1,-0.439699553513114,0.548385080013418,1,-1.3449590635427,1,1
"AA792892",0,0,0,0,-1,1,1,-1.43969955351311,1,1,-1.3449590635427,1,1
"AA986860",0,0.011,0.004,0.005,0.584962500721156,0.319170922843758,1,-0.439699553513114,0.548385080013418,1,-0.344959063542704,0.535115850005975,1
"Aaas",0.023,0.063,0.051,0.036,1,0.16070062900292,1,0.675777663906823,0.277109548320891,1,0.240003437178452,0.558192666462258,1
"Aacs",0.011,0.08,0.042,0.095,1.90689059560852,0.0245185210749859,1,1.26074016462798,0.174688517090698,1,2.24000343717845,0.0104856621979588,1
"Aadacl2",0,0,0,0,-1,1,1,-1.43969955351311,1,1,-1.3449590635427,1,1
"Aadacl4",0,0,0,0,-1,1,1,-1.43969955351311,1,1,-1.3449590635427,1,1
"Aagab",0.299,0.259,0.297,0.312,-0.0269670476002692,0.632283129218754,1,0.0908151631856668,0.909206164679299,1,0.275192865640753,0.616536760840676,1
"Aak1",0.345,0.356,0.419,0.357,0.137503523749935,0.857249913524889,1,0.21237714306658,0.27003576529431,1,0.0493198755693431,0.825445030955991,1
"Aamdc",0.126,0.046,0.106,0.1,-1.67807190511264,0.0167871238967812,1,-0.632344631455509,0.539910684163592,1,-0.759996562821547,0.43190933836425,1
"Aamp",0.276,0.218,0.314,0.267,-0.184424571137427,0.378158616302426,1,0.256294259596787,0.441045976092146,1,0.0335525597110269,0.945571134184646,1
"Aanat",0,0.006,0.004,0.014,0,0.484565081634466,1,-0.439699553513114,0.548385080013418,1,0.655040936457296,0.2774344782537,1
"Aar2",0.034,0.034,0.025,0.05,-0.192645077942396,1,1,-0.632344631455509,0.663015594150644,1,0.240003437178452,0.564018671035121,1
"Aard",0,0,0,0,-1,1,1,-1.43969955351311,1,1,-1.3449590635427,1,1
"Aars",0.264,0.218,0.28,0.303,-0.263034405833794,0.414177783869793,1,0.0533404577670038,0.794406891423872,1,0.166939974988729,0.501082977213499,1
"Aarsd1",0.069,0.172,0.102,0.199,1.28010791919274,0.0212698020485586,1,0.610926519556855,0.353502142124853,1,1.43264851512085,0.00510992313529388,1
"Aasdh",0.069,0.098,0.064,0.127,0.247927513443586,0.453845249002197,1,-0.439699553513113,0.844182663674819,1,0.513021931584869,0.157084694456977,1
"Aasdhppt",0.161,0.126,0.131,0.122,-0.263034405833794,0.460481269416117,1,-0.302196029763178,0.507540293496901,1,-0.39386866402365,0.378090284955409,1
"Aass",0,0,0,0,-1,1,1,-1.43969955351311,1,1,-1.3449590635427,1,1
"Aatf",0.057,0.075,0.059,0.059,0.321928094887363,0.599548392207373,1,-0.117771458625751,0.951414504862593,1,-0.122566642206255,0.965145532166973,1
