"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0.001,0,0,0.001,-3.81920629168206,0.00330275252922704,1,-4.13308498387194,0.00105440918114116,1,0.409131820847723,0.884184010454741,1
"A3galt2",0.017,0.015,0.018,0.014,-0.174600844533502,0.505209309441296,1,0.100970354990086,0.4093527691376,1,-0.356215574688306,0.123462784404185,1
"A4galt",0,0,0,0,0.350718709760253,1,1,1.03684001757037,0.311195202016953,1,1.25712872740267,0.372134749522318,1
"AA467197",0,0,0,0.001,1.35071870976025,0.258856439476242,1,1.62180251829153,0.152046682378643,1,2.47952114873912,0.0287659164985752,1
"AA792892",0,0,0,0,0.350718709760253,1,1,0.0368400175703698,1,1,0.672166226681515,0.372134749522318,1
"AA986860",0.013,0.015,0.012,0.015,0.249435373923071,0.371181580346189,1,-0.216446411711861,0.529511008998425,1,0.0749253961819232,0.275496074145924,1
"Aaas",0.06,0.061,0.062,0.057,0.0411075648943822,0.862368157277575,1,-0.0027606857263125,0.715758931211962,1,-0.19127752146134,0.333333803089141,1
"Aacs",0.096,0.108,0.114,0.114,0.176198179753775,0.0175391213845722,1,0.176662987223263,0.000559550217994108,1,0.125782863480593,0.000223119512893161,1
"Aadacl2",0,0,0,0,0.350718709760253,1,1,0.0368400175703698,1,1,1.25712872740267,0.372134749522318,1
"Aadacl4",0,0,0,0,0.350718709760253,1,1,0.0368400175703698,1,1,-0.327833773318485,1,1
"Aagab",0.22,0.225,0.224,0.229,0.0189406600227087,0.501681077038311,1,-0.0566916596298888,0.831913074268469,1,-0.0656440367365052,0.407754902609874,1
