"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0.04,0.014,0.015,0.04,-0.356677860248645,0.0115205713988131,1,-1.55204787824842,0.106283977505143,1,2.204425874807,0.974854699851109,1
"A3galt2",0.008,0.018,0.015,0.015,0.965250234638717,0.174676072896375,1,1.03291462247274,0.369166891614962,1,0.982033453470551,0.394230732782424,1
"A4galt",0.276,0.283,0.195,0.163,-0.0257944601268028,0.843915753530938,1,-0.602321084729645,0.0314712915442532,1,-0.959863591965881,0.00142615624971596,1
"AA467197",0,0.002,0,0,0.505818616001418,0.40063813606214,1,1.03291462247273,1,1,0.98203345347055,1,1
"AA792892",0,0,0,0,-0.494181383998582,1,1,1.03291462247273,1,1,0.98203345347055,1,1
"AA986860",0.008,0.005,0.01,0.015,-0.494181383998581,0.673160948031996,1,0.617877123193892,0.733069615028218,1,0.982033453470551,0.394230732782424,1
"Aaas",0.03,0.039,0.041,0.045,0.32894085391734,0.453791277854805,1,0.502399905773955,0.488145020208631,1,0.603521830216821,0.362097886417681,1
"Aacs",0.028,0.044,0.087,0.059,0.505818616001419,0.176804444614604,1,1.50239990577395,0.00135642286608143,1,0.982033453470551,0.0560826313262467,1
"Aadacl2",0,0,0,0,-0.494181383998582,1,1,1.03291462247273,1,1,0.98203345347055,1,1
"Aadacl4",0,0,0,0,-0.494181383998582,1,1,1.03291462247273,1,1,0.98203345347055,1,1
"Aagab",0.048,0.059,0.118,0.074,0.191710025573356,0.456237226837667,1,1.26424016857919,0.00168621766600396,1,0.545934338663878,0.184865963453552,1
"Aak1",0.043,0.039,0.144,0.139,-0.186059088636249,0.796080689438297,1,1.49857819482155,1.37615829167622e-05,0.226322992649072,1.67717887194213,2.16492820733842e-05,0.356044092978877
"Aamdc",0.105,0.1,0.092,0.094,-0.0956320075083053,0.774588089526255,1,-0.178589482720977,0.617163582017136,1,-0.155470070279384,0.661534613481731,1
"Aamp",0.336,0.313,0.251,0.213,-0.143494296129794,0.400703123676933,1,-0.404894184464767,0.0370017668355437,1,-0.482247564828142,0.00365630725271532,1
"Aanat",0.003,0,0,0,-1.49418138399858,0.236136225790735,1,0.0329146224727355,0.486741166365189,1,-0.0179665465294487,0.478944582060088,1
"Aar2",0.013,0.011,0.01,0.01,-0.271788962662132,0.790531562475105,1,0.0329146224727355,0.810567031718398,1,-0.0179665465294487,0.777696990957308,1
"Aard",0.005,0.002,0.01,0.01,-1.07914388471974,0.376890360098033,1,1.03291462247274,0.46453080641492,1,0.982033453470551,0.487755978074526,1
"Aars",0.115,0.13,0.149,0.084,0.165743174403798,0.488468341478568,1,0.343254743084886,0.252484314923991,1,-0.138260780247161,0.277827793309567,1
"Aarsd1",0.073,0.046,0.092,0.104,-0.686826461940976,0.0813868022306518,1,0.280842135916321,0.417273177004135,1,0.505595409527564,0.192605424129593,1
"Aasdh",0.02,0.016,0.031,0.025,-0.494181383998581,0.637240463521098,1,0.518341449642977,0.423013784815028,1,0.245067859304345,0.712805752544073,1
"Aasdhppt",0.045,0.048,0.056,0.089,0.0652460246154387,0.832628506794519,1,0.485426827170242,0.541153890465849,1,1.05603403491433,0.0311291567258341,1
