"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0,0,0.047,0.014,0.865698908288409,1,1,3.25321534480335,0.0513148399364282,1,1.24902754783991,0.281549128378024,1
"A3galt2",0,0.022,0.023,0,1.86569890828841,0.182389107599288,1,1.93128724991599,0.17253841167818,1,0.249027547839915,1,1
"A4galt",0,0,0,0,0.865698908288409,1,1,0.931287249915986,1,1,0.249027547839915,1,1
"AA467197",0,0,0,0,0.865698908288409,1,1,0.931287249915986,1,1,0.249027547839915,1,1
"AA792892",0,0,0,0,0.865698908288409,1,1,0.931287249915986,1,1,0.249027547839915,1,1
"AA986860",0,0,0,0,0.865698908288409,1,1,0.931287249915986,1,1,0.249027547839915,1,1
"Aaas",0.061,0.133,0.116,0.13,1.08809132962486,0.169389764910533,1,0.931287249915986,0.283908747272428,1,0.985993142006121,0.145639853520705,1
"Aacs",0.037,0.067,0.116,0.043,0.865698908288409,0.450786334047918,1,1.73864217197359,0.0828719021712155,1,0.833990048561071,0.820966375366238,1
"Aadacl2",0,0,0,0,0.865698908288409,1,1,0.931287249915986,1,1,0.249027547839915,1,1
"Aadacl4",0,0,0,0,0.865698908288409,1,1,0.931287249915986,1,1,0.249027547839915,1,1
"Aagab",0.22,0.356,0.14,0.246,0.450661409009566,0.152041549100793,1,-0.846320328747566,0.23797271291468,1,-0.166009951438929,0.866638015084373,1
"Aak1",0.317,0.222,0.233,0.203,-0.80415249001926,0.211679576685282,1,-0.738564148391683,0.266958761859038,1,-0.71033046766274,0.126901816434721,1
"Aamdc",0.037,0.089,0.023,0.072,1.18762700317577,0.221138942251564,1,-0.0687127500840141,0.695026867041181,1,1.24902754783991,0.316818732278247,1
"Aamp",0.305,0.356,0.419,0.42,0.159430111345119,0.600279559885989,1,0.436522558166408,0.212052450435069,1,0.382294078703379,0.160243712970267,1
"Aanat",0,0,0,0,0.865698908288409,1,1,0.931287249915986,1,1,0.249027547839915,1,1
"Aar2",0.037,0.022,0.07,0.014,-0.134301091711591,0.664916618017759,1,0.931287249915986,0.415769582712658,1,-0.750972452160085,0.405111604266265,1
"Aard",0,0,0,0.014,0.865698908288409,1,1,0.931287249915986,1,1,1.24902754783991,0.281549128378024,1
"Aars",0.049,0.111,0.047,0.217,1.1287333141222,0.194508629928795,1,0.194321655749779,0.96083357668925,1,2.01456229420289,0.0018706044923278,1
"Aarsd1",0.085,0.067,0.07,0.058,-0.134301091711591,0.713656656711806,1,-0.0687127500840141,0.765493414151276,1,-0.429044357272723,0.523240926033875,1
"Aasdh",0.024,0,0.047,0.029,-0.719263592432747,0.298289753044733,1,0.931287249915986,0.511666544849644,1,0.249027547839915,0.866702730462766,1
