"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0.041,0.014,0.086,0.025,-2.32192809488736,0.360380637015968,1,0,0.432176243041788,1,-1.94753258010586,0.590601065752784,1
"A3galt2",0,0.014,0.029,0.012,0.485426827170242,0.412452538206958,1,1.48542682717024,0.246428186180253,1,0.274859841230583,0.446116847721283,1
"A4galt",0,0,0,0.012,-0.514573172829758,1,1,0.485426827170242,1,1,0.274859841230583,0.446116847721283,1
"AA467197",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"AA792892",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"AA986860",0,0,0,0.012,-0.514573172829758,1,1,0.485426827170242,1,1,0.274859841230583,0.446116847721283,1
"Aaas",0.061,0.029,0.029,0.049,-0.929610672108602,0.388639226885603,1,-0.514573172829758,0.498955175107986,1,-0.14017765804826,0.791669443335818,1
"Aacs",0.061,0.071,0.029,0.074,0.485426827170242,0.803473037167492,1,-0.514573172829758,0.498955175107986,1,0.0822147632881878,0.784911236360924,1
"Aadacl2",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Aadacl4",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Aagab",0.122,0.2,0.114,0.16,0.402964666978268,0.300640464196984,1,-0.0995356735509145,0.903616683557034,1,0.426862934675633,0.531306221686832,1
"Aak1",0.184,0.071,0.143,0.111,-1.63005039024969,0.053900143173343,1,-0.407657968913246,0.599439198935975,1,-0.725140158769417,0.250401026828234,1
"Aamdc",0.204,0.157,0.114,0.185,-0.514573172829758,0.482928750945117,1,-0.630050390249694,0.290001059755368,1,-0.255654875468197,0.768252114535397,1
"Aamp",0.184,0.214,0.2,0.296,0.148391839892671,0.696048528326492,1,0.359895945086383,0.826525503973587,1,0.734291459867881,0.143538248968691,1
"Aanat",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Aar2",0.02,0.029,0,0.111,0.0703893278913981,0.788370685700264,1,-0.514573172829758,0.411642286511602,1,1.59678793611795,0.061988703198316,1
"Aard",0,0.014,0,0,0.485426827170242,0.412452538206958,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Aars",0.184,0.086,0.057,0.111,-0.974004791467055,0.1193657526598,1,-0.974004791467055,0.10520216776093,1,-0.277681181798195,0.299461774754716,1
"Aarsd1",0.02,0.029,0,0.049,0.0703893278913981,0.788370685700264,1,-0.514573172829758,0.411642286511602,1,0.596787936117946,0.411141039797592,1
"Aasdh",0.02,0.043,0,0.012,-0.099535673550915,0.527887621996822,1,-1.09953567355091,0.411642286511602,1,-1.31010265949057,0.718432302168614,1
"Aasdhppt",0.041,0.014,0.057,0.049,-1.51457317282976,0.36561367252254,1,0.485426827170242,0.739939871285532,1,-0.403212063882054,0.848019945253169,1
"Aass",0.02,0.029,0.029,0.025,0.0703893278913981,0.788370685700264,1,1.0703893278914,0.809957046160308,1,-0.14017765804826,0.882526848564376,1
"Aatf",0.02,0.057,0.029,0.037,0.807354922057604,0.331638146202157,1,0.485426827170242,0.82329875963299,1,0.274859841230583,0.601740943076955,1
"Aatk",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"AB124611",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abat",0.102,0.186,0.086,0.111,0.70781924850669,0.215498519214713,1,-0.0995356735509141,0.809946633815071,1,0.274859841230584,0.840578969277277,1
"Abca1",0.286,0.343,0.257,0.259,0.117695042669755,0.599597538470297,1,-0.514573172829758,0.624339472130178,1,-0.29218075149331,0.703250605748817,1
"Abca12",0,0,0,0.012,-0.514573172829758,1,1,0.485426827170242,1,1,0.274859841230583,0.446116847721283,1
"Abca13",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abca14",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abca16",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abca17",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abca2",0.184,0.171,0.2,0.16,-0.273565073325963,0.828591363550815,1,0.610957709254101,0.710171657583887,1,0.0633557360368719,0.779196614844025,1
"Abca3",0.041,0.1,0.114,0.111,1.22239242133645,0.22486613331527,1,1.48542682717024,0.196707915387322,1,1.01182543539679,0.166521980768765,1
"Abca4",0.082,0.014,0.086,0.099,-2.09953567355091,0.0740323707286732,1,0.122856747785534,0.954712132704089,1,0.0118254353967897,0.770388480665852,1
"Abca5",0.041,0.057,0.029,0.037,0.222392421336448,0.695346599972156,1,-0.0995356735509141,0.777794271377041,1,-0.310102659490573,0.919603227135038,1
"Abca6",0.041,0,0,0.012,-2.09953567355091,0.0919247203368874,1,-1.09953567355091,0.235926530212798,1,-1.31010265949057,0.300964499190442,1
"Abca7",0.041,0.1,0.086,0.074,0.900464326449086,0.234219972262694,1,1.22239242133645,0.388070391635259,1,0.497252262567032,0.449971055496559,1
"Abca8a",0,0,0,0.012,-0.514573172829758,1,1,0.485426827170242,1,1,0.274859841230583,0.446116847721283,1
"Abca8b",0,0.014,0,0.049,0.485426827170242,0.412452538206958,1,0.485426827170242,1,1,1.59678793611795,0.117419860051379,1
"Abca9",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcb10",0.02,0.029,0,0.012,0.485426827170242,0.780724181904454,1,-0.514573172829758,0.411642286511602,1,-0.725140158769417,0.726873527784626,1
"Abcb11",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcb1a",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcb1b",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcb4",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcb6",0.02,0.014,0.029,0.037,-0.514573172829758,0.808397657452775,1,0.485426827170242,0.82329875963299,1,0.596787936117946,0.596139567474738,1
"Abcb7",0.02,0.057,0.057,0.062,1.0703893278914,0.327713245659291,1,1.0703893278914,0.381680902979453,1,1.08221476328819,0.278458801513869,1
"Abcb8",0.041,0.014,0,0.025,-1.83650126771712,0.360380637015968,1,-1.83650126771712,0.235926530212798,1,-1.46210575293562,0.590601065752784,1
"Abcb9",0,0,0,0.025,-0.514573172829758,1,1,0.485426827170242,1,1,0.85982234195174,0.274423804986315,1
"Abcc1",0.02,0.043,0.029,0.037,0.485426827170242,0.511099273844674,1,0.485426827170242,0.82329875963299,1,0.274859841230583,0.601740943076955,1
"Abcc10",0.061,0.086,0.057,0.099,0.485426827170242,0.612290634816961,1,0.0703893278913981,0.947080060735316,1,0.596787936117946,0.451943520453488,1
"Abcc12",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcc2",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcc3",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcc4",0.082,0,0.057,0.012,-2.83650126771712,0.0158501570613497,1,-0.251538766995965,0.676997440698035,1,-2.04706825365678,0.0482212598278224,1
"Abcc5",0.245,0.371,0.171,0.235,0.269698136114805,0.218071096638305,1,-0.684498174272071,0.381249743918963,1,-0.573137065324367,0.706978089309517,1
"Abcc6",0,0,0,0,-0.514573172829758,1,1,0.485426827170242,1,1,-0.725140158769417,1,1
"Abcc8",0,0,0,0.012,-0.514573172829758,1,1,0.485426827170242,1,1,0.274859841230583,0.446116847721283,1
