"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0.122,0.161,0.162,0.174,0.041213504958771,0.0607365859938206,1,-0.485811550513405,0.115513825557824,1,-0.160100752724348,0.0183114335541498,1
"A3galt2",0.014,0.009,0.005,0.006,-0.697045406228955,0.359185294039198,1,-1.00683974548046,0.206723807035051,1,-1.21219844041736,0.122721570550176,1
"A4galt",0,0,0,0.001,-0.697045406228957,1,1,0.40819775379838,1,1,0.465873464695276,0.406925090909882,1
"AA467197",0,0.001,0,0,0.302954593771043,0.433164314948835,1,0.40819775379838,1,1,-0.534126535304724,1,1
"AA792892",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"AA986860",0.002,0.008,0.003,0.011,1.11030951582865,0.192821572237861,1,0.408197753798381,0.84211072809514,1,1.63579846613759,0.0686983319374911,1
"Aaas",0.051,0.079,0.073,0.089,0.668604066087724,0.049849762272604,1,0.515112957714893,0.179286078249573,1,0.809827865912639,0.0133633956427592,1
"Aacs",0.051,0.063,0.078,0.066,0.248506809748668,0.379017273855261,1,0.823235253077224,0.0953633677446838,1,0.354842152306534,0.27762038518568,1
"Aadacl2",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Aadacl4",0,0,0,0.001,-0.697045406228957,1,1,0.40819775379838,1,1,0.465873464695276,0.406925090909882,1
"Aagab",0.104,0.2,0.192,0.183,0.963205221796438,6.05492041167265e-06,0.0995792210903684,0.958394836358861,0.000214851960701692,1,0.896923281962753,0.000145614879157131,1
"Aak1",0.069,0.112,0.111,0.113,0.499991440830598,0.0128838725247437,1,0.723071091151793,0.0315486179828773,1,0.584054891043592,0.0122400156441521,1
"Aamdc",0.234,0.31,0.3,0.314,0.519272500697808,0.00142049365810729,1,0.520407257384406,0.0144302786828648,1,0.517961975843732,0.00128524111306469,1
"Aamp",0.275,0.337,0.303,0.342,0.316760393296075,0.0174773038501602,1,0.322467879772497,0.228415268718178,1,0.40928993632891,0.00620934707467582,1
"Aanat",0,0.001,0.003,0.001,0.302954593771043,0.433164314948835,1,1.40819775379838,0.250300241103295,1,0.465873464695276,0.406925090909882,1
"Aar2",0.031,0.035,0.032,0.042,0.160935588898616,0.654097064322987,1,0.108637471939473,0.875778190204579,1,0.510267584053731,0.292642089934676,1
"Aard",0.018,0.019,0.008,0.013,-0.112082905507799,0.952448003229457,1,-1.17676474692277,0.20436268433953,1,-0.659657417388581,0.424454130667209,1
"Aars",0.228,0.177,0.138,0.18,-0.534988648119983,0.0158544605282216,1,-0.944318660922405,0.000470541765111535,1,-0.504173313203095,0.0265293934789375,1
"Aarsd1",0.051,0.057,0.059,0.082,0.1919232813823,0.65852532878593,1,0.353749969776004,0.572649540958539,1,0.710985962531809,0.0382419608257966,1
"Aasdh",0.035,0.07,0.024,0.077,0.887917094492201,0.00737021545342419,1,-0.517801664757842,0.380270175587811,1,1.07592694637926,0.00219233136205984,1
"Aasdhppt",0.065,0.094,0.132,0.1,0.49559967171344,0.0674502232892129,1,0.979354454994507,0.000855063951720459,1,0.603376988445213,0.034564987571214,1
"Aass",0.004,0.009,0.008,0.013,0.717992093049888,0.324002758614753,1,0.823235253077225,0.441401135167155,1,1.20283905886148,0.124722109900436,1
"Aatf",0.035,0.014,0.022,0.031,-1.36001041895138,0.0128763874327877,1,-0.517801664757842,0.262999659742974,1,-0.197091548027151,0.722597638834198,1
"Aatk",0.21,0.215,0.138,0.177,-0.144025798010554,0.961255624381927,1,-0.807191279800304,0.00429807493398759,1,-0.482411498760567,0.103923471169917,1
"AB124611",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abat",0.305,0.42,0.373,0.398,0.563914671366979,1.46576144775731e-05,0.241059127698166,0.457107354279327,0.0192258487545823,1,0.46172182142481,0.000571657513820201,1
"Abca1",0.293,0.362,0.281,0.339,0.463845783348295,0.00480000446696328,1,0.0304964057925099,0.766125370522749,1,0.298479063868287,0.0642848942628192,1
"Abca12",0,0,0,0.004,-0.697045406228957,1,1,0.40819775379838,1,1,1.46587346469528,0.149988755421261,1
"Abca13",0,0.003,0,0,0.887917094492199,0.266996229030122,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abca14",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abca16",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abca17",0.004,0.003,0.003,0.001,-1.1120829055078,0.624672799528456,1,-0.591802246201619,0.735606242991024,1,-1.53412653530472,0.362564221917009,1
"Abca2",0.159,0.231,0.224,0.214,0.63457608486225,0.00104502422415498,1,0.440258963030679,0.0159955625813245,1,0.399530969866582,0.0174925118309639,1
"Abca3",0.071,0.127,0.095,0.114,0.739818455503066,0.00172104691737338,1,0.408197753798381,0.215883047195316,1,0.551264955925923,0.0149553272059649,1
"Abca4",0.043,0.038,0.103,0.08,-0.000437549678890647,0.668766920610605,1,1.43285980803265,0.000531323147844004,1,1.00020989234647,0.00877950041644289,1
"Abca5",0.291,0.347,0.297,0.319,0.307319786332446,0.0249760074236687,1,0.0642433525810198,0.826729991782437,1,0.132974251986912,0.304146723575842,1
"Abca6",0.218,0.224,0.249,0.217,-0.00355844872963029,0.863077232383645,1,0.327060991072976,0.24738388004715,1,-0.0263318951060256,0.937989878990455,1
"Abca7",0.012,0.034,0.03,0.049,1.30295459377104,0.0168063447660683,1,1.30128254988187,0.0672487831326861,1,1.86797190826662,0.000512015058168306,1
"Abca8a",0.749,0.789,0.778,0.785,0.460801792224539,4.52313972293296e-07,0.00743875558833555,0.40286430949534,0.000701915872894077,1,0.369566360344747,5.11764086497569e-05,0.841647216653903
"Abca8b",0.648,0.567,0.527,0.543,-0.32390399198894,0.00034154204053085,1,-0.392077231922506,0.000281860985094868,1,-0.466074153725664,1.57675929717498e-06,0.0259313834013397
"Abca9",0.012,0.018,0.005,0.014,0.49559967171344,0.448568590403299,1,-0.814194667538067,0.302882670796767,1,0.358958260778765,0.780330378966041,1
"Abcb10",0.016,0.025,0.016,0.028,0.656591548385745,0.28950846628948,1,0.045627674413673,0.993446684578295,1,0.755380081890263,0.180577108915694,1
"Abcb11",0.006,0.004,0.019,0.004,-0.697045406228955,0.549824783015626,1,1.57812275524069,0.0823802240562281,1,-0.534126535304722,0.64818338502126,1
"Abcb1a",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abcb1b",0.012,0.013,0.011,0.007,-0.822576288312814,0.963746020257908,1,-0.854836652035413,0.844490827423434,1,-1.11908903602588,0.352599124787087,1
"Abcb4",0.018,0.024,0.022,0.013,0.16545107002111,0.512260212691963,1,0.408197753798381,0.727353131834996,1,-0.671630059054657,0.424449501457658,1
"Abcb6",0.031,0.043,0.011,0.052,0.344774769465671,0.271756382146687,1,-1.3573369925646,0.0509045796517779,1,0.626338136888523,0.073416842202674,1
"Abcb7",0.067,0.117,0.116,0.127,0.773584419013206,0.00362517725302502,1,0.863877237574571,0.0113421352546635,1,0.965947067829921,0.000783358107668621,1
"Abcb8",0.041,0.07,0.054,0.066,0.701503970261319,0.0291328475623138,1,0.408197753798381,0.358424236437042,1,0.591404346779137,0.060985665747153,1
"Abcb9",0.01,0.04,0.027,0.03,1.76238621240834,0.00175680900363396,1,1.52367497121832,0.0608731564852127,1,1.34034258261142,0.0234716722888384,1
"Abcc1",0.053,0.054,0.078,0.066,0.0191616277704529,0.932986083764124,1,0.64523695109923,0.127291705502481,1,0.273228386752881,0.35059329974989,1
"Abcc10",0.053,0.082,0.089,0.084,0.717992093049888,0.0480048844348698,1,0.740773092885251,0.0375147741029884,1,0.665182272918684,0.0373103587576353,1
"Abcc12",0,0,0,0.003,-0.697045406228957,1,1,0.40819775379838,1,1,1.05083596541643,0.240188130048097,1
"Abcc2",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abcc3",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abcc4",0.006,0.011,0.011,0.018,0.762386212408342,0.345790055170633,1,0.993160254519537,0.446220543672695,1,1.27322838675288,0.0704323427566964,1
"Abcc5",0.261,0.3,0.295,0.293,0.332701937165096,0.0681039076785686,1,0.367555769301035,0.156540698948045,1,0.295948463252965,0.14850278456492,1
"Abcc6",0,0.001,0,0,0.302954593771043,0.433164314948835,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abcc8",0.004,0.001,0,0.011,-1.28200790695011,0.309318917893379,1,-1.17676474692278,0.219933437715727,1,1.05083596541643,0.178386984134124,1
"Abcc9",0,0,0,0,-0.697045406228957,1,1,0.40819775379838,1,1,-0.534126535304724,1,1
"Abcd1",0.041,0.083,0.059,0.065,0.976726361450056,0.00328226056762697,1,0.600842831740777,0.204420379325425,1,0.745981383888013,0.0704792031523444,1
"Abcd2",0.024,0.064,0.049,0.068,1.40986979768756,0.00133200424936347,1,0.955685549100874,0.0554119912294647,1,1.49335420111738,0.000726443804797594,1
"Abcd3",0.395,0.358,0.343,0.347,-0.0643502947236978,0.276386157040816,1,-0.0745843521162972,0.208604520773512,1,-0.0591368766086977,0.211315200374386,1
"Abcd4",0.059,0.101,0.089,0.09,0.658435248369433,0.0102203284593816,1,0.530188278176992,0.0950180603407056,1,0.465873464695278,0.0521486100836284,1
"Abce1",0.098,0.085,0.073,0.082,-0.227560122927736,0.447737925238028,1,-0.338045653955836,0.208562406698509,1,-0.257286329945898,0.328806764797585,1
"Abcf1",0.051,0.041,0.081,0.065,-0.282007906950112,0.429301159076674,1,0.740773092885251,0.0710933633990083,1,0.411425680672901,0.31163547338806,1
"Abcf2",0.061,0.052,0.07,0.072,-0.191810097978534,0.471559182354761,1,0.26135636546911,0.582835570118193,1,0.266564656471871,0.466636189218811,1
"Abcf3",0.081,0.093,0.086,0.098,0.162092057931194,0.476818475265833,1,0.111216016041249,0.782382271609802,1,0.209533711435492,0.318249507975544,1
"Abcg1",0.043,0.098,0.108,0.089,1.02877963033205,0.000327002034814262,1,1.16718965429459,0.000235890997125856,1,0.894716763499152,0.00232374827669607,1
