"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0.051,0.051,0.037,0.086,-1.3756632609447,0.951809050602251,1,-2.15892250738484,0.639065745876236,1,-0.544253051703192,0.506596846496214,1
"A3galt2",0.051,0.036,0.016,0.025,-0.823122237915921,0.675024624704077,1,-1.86941589018986,0.169706943216068,1,-1.05444778402238,0.359797819960871,1
"A4galt",0.026,0.007,0.026,0.025,-1.82312223791592,0.343505939500391,1,-0.699490888747543,0.9846977925135,1,-0.46948528330122,0.981214414487839,1
"AA467197",0,0,0,0.004,-1.82312223791592,1,1,-2.2844533894687,1,1,-1.63941028474353,0.696281760652701,1
"AA792892",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"AA986860",0.026,0.029,0.005,0.004,-0.501194143028558,0.916521900589081,1,-2.2844533894687,0.216882875109519,1,-2.63941028474353,0.139642365297146,1
"Aaas",0.051,0.065,0.058,0.086,-0.0861566437497143,0.754321142718748,1,-0.2844533894687,0.873825064292175,1,0.299189170592324,0.456241940278251,1
"Aacs",0.128,0.051,0.047,0.041,-1.82312223791592,0.0806530041454031,1,-1.8250217708314,0.0508377011629517,1,-2.17997866610624,0.0216723548362565,1
"Aadacl2",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Aadacl4",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Aagab",0.359,0.428,0.437,0.391,0.326624881588761,0.387344822868616,1,0.239108566588313,0.354560813054452,1,0.193479729421209,0.603915559686382,1
"Aak1",0.564,0.399,0.316,0.292,-0.466978427690646,0.0955814777954887,1,-0.840846737993085,0.00429050853225943,1,-1.01647993382336,0.000756366812309434,1
"Aamdc",0.128,0.043,0.063,0.045,-1.40808473863708,0.0569068851237475,1,-1.06206096813225,0.164347628343981,1,-1.63941028474353,0.0383763807510966,1
"Aamp",0.179,0.326,0.205,0.239,0.791587606199287,0.0705168364961856,1,0.207399706860975,0.667840579631207,1,0.337869638756384,0.394863244841548,1
"Aanat",0,0.007,0,0,-0.82312223791592,0.60447325661739,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Aar2",0,0.043,0.037,0.008,0.984232684141684,0.188451605984042,1,0.715546610531301,0.226227561621731,1,-0.639410284743532,0.575282694255921,1
"Aard",0,0,0,0.004,-1.82312223791592,1,1,-2.2844533894687,1,1,-1.63941028474353,0.696281760652701,1
"Aars",0.231,0.232,0.216,0.239,0.0393742383341444,0.963459693170942,1,-0.252031911776322,0.806976275640805,1,-0.0988419033808297,0.930470421297339,1
"Aarsd1",0.154,0.138,0.1,0.144,-0.238159737194765,0.814535542589282,1,-0.632376692889006,0.343309347781853,1,-0.237311841172187,0.881607308826306,1
"Aasdh",0.026,0.036,0.063,0.045,-0.238159737194764,0.751931770383361,1,0.415986328672393,0.359447449363207,1,-0.0544477840223765,0.575837273992211,1
"Aasdhppt",0.077,0.094,0.126,0.099,-0.0157673158583167,0.743437205841831,1,0.359402800306025,0.387212220312812,1,0.0610294333975596,0.664546837706188,1
"Aass",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Aatf",0,0.051,0.032,0.041,1.17687776208408,0.154015323586217,1,0.522901532588905,0.263902603798727,1,0.820021333893765,0.199116670152587,1
"Aatk",0.538,0.529,0.568,0.49,-0.130099991337312,0.767481481182632,1,-0.082819528299049,0.979175714251009,1,-0.336847514723101,0.365204756206845,1
"AB124611",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Abat",0.103,0.109,0.121,0.091,0.0248746686390295,0.89503223047638,1,0.037474705418663,0.739560796236998,1,-0.376375878909739,0.818077555049114,1
"Abca1",0.103,0.174,0.211,0.235,0.591915261362923,0.283687323740352,1,0.622437206139819,0.132761415006918,1,0.841716404993084,0.0694959928585193,1
"Abca12",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Abca13",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Abca14",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Abca16",0,0,0,0,-1.82312223791592,1,1,-2.2844533894687,1,1,-2.63941028474353,1,1
"Abca17",0,0,0.005,0.004,-1.82312223791592,1,1,-1.2844533894687,0.658892422553708,1,-1.63941028474353,0.696281760652701,1
"Abca2",0.179,0.116,0.142,0.123,-0.653197236473608,0.310367140762324,1,-0.477098467411095,0.55382796280878,1,-0.639410284743533,0.344336064683644,1
"Abca3",0.103,0.181,0.095,0.07,0.498805856971442,0.255384645175087,1,-0.409984271552558,0.87002073727684,1,-1.05444778402238,0.44976359186253,1
