"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0,0.054,0.101,0.068,2.96605266807666,0.0609240632786928,1,4.4537179674429,0.00985234607325205,1,2.750211014954,0.0354935863606744,1
"A3galt2",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"A4galt",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"AA467197",0.159,0.132,0.333,0.223,-0.374984249758405,0.592005087532406,1,1.79075295472047,0.0312951352620121,1,0.328254101735361,0.339872381467215,1
"AA792892",0,0,0,0.01,-1.03394733192334,1,1,-0.131244533278252,1,1,0.290779396316698,0.441497517272819,1
"AA986860",0,0.016,0.014,0.01,0.551015168797819,0.325595966538989,1,0.868755466721748,0.347029910304033,1,0.290779396316698,0.441497517272819,1
"Aaas",0,0.039,0.029,0.058,1.77340759013427,0.11544850961943,1,1.4537179674429,0.178396026924883,1,2.0981343183743,0.052400470369097,1
"Aacs",0.016,0.085,0.101,0.107,1.66649238621775,0.0628723575107319,1,1.86875546672175,0.0410002500906189,1,1.87574189703785,0.0290509359574776,1
"Aadacl2",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Aadacl4",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Aagab",0.127,0.225,0.188,0.155,0.73864217197359,0.105749424485096,1,0.0911478880581953,0.388786016466104,1,0.0277449904829044,0.639163905399483,1
"Aak1",0,0.062,0.043,0.058,2.42548428671396,0.0444671747757656,1,1.86875546672175,0.0971444255843225,1,2.0981343183743,0.052400470369097,1
"Aamdc",0,0.062,0.014,0.019,2.28798076296402,0.0444671747757656,1,0.868755466721748,0.347029910304033,1,1.2907793963167,0.271083263841585,1
"Aamp",0.079,0.178,0.174,0.165,1.28798076296402,0.0630237330511,1,1.0911478880582,0.103419684603605,1,1.0981343183743,0.106760233423177,1
"Aanat",0,0.008,0,0,-0.0339473319233372,0.491614256513852,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Aar2",0,0.008,0,0.029,-0.0339473319233372,0.491614256513852,1,-0.131244533278252,1,1,1.2907793963167,0.175222949322258,1
"Aard",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Aars",0,0.054,0.072,0.068,1.96605266807666,0.0609292550040558,1,2.86875546672175,0.0305625562635815,1,2.46070439775901,0.0354786604597927,1
"Aarsd1",0,0.062,0.072,0.029,2.13597766951897,0.0445093444632708,1,2.4537179674429,0.0305704963890811,1,1.2907793963167,0.175222949322258,1
"Aasdh",0,0.008,0.014,0.01,-0.0339473319233372,0.491614256513852,1,0.868755466721748,0.347029910304033,1,0.290779396316698,0.441497517272819,1
"Aasdhppt",0,0.016,0.043,0.019,0.551015168797819,0.325595966538989,1,1.86875546672175,0.0971444255843225,1,0.875741897037854,0.271083263841585,1
"Aass",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Aatf",0,0.023,0.058,0.029,0.966052668076663,0.226154301487647,1,2.19068356160911,0.0541824665155718,1,1.2907793963167,0.175222949322258,1
"Aatk",0.095,0.054,0.072,0.068,-1.03394733192334,0.280125378232298,1,-0.493814612662961,0.627696693069259,1,-0.879145605125614,0.497107952022064,1
"AB124611",0.302,0.178,0.217,0.243,-0.930853838959234,0.040598438315668,1,-0.493814612662961,0.249116572780938,1,-0.376645264596431,0.370218144232345,1
"Abat",0,0.054,0.043,0.049,1.96605266807666,0.0609292550040558,1,1.86875546672175,0.0971444255843225,1,1.87574189703785,0.0776491062765586,1
"Abca1",0.063,0.256,0.246,0.184,2.053515509327,0.00145677479883737,1,1.67611038877935,0.0047887672642854,1,1.40625661373663,0.0299922713825061,1
"Abca12",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abca13",0,0.016,0.014,0.039,0.551015168797819,0.325595966538989,1,0.868755466721748,0.347029910304033,1,1.61270749120406,0.115911610545672,1
"Abca14",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abca16",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abca17",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abca2",0.032,0.054,0.058,0.019,0.551015168797819,0.487066998507283,1,0.605721060887954,0.475727317703651,1,-0.709220603683302,0.62072311683209,1
"Abca3",0.063,0.078,0.087,0.029,0.451479495246904,0.701212242242778,1,0.354182293891989,0.616046226882724,1,-1.03114869857066,0.288788161390011,1
"Abca4",0,0.039,0.145,0.087,1.96605266807666,0.115460668267015,1,3.56919518486284,0.00178052227696817,1,3.0981343183743,0.0163780673758638,1
"Abca5",0,0.008,0.058,0,-0.0339473319233372,0.491614256513852,1,2.19068356160911,0.0541824665155718,1,-0.709220603683302,1,1
"Abca6",0,0,0,0.01,-1.03394733192334,1,1,-0.131244533278252,1,1,0.290779396316698,0.441497517272819,1
"Abca7",0.095,0.163,0.116,0.136,0.802553935793783,0.194108189951366,1,0.231325546106456,0.704440014489429,1,0.483424474259094,0.427489931125489,1
"Abca8a",0,0.047,0,0.019,2.28798076296402,0.0836558714262273,1,-0.131244533278252,1,1,1.2907793963167,0.271083263841585,1
"Abca8b",0,0.008,0,0.01,-0.0339473319233372,0.491614256513852,1,-0.131244533278252,1,1,0.290779396316698,0.441497517272819,1
"Abca9",0,0.008,0,0,-0.0339473319233372,0.491614256513852,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abcb10",0.032,0.008,0,0,-1.61890983264449,0.211682578329249,1,-1.71620703399941,0.14023989480181,1,-2.29418310440446,0.0710845408797202,1
"Abcb11",0.016,0,0,0,-2.03394733192334,0.155649094921574,1,-1.13124453327825,0.302367791223324,1,-1.7092206036833,0.205432121189967,1
"Abcb1a",0,0,0,0.019,-1.03394733192334,1,1,-0.131244533278252,1,1,0.875741897037854,0.271083263841585,1
"Abcb1b",0,0,0,0.01,-1.03394733192334,1,1,-0.131244533278252,1,1,0.875741897037855,0.441497517272819,1
"Abcb4",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abcb6",0.032,0,0.014,0,-2.61890983264449,0.0432698361524169,1,-0.716207033999408,0.513785474369012,1,-2.29418310440446,0.0710845408797202,1
"Abcb7",0.016,0.031,0.087,0.049,0.287980762964025,0.540812015179429,1,1.67611038877935,0.0708149034481528,1,1.0981343183743,0.27528647438159,1
"Abcb8",0.016,0,0.014,0,-2.03394733192334,0.155649094921574,1,-0.131244533278252,0.957071879110308,1,-1.7092206036833,0.205432121189967,1
"Abcb9",0,0.008,0.014,0,-0.0339473319233372,0.491614256513852,1,0.868755466721748,0.347029910304033,1,-0.709220603683302,1,1
"Abcc1",0,0.054,0.072,0.039,1.96605266807666,0.0609292550040558,1,2.4537179674429,0.0305704963890811,1,1.87574189703785,0.115898058215477,1
"Abcc10",0,0.023,0,0.039,1.28798076296403,0.226150037333635,1,-0.131244533278252,1,1,1.87574189703785,0.115898058215477,1
"Abcc12",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abcc2",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abcc3",0,0.008,0.029,0.029,-0.0339473319233372,0.491614256513852,1,1.4537179674429,0.178396026924883,1,1.87574189703786,0.175222949322258,1
"Abcc4",0,0.031,0.014,0,1.28798076296403,0.160589281739736,1,0.868755466721748,0.347029910304033,1,-0.709220603683302,1,1
"Abcc5",0,0.023,0.043,0.039,1.28798076296403,0.226150037333635,1,2.19068356160911,0.097137881490143,1,1.87574189703785,0.115898058215477,1
"Abcc6",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abcc8",0,0,0.014,0,-1.03394733192334,1,1,0.868755466721748,0.347029910304033,1,-0.709220603683302,1,1
"Abcc9",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abcd1",0.143,0.116,0.159,0.165,-0.951485171731365,0.505992732539798,1,-0.411352452470988,0.912658039828709,1,-0.404366022154881,0.835120555056792,1
"Abcd2",0,0.093,0.101,0.087,2.96605266807666,0.0127952350805536,1,2.86875546672175,0.00985298320550412,1,2.750211014954,0.0163652542446752,1
"Abcd3",0,0.039,0.101,0.01,1.77340759013427,0.11544850961943,1,2.86875546672175,0.00985298320550412,1,0.290779396316698,0.441497517272819,1
"Abcd4",0.032,0.016,0,0.01,-1.03394733192334,0.463990811445115,1,-1.71620703399941,0.14023989480181,1,-1.29418310440446,0.305873537014989,1
"Abce1",0,0.093,0.072,0.087,2.77340759013427,0.0127736545298452,1,2.4537179674429,0.0305704963890811,1,2.99121911445779,0.0163780673758638,1
"Abcf1",0.016,0.078,0.116,0.01,0.840521785992803,0.0923260266394904,1,1.4537179674429,0.0262744575414812,1,-1.29418310440446,0.724701153168293,1
"Abcf2",0.032,0.023,0.072,0.126,-0.712019237035975,0.72941453253147,1,0.453717967442904,0.315690338787158,1,1.19766999192522,0.0441519895346733,1
"Abcf3",0.048,0.054,0.13,0.029,-0.0339473319233372,0.849023240236397,1,1.19068356160911,0.101038373396848,1,-0.709220603683302,0.540334805620143,1
"Abcg1",0.111,0.116,0.101,0.049,0.0535155093270023,0.904256101821893,1,-0.131244533278252,0.861276650246715,1,-0.901865681625698,0.139938966007675,1
"Abcg2",0,0.023,0.014,0.01,0.966052668076663,0.226154301487647,1,0.868755466721748,0.347029910304033,1,0.290779396316698,0.441497517272819,1
"Abcg3",0.063,0.093,0.087,0.087,0.0655883416275764,0.519731216705874,1,-0.131244533278253,0.658407951850883,1,-0.194647430853544,0.626928283007882,1
"Abcg4",0,0.008,0,0.019,-0.0339473319233372,0.491614256513852,1,-0.131244533278252,1,1,0.875741897037854,0.271083263841585,1
"Abcg5",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abcg8",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abhd10",0,0.039,0.043,0.029,1.55101516879782,0.115468773914214,1,1.86875546672175,0.0971444255843225,1,1.61270749120406,0.175217633492156,1
"Abhd11",0.032,0.031,0.087,0.068,-0.296981737757131,0.981697074975115,1,1.0911478880582,0.188022943798103,1,0.705816895595542,0.321126082560068,1
"Abhd12",0,0.124,0.058,0.087,3.053515509327,0.00366680210183287,1,2.19068356160911,0.0541824665155718,1,2.61270749120406,0.0164037063047202,1
"Abhd13",0,0.101,0.058,0.097,2.96605266807666,0.0093560243831085,1,2.4537179674429,0.0541682250676111,1,2.87574189703785,0.0111163738864154,1
"Abhd14a",0,0,0.029,0.01,-1.03394733192334,1,1,1.4537179674429,0.178396026924883,1,0.290779396316698,0.441497517272819,1
"Abhd14b",0,0.031,0.043,0,1.77340759013427,0.160577693368124,1,2.4537179674429,0.097137881490143,1,-0.709220603683302,1,1
"Abhd15",0.016,0.054,0.058,0.029,0.966052668076663,0.214123244965521,1,1.19068356160911,0.210026513737113,1,0.290779396316698,0.59444381482377,1
"Abhd16a",0.063,0.078,0.043,0.078,0.229087073910456,0.71941795293355,1,-0.453172628165615,0.613939753852828,1,0.138776302871648,0.73593604608093,1
"Abhd17a",0.016,0.047,0.101,0.097,0.966052668076663,0.288840948579695,1,1.86875546672175,0.0410002500906189,1,1.87574189703785,0.0418731699259664,1
"Abhd17b",0,0.039,0.13,0.078,1.55101516879782,0.115468773914214,1,3.19068356160911,0.00317040526117708,1,2.46070439775901,0.024124467347884,1
"Abhd17c",0,0.085,0.13,0.058,2.77340759013427,0.0174594607482559,1,3.32818708535904,0.00315305276346304,1,2.2907793963167,0.0523708881089035,1
"Abhd18",0,0.008,0,0.019,-0.0339473319233372,0.491614256513852,1,-0.131244533278252,1,1,0.875741897037854,0.271083263841585,1
"Abhd2",0.095,0.364,0.377,0.311,2.07647665777031,0.00012659937942558,1,1.90117694441413,0.000256981167131332,1,1.41631027840056,0.00197424722257076,1
"Abhd3",0,0.008,0.014,0,-0.0339473319233372,0.491614256513852,1,0.868755466721748,0.347029910304033,1,-0.709220603683302,1,1
"Abhd4",0.016,0.039,0.043,0.049,0.773407590134267,0.393383749182421,1,0.868755466721748,0.361333446272701,1,0.875741897037854,0.277617578556251,1
"Abhd5",0.095,0.116,0.087,0.184,0.480625840906421,0.641693332244077,1,-0.131244533278252,0.872981108982029,1,1.00698643031611,0.113406894488246,1
"Abhd6",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abhd8",0,0.039,0.116,0.058,1.55101516879782,0.115468773914214,1,3.03868046816406,0.0055952318710192,1,2.46070439775901,0.0523856788848292,1
"Abi1",0.302,0.318,0.377,0.379,0.0469726634602299,0.874463271621431,1,0.416243262024241,0.319585806383348,1,0.234195867950331,0.368415824105989,1
"Abi2",0,0.008,0.058,0.019,-0.0339473319233372,0.491614256513852,1,2.19068356160911,0.0541824665155718,1,0.875741897037854,0.271083263841585,1
"Abi3",0.032,0.287,0.203,0.165,2.42548428671396,5.19909576030779e-05,0.85504328874022,2.24726708997548,0.00292821357124937,1,1.82683229655691,0.00984816510255253,1
"Abi3bp",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Abitram",0,0,0.029,0.039,-1.03394733192334,1,1,1.4537179674429,0.178396026924883,1,1.61270749120406,0.115911610545672,1
"Abl1",0.016,0.023,0.058,0.029,0.773407590134267,0.733108889790326,1,1.19068356160911,0.210026513737113,1,0.290779396316698,0.59444381482377,1
"Abl2",0,0.047,0.058,0.087,1.77340759013427,0.0836702956022867,1,2.19068356160911,0.0541824665155718,1,2.99121911445779,0.0163780673758638,1
"Ablim1",0,0,0.014,0.058,-1.03394733192334,1,1,0.868755466721748,0.347029910304033,1,2.2907793963167,0.0523708881089035,1
"Ablim2",0,0.031,0,0,1.28798076296403,0.160589281739736,1,-0.131244533278252,1,1,-0.709220603683302,1,1
"Ablim3",0,0,0,0,-1.03394733192334,1,1,-0.131244533278252,1,1,-0.709220603683302,1,1
