Gene,TotalEvidenceCounts,EvidenceHit:hits,EvidenceGO:hits,EvidencePPI:hits
11736,3.0,1,1,1
67938,3.0,1,1,1
16337,3.0,1,1,1
106628,3.0,1,1,1
214137,3.0,1,1,1
16579,3.0,1,1,1
18073,2.0,1,1,0
56079,2.0,1,0,1
66830,2.0,1,0,1
103468,2.0,1,0,1
13207,2.0,1,0,1
77569,2.0,1,0,1
11977,2.0,1,1,0
66492,2.0,1,0,1
68943,2.0,1,1,0
98710,2.0,1,1,0
21351,2.0,1,0,1
102058,2.0,1,1,0
114142,2.0,1,1,0
20615,2.0,1,1,0
235320,2.0,1,1,0
13852,2.0,1,1,0
240725,2.0,1,1,0
319974,2.0,1,0,1
20588,2.0,1,0,1
23967,2.0,1,1,0
11564,2.0,1,0,1
217866,2.0,1,0,1
80718,2.0,1,1,0
68861,2.0,1,1,0
15925,2.0,1,1,0
15204,2.0,1,0,1
12168,2.0,1,1,0
16648,2.0,1,0,1
20322,2.0,1,0,1
20662,2.0,1,0,1
71169,2.0,1,0,1
67770,1.0,1,0,0
211389,1.0,1,0,0
76524,1.0,1,0,0
75221,1.0,1,0,0
69821,1.0,1,0,0
319478,1.0,1,0,0
13731,1.0,1,0,0
666048,1.0,1,0,0
15959,1.0,1,0,0
12837,1.0,1,0,0
219134,1.0,1,0,0
74747,1.0,1,0,0
94214,1.0,1,0,0
211623,1.0,1,0,0
211577,1.0,1,0,0
68936,1.0,1,0,0
66859,1.0,1,0,0
75425,1.0,1,0,0
15529,1.0,1,0,0
16371,1.0,1,0,0
66461,1.0,1,0,0
74343,1.0,1,0,0
665155,1.0,1,0,0
72720,1.0,1,0,0
27368,1.0,1,0,0
57764,1.0,1,0,0
217715,1.0,1,0,0
225028,1.0,1,0,0
282619,1.0,1,0,0
387314,1.0,1,0,0
234825,1.0,1,0,0
320661,1.0,1,0,0
14314,1.0,1,0,0
11782,1.0,1,0,0
66193,1.0,1,0,0
52668,1.0,1,0,0
215512,1.0,1,0,0
11491,1.0,1,0,0
225339,1.0,1,0,0
66787,1.0,1,0,0
103742,1.0,1,0,0
68968,1.0,1,0,0
320365,1.0,1,0,0
227707,1.0,1,0,0
20363,1.0,1,0,0
21885,1.0,1,0,0
16423,1.0,1,0,0
66039,1.0,1,0,0
99011,1.0,1,0,0
68519,1.0,1,0,0
67676,1.0,1,0,0
20729,1.0,1,0,0
74580,1.0,1,0,0
242443,1.0,1,0,0
14229,1.0,1,0,0
16010,1.0,1,0,0
329504,1.0,1,0,0
68187,1.0,1,0,0
69216,1.0,1,0,0
14088,1.0,1,0,0
215748,1.0,1,0,0
80889,1.0,1,0,0
