Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-MMU-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,,-7.8,24,12,21160,50,123,7,5.7,2.1,15511|15516|20867|69654|81489|193740|227613,Hspa1b|Hsp90ab1|Stip1|Dctn2|Dnajb1|Hspa1a|Tubb4b,-3.6,hits
Reactome Gene Sets,6,R-MMU-3371568,Attenuation phase,,-6.1,53,14,21160,13,123,4,3.3,1.6,15511|15516|81489|193740,Hspa1b|Hsp90ab1|Dnajb1|Hspa1a,-2.2,hits
GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-5.9,8.6,7.8,21160,181,123,9,7.3,2.3,12759|14976|15511|15516|18221|18637|81489|193740|243912,Clu|Pfdn6|Hspa1b|Hsp90ab1|Nudc|Pfdn2|Dnajb1|Hspa1a|Hspb6,-2.2,hits
GO Biological Processes,19,GO:0061077,chaperone-mediated protein folding,19_GO:0009987 cellular process,-5.6,15,9,21160,68,123,6,4.9,1.9,12759|15511|15516|81489|193740|243912,Clu|Hspa1b|Hsp90ab1|Dnajb1|Hspa1a|Hspb6,-1.9,hits
GO Biological Processes,19,GO:0090083,regulation of inclusion body assembly,19_GO:0050789 regulation of biological process,-5.2,33,11,21160,21,123,4,3.3,1.6,12759|15511|70369|81489,Clu|Hspa1b|Bag5|Dnajb1,-1.7,hits
Reactome Gene Sets,6,R-MMU-3371571,HSF1-dependent transactivation,,-5.1,31,11,21160,22,123,4,3.3,1.6,15511|15516|81489|193740,Hspa1b|Hsp90ab1|Dnajb1|Hspa1a,-1.7,hits
KEGG Pathway,24,mmu04915,Estrogen signaling pathway - Mus musculus (house mouse),,-4.9,9,7.1,21160,134,123,7,5.7,2.1,11911|12315|15511|15516|16668|18709|193740,Atf4|Calm3|Hspa1b|Hsp90ab1|Krt18|Pik3r2|Hspa1a,-1.5,hits
Reactome Gene Sets,6,R-MMU-8953897,Cellular responses to stimuli,,-4.8,4.1,5.6,21160,543,123,13,11,2.8,12315|14695|15511|15516|20867|50868|54170|66144|69654|70369|81489|193740|227613,Calm3|Gnb3|Hspa1b|Hsp90ab1|Stip1|Keap1|Rragc|Atp6v1f|Dctn2|Bag5|Dnajb1|Hspa1a|Tubb4b,-1.4,hits
GO Biological Processes,19,GO:0009408,response to heat,19_GO:0050896 response to stimulus,-4.7,11,7.4,21160,94,123,6,4.9,1.9,15511|15516|20449|81489|193740|243912,Hspa1b|Hsp90ab1|St8sia1|Dnajb1|Hspa1a|Hspb6,-1.4,hits
GO Biological Processes,19,GO:1905907,negative regulation of amyloid fibril formation,19_GO:0048519 negative regulation of biological process,-4.4,43,11,21160,12,123,3,2.4,1.4,12759|14976|18637,Clu|Pfdn6|Pfdn2,-1.1,hits
GO Biological Processes,19,GO:0009266,response to temperature stimulus,19_GO:0050896 response to stimulus,-4.1,6.9,6,21160,175,123,7,5.7,2.1,15511|15516|20449|80751|81489|193740|243912,Hspa1b|Hsp90ab1|St8sia1|Rnf34|Dnajb1|Hspa1a|Hspb6,-0.93,hits
Reactome Gene Sets,6,R-MMU-3371556,Cellular response to heat stress,,-4,11,6.7,21160,79,123,5,4.1,1.8,15511|15516|70369|81489|193740,Hspa1b|Hsp90ab1|Bag5|Dnajb1|Hspa1a,-0.87,hits
GO Biological Processes,19,GO:1905906,regulation of amyloid fibril formation,19_GO:0050789 regulation of biological process,-4,32,9.6,21160,16,123,3,2.4,1.4,12759|14976|18637,Clu|Pfdn6|Pfdn2,-0.87,hits
GO Biological Processes,19,GO:0062208,positive regulation of pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4,11,6.6,21160,81,123,5,4.1,1.8,15511|20509|67917|69368|224938,Hspa1b|Slc19a1|Zcchc3|Wdfy1|Pja2,-0.87,hits
Reactome Gene Sets,6,R-MMU-2262752,Cellular responses to stress,,-3.9,3.9,5,21160,480,123,11,8.9,2.6,15511|15516|20867|50868|54170|66144|69654|70369|81489|193740|227613,Hspa1b|Hsp90ab1|Stip1|Keap1|Rragc|Atp6v1f|Dctn2|Bag5|Dnajb1|Hspa1a|Tubb4b,-0.87,hits
GO Biological Processes,19,GO:0051131,chaperone-mediated protein complex assembly,19_GO:0009987 cellular process,-3.7,26,8.5,21160,20,123,3,2.4,1.4,12759|14976|15516,Clu|Pfdn6|Hsp90ab1,-0.65,hits
GO Biological Processes,19,GO:0098761,cellular response to interleukin-7,19_GO:0050896 response to stimulus,-3.6,25,8.3,21160,21,123,3,2.4,1.4,16451|20867|22608,Jak1|Stip1|Ybx1,-0.64,hits
GO Biological Processes,19,GO:0042026,protein refolding,19_GO:0009987 cellular process,-3.6,25,8.3,21160,21,123,3,2.4,1.4,15511|193740|243912,Hspa1b|Hspa1a|Hspb6,-0.64,hits
GO Biological Processes,19,GO:0098760,response to interleukin-7,19_GO:0050896 response to stimulus,-3.6,23,8.1,21160,22,123,3,2.4,1.4,16451|20867|22608,Jak1|Stip1|Ybx1,-0.62,hits
GO Biological Processes,19,GO:0034605,cellular response to heat,19_GO:0050896 response to stimulus,-3.6,13,6.6,21160,54,123,4,3.3,1.6,15511|15516|20449|81489,Hspa1b|Hsp90ab1|St8sia1|Dnajb1,-0.62,hits
GO Biological Processes,19,GO:0031647,regulation of protein stability,19_GO:0065007 biological regulation,-3.5,4.2,4.8,21160,365,123,9,7.3,2.3,12759|15511|15516|18148|53376|70369|70925|76500|260302,Clu|Hspa1b|Hsp90ab1|Npm1|Usp2|Bag5|Cdkn2aip|Ip6k2|Gga3,-0.62,hits
GO Biological Processes,19,GO:0050821,protein stabilization,19_GO:0065007 biological regulation,-3.5,5.4,5.1,21160,221,123,7,5.7,2.1,12759|15511|15516|18148|53376|70369|76500,Clu|Hspa1b|Hsp90ab1|Npm1|Usp2|Bag5|Ip6k2,-0.6,hits
Reactome Gene Sets,6,R-MMU-3371453,Regulation of HSF1-mediated heat shock response,,-3.4,11,6.1,21160,61,123,4,3.3,1.6,15511|70369|81489|193740,Hspa1b|Bag5|Dnajb1|Hspa1a,-0.48,hits
GO Biological Processes,19,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.3,7.8,5.5,21160,110,123,5,4.1,1.8,11911|12759|14173|70369|74143,Atf4|Clu|Fgf2|Bag5|Opa1,-0.47,hits
Reactome Gene Sets,6,R-MMU-9833482,PKR-mediated signaling,,-3.3,11,6,21160,63,123,4,3.3,1.6,15511|18148|193740|227613,Hspa1b|Npm1|Hspa1a|Tubb4b,-0.47,hits
GO Biological Processes,19,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.3,19,7.2,21160,27,123,3,2.4,1.4,11911|14173|70369,Atf4|Fgf2|Bag5,-0.47,hits
GO Biological Processes,19,GO:0010975,regulation of neuron projection development,19_GO:0032502 developmental process,-3.3,3.3,4.2,21160,578,123,11,8.9,2.6,11603|19385|20807|22782|23969|54198|70369|74143|108699|216049|269397,Agrn|Ranbp1|Srf|Slc30a1|Pacsin1|Snx3|Bag5|Opa1|Chn1|Zfp365|Ss18l1,-0.45,hits
KEGG Pathway,24,mmu04141,Protein processing in endoplasmic reticulum - Mus musculus (house mouse),,-3.3,5.9,5,21160,175,123,6,4.9,1.9,11911|15511|15516|67128|81489|193740,Atf4|Hspa1b|Hsp90ab1|Ube2g1|Dnajb1|Hspa1a,-0.45,hits
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-3.2,2.9,4.1,21160,782,123,13,11,2.8,11603|18011|19385|20807|22782|23969|54198|64009|70369|74143|108699|216049|269397,Agrn|Neurl1a|Ranbp1|Srf|Slc30a1|Pacsin1|Snx3|Syne1|Bag5|Opa1|Chn1|Zfp365|Ss18l1,-0.42,hits
GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.2,4.8,4.6,21160,252,123,7,5.7,2.1,11911|12759|14173|15511|70369|74143|80751,Atf4|Clu|Fgf2|Hspa1b|Bag5|Opa1|Rnf34,-0.4,hits
Reactome Gene Sets,6,R-MMU-72163,mRNA Splicing - Major Pathway,,-3.1,5.6,4.8,21160,185,123,6,4.9,1.9,20638|22608|66070|66585|76938|108160,Snrpb|Ybx1|Cwc15|Snrnp40|Rbm17|Fam50a,-0.38,hits
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-3.1,2.8,4,21160,798,123,13,11,2.8,11603|18011|19385|20807|22782|23969|54198|64009|70369|74143|108699|216049|269397,Agrn|Neurl1a|Ranbp1|Srf|Slc30a1|Pacsin1|Snx3|Syne1|Bag5|Opa1|Chn1|Zfp365|Ss18l1,-0.38,hits
GO Biological Processes,19,GO:0071353,cellular response to interleukin-4,19_GO:0050896 response to stimulus,-3.1,16,6.5,21160,32,123,3,2.4,1.4,15516|16451|50868,Hsp90ab1|Jak1|Keap1,-0.35,hits
Reactome Gene Sets,6,R-MMU-72172,mRNA Splicing,,-3.1,5.4,4.7,21160,191,123,6,4.9,1.9,20638|22608|66070|66585|76938|108160,Snrpb|Ybx1|Cwc15|Snrnp40|Rbm17|Fam50a,-0.34,hits
GO Biological Processes,19,GO:0051085,chaperone cofactor-dependent protein refolding,19_GO:0009987 cellular process,-3,15,6.3,21160,34,123,3,2.4,1.4,15511|81489|193740,Hspa1b|Dnajb1|Hspa1a,-0.31,hits
GO Biological Processes,19,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-3,6.5,4.9,21160,132,123,5,4.1,1.8,12759|15511|15516|70369|193740,Clu|Hspa1b|Hsp90ab1|Bag5|Hspa1a,-0.31,hits
Reactome Gene Sets,6,R-MMU-913531,Interferon Signaling,,-3,6.5,4.8,21160,133,123,5,4.1,1.8,15511|18148|22608|193740|227613,Hspa1b|Npm1|Ybx1|Hspa1a|Tubb4b,-0.31,hits
GO Biological Processes,19,GO:0070670,response to interleukin-4,19_GO:0050896 response to stimulus,-3,15,6.2,21160,35,123,3,2.4,1.4,15516|16451|50868,Hsp90ab1|Jak1|Keap1,-0.31,hits
KEGG Pathway,24,mmu05020,Prion disease - Mus musculus (house mouse),,-3,4.4,4.3,21160,273,123,7,5.7,2.1,11911|15511|18709|20867|22272|193740|227613,Atf4|Hspa1b|Pik3r2|Stip1|Uqcrq|Hspa1a|Tubb4b,-0.31,hits
GO Biological Processes,19,GO:0043271,negative regulation of monoatomic ion transport,19_GO:0051179 localization,-2.9,6.2,4.7,21160,138,123,5,4.1,1.8,11603|11911|12315|22782|53376,Agrn|Atf4|Calm3|Slc30a1|Usp2,-0.25,hits
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0009987 cellular process,-2.8,3.1,3.8,21160,555,123,10,8.1,2.5,12759|14976|15511|15516|18221|18637|76884|81489|193740|243912,Clu|Pfdn6|Hspa1b|Hsp90ab1|Nudc|Pfdn2|Cyfip2|Dnajb1|Hspa1a|Hspb6,-0.19,hits
GO Biological Processes,19,GO:0031346,positive regulation of cell projection organization,19_GO:0048518 positive regulation of biological process,-2.8,3.3,3.9,21160,465,123,9,7.3,2.3,11603|18011|19385|20807|22782|23969|54198|74143|269397,Agrn|Neurl1a|Ranbp1|Srf|Slc30a1|Pacsin1|Snx3|Opa1|Ss18l1,-0.19,hits
GO Biological Processes,19,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.8,13,5.8,21160,40,123,3,2.4,1.4,11911|14173|70369,Atf4|Fgf2|Bag5,-0.19,hits
GO Biological Processes,19,GO:0051491,positive regulation of filopodium assembly,19_GO:0048518 positive regulation of biological process,-2.8,13,5.8,21160,40,123,3,2.4,1.4,11603|18011|20807,Agrn|Neurl1a|Srf,-0.19,hits
Reactome Gene Sets,6,R-MMU-194315,Signaling by Rho GTPases,,-2.8,3.1,3.8,21160,562,123,10,8.1,2.5,12315|15516|18221|18709|19765|20807|20867|76884|108699|227613,Calm3|Hsp90ab1|Nudc|Pik3r2|Ralbp1|Srf|Stip1|Cyfip2|Chn1|Tubb4b,-0.19,hits
KEGG Pathway,24,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),,-2.8,4.8,4.3,21160,217,123,6,4.9,1.9,11911|12315|15511|15516|18709|193740,Atf4|Calm3|Hspa1b|Hsp90ab1|Pik3r2|Hspa1a,-0.19,hits
GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-2.7,3.6,3.9,21160,384,123,8,6.5,2.2,11603|14173|18011|20807|22782|74143|216049|269397,Agrn|Fgf2|Neurl1a|Srf|Slc30a1|Opa1|Zfp365|Ss18l1,-0.16,hits
Reactome Gene Sets,6,R-MMU-1169410,Antiviral mechanism by IFN-stimulated genes,,-2.7,7.6,4.8,21160,90,123,4,3.3,1.6,15511|18148|193740|227613,Hspa1b|Npm1|Hspa1a|Tubb4b,-0.16,hits
GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-2.7,2.7,3.6,21160,778,123,12,9.8,2.7,12759|14976|15511|18148|18637|23969|53328|54198|70369|74143|81489|216049,Clu|Pfdn6|Hspa1b|Npm1|Pfdn2|Pacsin1|Pgrmc1|Snx3|Bag5|Opa1|Dnajb1|Zfp365,-0.16,hits
Reactome Gene Sets,6,R-MMU-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-2.7,3,3.7,21160,577,123,10,8.1,2.5,12315|15516|18221|18709|19765|20807|20867|76884|108699|227613,Calm3|Hsp90ab1|Nudc|Pik3r2|Ralbp1|Srf|Stip1|Cyfip2|Chn1|Tubb4b,-0.15,hits
Reactome Gene Sets,6,R-MMU-72165,mRNA Splicing - Minor Pathway,,-2.7,12,5.4,21160,44,123,3,2.4,1.4,20638|22608|66585,Snrpb|Ybx1|Snrnp40,-0.14,hits
GO Biological Processes,19,GO:0051084,'de novo' post-translational protein folding,19_GO:0009987 cellular process,-2.6,11,5.4,21160,45,123,3,2.4,1.4,15511|81489|193740,Hspa1b|Dnajb1|Hspa1a,-0.12,hits
Reactome Gene Sets,6,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,,-2.6,3.4,3.8,21160,400,123,8,6.5,2.2,12315|14173|18709|19341|20807|66144|76884|260302,Calm3|Fgf2|Pik3r2|Rab4a|Srf|Atp6v1f|Cyfip2|Gga3,-0.11,hits
GO Biological Processes,19,GO:0033365,protein localization to organelle,19_GO:0051179 localization,-2.6,2.6,3.5,21160,799,123,12,9.8,2.7,12759|18117|19341|22608|26356|54170|64009|69654|101994|242785|260302|665155,Clu|Emc8|Rab4a|Ybx1|Ing1|Rragc|Syne1|Dctn2|Champ1|Klhl21|Gga3|Srp54b,-0.11,hits
GO Biological Processes,19,GO:0006458,'de novo' protein folding,19_GO:0009987 cellular process,-2.6,11,5.2,21160,47,123,3,2.4,1.4,15511|81489|193740,Hspa1b|Dnajb1|Hspa1a,-0.093,hits
GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,19_GO:0032502 developmental process,-2.6,3.8,3.8,21160,319,123,7,5.7,2.1,14173|18011|20807|22782|74143|216049|269397,Fgf2|Neurl1a|Srf|Slc30a1|Opa1|Zfp365|Ss18l1,-0.093,hits
GO Biological Processes,19,GO:0000723,telomere maintenance,19_GO:0009987 cellular process,-2.6,7,4.5,21160,99,123,4,3.3,1.6,15516|69714|193740|216049,Hsp90ab1|Tfpt|Hspa1a|Zfp365,-0.093,hits
GO Biological Processes,19,GO:1902903,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-2.6,3.4,3.7,21160,408,123,8,6.5,2.2,12759|14976|15511|18637|18709|76884|193740|211556,Clu|Pfdn6|Hspa1b|Pfdn2|Pik3r2|Cyfip2|Hspa1a|Ap1ar,-0.093,hits
GO Biological Processes,19,GO:0061462,protein localization to lysosome,19_GO:0051179 localization,-2.5,11,5.1,21160,49,123,3,2.4,1.4,12759|54170|260302,Clu|Rragc|Gga3,-0.065,hits
GO Biological Processes,19,GO:0170036,import into the mitochondrion,19_GO:0051179 localization,-2.5,10,5,21160,50,123,3,2.4,1.4,67712|74143|216001,Slc25a37|Opa1|Micu1,-0.053,hits
GO Biological Processes,19,GO:1900182,positive regulation of protein localization to nucleus,19_GO:0051179 localization,-2.5,6.7,4.4,21160,103,123,4,3.3,1.6,15516|16451|18148|18709,Hsp90ab1|Jak1|Npm1|Pik3r2,-0.053,hits
GO Biological Processes,19,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-2.5,5.1,4.1,21160,170,123,5,4.1,1.8,12759|15511|15516|70369|193740,Clu|Hspa1b|Hsp90ab1|Bag5|Hspa1a,-0.047,hits
GO Biological Processes,19,GO:0044380,protein localization to cytoskeleton,19_GO:0051179 localization,-2.5,10,5,21160,51,123,3,2.4,1.4,69654|101994|242785,Dctn2|Champ1|Klhl21,-0.044,hits
GO Biological Processes,19,GO:0032200,telomere organization,19_GO:0009987 cellular process,-2.5,6.4,4.3,21160,107,123,4,3.3,1.6,15516|69714|193740|216049,Hsp90ab1|Tfpt|Hspa1a|Zfp365,-0.014,hits
GO Biological Processes,19,GO:0016071,mRNA metabolic process,19_GO:0009987 cellular process,-2.4,2.7,3.4,21160,626,123,10,8.1,2.5,11911|15511|20638|22608|50926|66070|66585|76938|108160|193740,Atf4|Hspa1b|Snrpb|Ybx1|Hnrnpdl|Cwc15|Snrnp40|Rbm17|Fam50a|Hspa1a,-0.014,hits
Reactome Gene Sets,6,R-MMU-1280218,Adaptive Immune System,,-2.4,2.7,3.3,21160,636,123,10,8.1,2.5,12315|18709|50868|67128|69654|80751|218215|224938|227613|242785,Calm3|Pik3r2|Keap1|Ube2g1|Dctn2|Rnf34|Rnf144b|Pja2|Tubb4b|Klhl21,0,hits
Reactome Gene Sets,6,R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,,-2.4,4,3.7,21160,259,123,6,4.9,1.9,20638|22608|66070|66585|76938|108160,Snrpb|Ybx1|Cwc15|Snrnp40|Rbm17|Fam50a,0,hits
GO Biological Processes,19,GO:0007080,mitotic metaphase chromosome alignment,19_GO:0051179 localization,-2.4,9.2,4.7,21160,56,123,3,2.4,1.4,18221|69654|101994,Nudc|Dctn2|Champ1,0,hits
KEGG Pathway,24,mmu03040,Spliceosome - Mus musculus (house mouse),,-2.3,3.9,3.6,21160,265,123,6,4.9,1.9,15511|20638|66070|66585|76938|193740,Hspa1b|Snrpb|Cwc15|Snrnp40|Rbm17|Hspa1a,0,hits
GO Biological Processes,19,GO:0090398,cellular senescence,19_GO:0050896 response to stimulus,-2.3,8.9,4.6,21160,58,123,3,2.4,1.4,18148|20807|74143,Npm1|Srf|Opa1,0,hits
