Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-3.4,3.2,4.4,21160,567,139,12,8.6,2.4,11977|13660|16337|17755|20662|22413|23991|56392|56484|64602|74747|93759,Atp7a|Ehd1|Insr|Map1b|Sos1|Wnt2|Cib1|Shoc2|Foxo3|Ireb2|Ddit4|Sirt1,0,hits
GO Biological Processes,19,GO:1903426,regulation of reactive oxygen species biosynthetic process,19_GO:0050789 regulation of biological process,-3.4,11,6.2,21160,53,139,4,2.9,1.4,56484|67103|68197|93759,Foxo3|Ptgr1|Ndufc2|Sirt1,0,hits
GO Biological Processes,19,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,19_GO:0048519 negative regulation of biological process,-3.4,20,7.4,21160,23,139,3,2.2,1.2,67103|68197|93759,Ptgr1|Ndufc2|Sirt1,0,hits
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-3.2,3.1,4.2,21160,596,139,12,8.6,2.4,11977|13660|16337|17755|20662|22413|23991|56392|56484|64602|74747|93759,Atp7a|Ehd1|Insr|Map1b|Sos1|Wnt2|Cib1|Shoc2|Foxo3|Ireb2|Ddit4|Sirt1,0,hits
GO Biological Processes,19,GO:2000377,regulation of reactive oxygen species metabolic process,19_GO:0050789 regulation of biological process,-3.1,5.6,4.8,21160,162,139,6,4.3,1.7,16337|16418|56484|67103|68197|93759,Insr|Eif6|Foxo3|Ptgr1|Ndufc2|Sirt1,0,hits
GO Biological Processes,19,GO:1990090,cellular response to nerve growth factor stimulus,19_GO:0050896 response to stimulus,-3.1,9.7,5.6,21160,63,139,4,2.9,1.4,13660|23991|56392|56484,Ehd1|Cib1|Shoc2|Foxo3,0,hits
GO Biological Processes,19,GO:1990089,response to nerve growth factor,19_GO:0050896 response to stimulus,-3.1,9.4,5.5,21160,65,139,4,2.9,1.4,13660|23991|56392|56484,Ehd1|Cib1|Shoc2|Foxo3,0,hits
GO Biological Processes,19,GO:0038179,neurotrophin signaling pathway,19_GO:0050896 response to stimulus,-3,15,6.3,21160,30,139,3,2.2,1.2,20662|56392|74747,Sos1|Shoc2|Ddit4,0,hits
GO Biological Processes,19,GO:0035107,appendage morphogenesis,19_GO:0032502 developmental process,-2.9,5,4.4,21160,182,139,6,4.3,1.7,11977|18845|23967|226844|235320|245866,Atp7a|Plxna2|Osr1|Flvcr1|Zbtb16|Ift52,0,hits
GO Biological Processes,19,GO:0035108,limb morphogenesis,19_GO:0032502 developmental process,-2.9,5,4.4,21160,182,139,6,4.3,1.7,11977|18845|23967|226844|235320|245866,Atp7a|Plxna2|Osr1|Flvcr1|Zbtb16|Ift52,0,hits
GO Biological Processes,19,GO:0042733,embryonic digit morphogenesis,19_GO:0032502 developmental process,-2.9,8.3,5.1,21160,73,139,4,2.9,1.4,23967|226844|235320|245866,Osr1|Flvcr1|Zbtb16|Ift52,0,hits
GO Biological Processes,19,GO:0001666,response to hypoxia,19_GO:0050896 response to stimulus,-2.9,3.8,4.1,21160,324,139,8,5.8,2,11564|12177|16523|53417|56484|64602|74747|93759,Adsl|Bnip3l|Kcnj8|Hif3a|Foxo3|Ireb2|Ddit4|Sirt1,0,hits
Reactome Gene Sets,6,R-MMU-72203,Processing of Capped Intron-Containing Pre-mRNA,,-2.8,4.1,4.1,21160,259,139,7,5,1.9,66420|66492|66810|72654|103468|227707|228410,Polr2e|Zmat2|Rbm22|Ccdc12|Nup107|BC005624|Cstf3,0,hits
GO Biological Processes,19,GO:0051057,positive regulation of small GTPase mediated signal transduction,19_GO:0048518 positive regulation of biological process,-2.7,7.7,4.9,21160,79,139,4,2.9,1.4,20662|56392|319974|100040531,Sos1|Shoc2|Auts2|Dynlt1f,0,hits
GO Biological Processes,19,GO:0007005,mitochondrion organization,19_GO:0009987 cellular process,-2.6,3.2,3.7,21160,434,139,9,6.5,2.1,11977|12177|66092|66117|68197|68198|74580|224904|100040531,Atp7a|Bnip3l|Ghitm|Fmc1|Ndufc2|Ndufb2|Pyroxd2|Micos13|Dynlt1f,0,hits
GO Biological Processes,19,GO:0071456,cellular response to hypoxia,19_GO:0050896 response to stimulus,-2.6,5.4,4.3,21160,140,139,5,3.6,1.6,12177|53417|56484|64602|93759,Bnip3l|Hif3a|Foxo3|Ireb2|Sirt1,0,hits
Reactome Gene Sets,6,R-MMU-8876198,RAB GEFs exchange GTP for GDP on RABs,,-2.6,7,4.6,21160,87,139,4,2.9,1.4,56382|75964|80718|231874,Rab9|Trappc8|Rab27b|Ccz1,0,hits
GO Biological Processes,19,GO:0010811,positive regulation of cell-substrate adhesion,19_GO:0048518 positive regulation of biological process,-2.6,5.3,4.2,21160,144,139,5,3.6,1.6,13731|20971|23991|94214|170758,Emp2|Sdc4|Cib1|Spock2|Rac3,0,hits
GO Biological Processes,19,GO:0036293,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-2.6,3.4,3.7,21160,360,139,8,5.8,2,11564|12177|16523|53417|56484|64602|74747|93759,Adsl|Bnip3l|Kcnj8|Hif3a|Foxo3|Ireb2|Ddit4|Sirt1,0,hits
GO Biological Processes,19,GO:0006690,icosanoid metabolic process,19_GO:0009987 cellular process,-2.6,5.2,4.2,21160,146,139,5,3.6,1.6,13110|19215|23945|67103|224814,Cyp2j6|Ptgds|Mgll|Ptgr1|Abcc10,0,hits
GO Biological Processes,19,GO:1903578,regulation of ATP metabolic process,19_GO:0050789 regulation of biological process,-2.5,6.8,4.5,21160,89,139,4,2.9,1.4,16337|16418|68197|74747,Insr|Eif6|Ndufc2|Ddit4,0,hits
GO Biological Processes,19,GO:0016358,dendrite development,19_GO:0032502 developmental process,-2.5,5,4,21160,153,139,5,3.6,1.6,11977|17755|22157|242443|100040531,Atp7a|Map1b|Tulp1|Grin3a|Dynlt1f,0,hits
GO Biological Processes,19,GO:0006109,regulation of carbohydrate metabolic process,19_GO:0050789 regulation of biological process,-2.5,4.1,3.8,21160,221,139,6,4.3,1.7,13110|16337|16418|59090|74747|93759,Cyp2j6|Insr|Eif6|Midn|Ddit4|Sirt1,0,hits
GO Biological Processes,19,GO:0048736,appendage development,19_GO:0032502 developmental process,-2.5,4.1,3.8,21160,222,139,6,4.3,1.7,11977|18845|23967|226844|235320|245866,Atp7a|Plxna2|Osr1|Flvcr1|Zbtb16|Ift52,0,hits
GO Biological Processes,19,GO:0060173,limb development,19_GO:0032502 developmental process,-2.5,4.1,3.8,21160,222,139,6,4.3,1.7,11977|18845|23967|226844|235320|245866,Atp7a|Plxna2|Osr1|Flvcr1|Zbtb16|Ift52,0,hits
GO Biological Processes,19,GO:0006289,nucleotide-excision repair,19_GO:0050896 response to stimulus,-2.4,9.5,4.8,21160,48,139,3,2.2,1.2,17846|93759|107986,Commd1|Sirt1|Ddb2,0,hits
KEGG Pathway,24,mmu04150,mTOR signaling pathway - Mus musculus (house mouse),,-2.4,4.8,3.9,21160,158,139,5,3.6,1.6,16337|20662|22413|74747|75425,Insr|Sos1|Wnt2|Ddit4|Tti1,0,hits
WikiPathways,27,WP65,Insulin signaling,,-2.4,4.8,3.9,21160,159,139,5,3.6,1.6,13660|16337|20662|56484|225028,Ehd1|Insr|Sos1|Foxo3|Map4k3,0,hits
GO Biological Processes,19,GO:0035137,hindlimb morphogenesis,19_GO:0032502 developmental process,-2.4,9.3,4.7,21160,49,139,3,2.2,1.2,11977|23967|235320,Atp7a|Osr1|Zbtb16,0,hits
GO Biological Processes,19,GO:1900542,regulation of purine nucleotide metabolic process,19_GO:0050789 regulation of biological process,-2.4,6,4.1,21160,101,139,4,2.9,1.4,16337|16418|68197|74747,Insr|Eif6|Ndufc2|Ddit4,0,hits
GO Biological Processes,19,GO:2000378,negative regulation of reactive oxygen species metabolic process,19_GO:0048519 negative regulation of biological process,-2.3,9,4.6,21160,51,139,3,2.2,1.2,67103|68197|93759,Ptgr1|Ndufc2|Sirt1,0,hits
GO Biological Processes,19,GO:0006140,regulation of nucleotide metabolic process,19_GO:0050789 regulation of biological process,-2.3,6,4.1,21160,102,139,4,2.9,1.4,16337|16418|68197|74747,Insr|Eif6|Ndufc2|Ddit4,0,hits
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-2.3,3.9,3.6,21160,235,139,6,4.3,1.7,13731|20971|23991|77569|94214|170758,Emp2|Sdc4|Cib1|Limch1|Spock2|Rac3,0,hits
GO Biological Processes,19,GO:0043467,regulation of generation of precursor metabolites and energy,19_GO:0050789 regulation of biological process,-2.3,4.5,3.7,21160,168,139,5,3.6,1.6,11977|15925|16337|16418|74747,Atp7a|Ide|Insr|Eif6|Ddit4,0,hits
GO Biological Processes,19,GO:0036294,cellular response to decreased oxygen levels,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,21160,170,139,5,3.6,1.6,12177|53417|56484|64602|93759,Bnip3l|Hif3a|Foxo3|Ireb2|Sirt1,0,hits
WikiPathways,27,WP539,Wnt signaling pathway,,-2.2,5.6,3.9,21160,108,139,4,2.9,1.4,17755|21423|22413|319478,Map1b|Tcf3|Wnt2|Cxxc4,0,hits
GO Biological Processes,19,GO:0007006,mitochondrial membrane organization,19_GO:0009987 cellular process,-2.2,5.6,3.9,21160,109,139,4,2.9,1.4,12177|66092|224904|100040531,Bnip3l|Ghitm|Micos13|Dynlt1f,0,hits
GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-2.2,2.6,3.1,21160,593,139,10,7.2,2.2,11977|16523|20662|22413|23967|23991|53417|93759|170823|226844,Atp7a|Kcnj8|Sos1|Wnt2|Osr1|Cib1|Hif3a|Sirt1|Glmn|Flvcr1,0,hits
GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,19_GO:0032502 developmental process,-2.2,3.7,3.5,21160,247,139,6,4.3,1.7,17755|21423|27528|56392|56484|170758,Map1b|Tcf3|Nrep|Shoc2|Foxo3|Rac3,0,hits
Reactome Gene Sets,6,R-MMU-917937,Iron uptake and transport,,-2.2,8.2,4.4,21160,56,139,3,2.2,1.2,59049|64602|226844,Slc22a17|Ireb2|Flvcr1,0,hits
KEGG Pathway,24,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),,-2.2,4.3,3.6,21160,175,139,5,3.6,1.6,21885|22413|93759|170758|319478,Tle1|Wnt2|Sirt1|Rac3|Cxxc4,0,hits
Reactome Gene Sets,6,R-MMU-9007101,Rab regulation of trafficking,,-2.2,5.5,3.9,21160,111,139,4,2.9,1.4,56382|75964|80718|231874,Rab9|Trappc8|Rab27b|Ccz1,0,hits
Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-2.2,2.7,3.2,21160,505,139,9,6.5,2.1,13660|14700|17133|20662|20971|22143|23945|66866|80718,Ehd1|Gng10|Maff|Sos1|Sdc4|Tuba1b|Mgll|Nhlrc2|Rab27b,0,hits
GO Biological Processes,19,GO:1902305,regulation of sodium ion transmembrane transport,19_GO:0051179 localization,-2.2,8,4.3,21160,57,139,3,2.2,1.2,17846|23967|215748,Commd1|Osr1|Cnksr3,0,hits
KEGG Pathway,24,mmu05213,Endometrial cancer - Mus musculus (house mouse),,-2.2,7.9,4.3,21160,58,139,3,2.2,1.2,20662|56484|107986,Sos1|Foxo3|Ddb2,0,hits
GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0009987 cellular process,-2.2,2.7,3.1,21160,510,139,9,6.5,2.1,11564|11977|18103|19384|21351|66859|67528|68197|68198,Adsl|Atp7a|Nme2|Ran|Taldo1|Slc16a9|Nudt7|Ndufc2|Ndufb2,0,hits
GO Biological Processes,19,GO:0018205,peptidyl-lysine modification,19_GO:0009987 cellular process,-2.2,5.3,3.8,21160,114,139,4,2.9,1.4,11977|66180|93759|170930,Atp7a|P3h4|Sirt1|Sumo2,0,hits
GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-2.1,2.9,3.2,21160,426,139,8,5.8,2,11564|12177|16523|53417|56484|64602|74747|93759,Adsl|Bnip3l|Kcnj8|Hif3a|Foxo3|Ireb2|Ddit4|Sirt1,0,hits
GO Biological Processes,19,GO:0006839,mitochondrial transport,19_GO:0051179 localization,-2.1,4.2,3.5,21160,183,139,5,3.6,1.6,12177|66092|76137|226844|100040531,Bnip3l|Ghitm|Mcur1|Flvcr1|Dynlt1f,0,hits
KEGG Pathway,24,mmu04213,Longevity regulating pathway - multiple species - Mus musculus (house mouse),,-2.1,7.5,4.1,21160,61,139,3,2.2,1.2,16337|56484|93759,Insr|Foxo3|Sirt1,0,hits
Reactome Gene Sets,6,R-MMU-72163,mRNA Splicing - Major Pathway,,-2.1,4.1,3.5,21160,185,139,5,3.6,1.6,66420|66492|66810|72654|227707,Polr2e|Zmat2|Rbm22|Ccdc12|BC005624,0,hits
GO Biological Processes,19,GO:0034612,response to tumor necrosis factor,19_GO:0050896 response to stimulus,-2.1,4,3.4,21160,188,139,5,3.6,1.6,16337|23991|56484|93759|225028,Insr|Cib1|Foxo3|Sirt1|Map4k3,0,hits
GO Biological Processes,19,GO:0071453,cellular response to oxygen levels,19_GO:0050896 response to stimulus,-2.1,4,3.4,21160,188,139,5,3.6,1.6,12177|53417|56484|64602|93759,Bnip3l|Hif3a|Foxo3|Ireb2|Sirt1,0,hits
Reactome Gene Sets,6,R-MMU-2995410,Nuclear Envelope (NE) Reassembly,,-2.1,7.2,4,21160,63,139,3,2.2,1.2,19384|22143|103468,Ran|Tuba1b|Nup107,0,hits
GO Biological Processes,19,GO:0033121,regulation of purine nucleotide catabolic process,19_GO:0050789 regulation of biological process,-2.1,7.1,4,21160,64,139,3,2.2,1.2,16337|16418|74747,Insr|Eif6|Ddit4,0,hits
GO Biological Processes,19,GO:0006110,regulation of glycolytic process,19_GO:0050789 regulation of biological process,-2.1,7.1,4,21160,64,139,3,2.2,1.2,16337|16418|74747,Insr|Eif6|Ddit4,0,hits
GO Biological Processes,19,GO:0070252,actin-mediated cell contraction,19_GO:0009987 cellular process,-2.1,7.1,4,21160,64,139,3,2.2,1.2,13731|16523|77569,Emp2|Kcnj8|Limch1,0,hits
GO Biological Processes,19,GO:0030811,regulation of nucleotide catabolic process,19_GO:0050789 regulation of biological process,-2.1,7.1,4,21160,64,139,3,2.2,1.2,16337|16418|74747,Insr|Eif6|Ddit4,0,hits
Reactome Gene Sets,6,R-MMU-72172,mRNA Splicing,,-2.1,4,3.4,21160,191,139,5,3.6,1.6,66420|66492|66810|72654|227707,Polr2e|Zmat2|Rbm22|Ccdc12|BC005624,0,hits
GO Biological Processes,19,GO:0002931,response to ischemia,19_GO:0050896 response to stimulus,-2,7,4,21160,65,139,3,2.2,1.2,16523|20662|23991,Kcnj8|Sos1|Cib1,0,hits
GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-2,2.4,2.9,21160,633,139,10,7.2,2.2,11977|16523|20662|22413|23967|23991|53417|93759|170823|226844,Atp7a|Kcnj8|Sos1|Wnt2|Osr1|Cib1|Hif3a|Sirt1|Glmn|Flvcr1,0,hits
GO Biological Processes,19,GO:0009205,purine ribonucleoside triphosphate metabolic process,19_GO:0009987 cellular process,-2,3.9,3.3,21160,194,139,5,3.6,1.6,11977|18103|19384|68197|68198,Atp7a|Nme2|Ran|Ndufc2|Ndufb2,0,hits
