,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,5.93118877509658e-112,5.48097679278527,0.883,0.102,7.83806596629013e-108,Tnmd,0.781
2,1.08042046649736e-88,5.43061972330331,0.981,0.236,1.42777564647626e-84,Fmod,0.745
3,2.0456835659598e-77,4.81514786907658,0.864,0.169,2.70337083241588e-73,Ecrg4,0.695
4,3.32773707612964e-58,2.94811881545504,0.796,0.157,4.39760454610532e-54,Htra1,0.639
5,2.57272644343073e-69,4.82389520807147,0.738,0.12,3.39985799499371e-65,Chad,0.618
6,5.638563955206e-130,6.40874501144922,0.631,0.021,7.45136226680473e-126,Cilp2,0.61
7,2.66877844437282e-69,3.56685411191428,0.67,0.085,3.52679071423869e-65,Srpx2,0.585
8,4.33178512445664e-76,4.87996853084119,0.641,0.069,5.72445404196944e-72,Matn4,0.572
9,6.61519232722489e-49,2.80968824495926,0.913,0.345,8.74197666042769e-45,Pdgfrl,0.568
10,1.04348531222209e-56,4.16202705166348,0.67,0.112,1.37896584010149e-52,Chil1,0.558
11,3.49465550211513e-37,2.20748905295566,0.796,0.243,4.61818724604514e-33,Cthrc1,0.553
12,8.56378178248732e-67,4.0556935817848,0.99,0.447,1.1317037625557e-62,Col12a1,0.543
13,2.7056578320593e-65,3.44502096195775,0.602,0.067,3.57552682506637e-61,Tnc,0.535
14,9.30908795447081e-51,3.18670490197298,0.641,0.107,1.23019597318332e-46,Cpxm2,0.534
15,2.79775781829179e-44,3.10670205732381,0.709,0.181,3.6972369568726e-40,Cpz,0.528
16,6.60565414009721e-42,2.4307947703977,0.951,0.429,8.72937194613846e-38,Fn1,0.522
17,6.43273017620003e-44,3.50677065963094,0.874,0.378,8.50085292784834e-40,Thbs4,0.496
18,1.77164785885358e-39,2.71203083197942,0.612,0.126,2.34123264547501e-35,DEPRECATED-ENSMUSG00000006205,0.486
19,1.33298891643359e-31,1.86159494076015,0.913,0.431,1.76154485306698e-27,Ptgis,0.482
20,1.72920078239537e-43,2.6466548231274,0.573,0.096,2.28513883393548e-39,Meox1,0.477
21,3.29078926909195e-41,3.27684657784155,0.592,0.117,4.34877801910501e-37,Ltbp2,0.475
22,2.48972051960567e-33,2.47672982168509,0.612,0.153,3.29016566665889e-29,Prss12,0.459
23,8.26757848151708e-33,2.25650849939026,0.592,0.136,1.09256049633248e-28,Pycr1,0.456
24,1.96602515223628e-35,4.05055176480104,0.66,0.212,2.59810223868024e-31,Penk,0.448
25,2.82150901918321e-61,4.85701468896895,0.495,0.047,3.72862416885061e-57,Nell2,0.448
26,7.79300210724528e-19,1.3813102566064,0.718,0.288,1.02984522847246e-14,Mkx,0.43
27,1.40066683423619e-30,2.89075950042634,0.592,0.165,1.85098122144312e-26,Omd,0.427
28,5.50031306997462e-31,2.57290648314609,0.524,0.115,7.26866372197146e-27,Adora1,0.409
29,1.73575761872857e-31,2.67152949176643,0.515,0.112,2.2938036931498e-27,Tent5a,0.403
30,1.31594065277949e-15,1.02564957248071,0.699,0.298,1.73901557264809e-11,Aspn,0.401
31,1.06256772764109e-28,2.68592147392722,0.515,0.119,1.4041832520777e-24,Sfrp2,0.396
32,3.25211431657034e-25,2.3920326571098,0.524,0.143,4.29766906934771e-21,Aqp1,0.381
33,6.64041185262538e-33,2.00771260170458,0.893,0.517,8.77530426324444e-29,Clec11a,0.376
34,3.50695596312799e-18,1.25493146872882,0.796,0.422,4.63444230527364e-14,Mfap4,0.374
35,7.66308784686031e-21,1.63932528132891,0.534,0.164,1.01267705896259e-16,Clu,0.37
36,3.21919274664131e-61,6.42346068182539,0.388,0.023,4.25416321468649e-57,Angptl7,0.365
37,1.09706233321659e-13,1.19175286297061,0.689,0.326,1.44976787334573e-09,B3gnt9,0.363
38,2.56863715120254e-26,3.09271921802687,0.476,0.119,3.39445399531416e-22,Frem2,0.357
39,1.13853752605099e-16,1.67218991523454,0.583,0.227,1.50457734067638e-12,Srpx,0.356
40,2.74797964588023e-19,2.70557356962799,0.602,0.247,3.63145510203073e-15,Myoc,0.355
