,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,4.37145849492646e-77,3.60207258184683,0.643,0.103,5.77688240104532e-73,Kif1b,0.54
2,1.97965058912133e-74,3.73820960413181,0.556,0.07,2.61610825352384e-70,Pcbp4,0.486
3,1.02822105969083e-47,2.5821982039701,0.678,0.217,1.35879413038143e-43,Dctn1,0.461
4,2.87944304643963e-79,4.38013102913241,0.509,0.048,3.80518398586998e-75,Agpat3,0.461
5,1.41908724089328e-40,2.02370302371227,0.725,0.272,1.87532378884047e-36,Man2a2,0.453
6,4.72482089645703e-57,3.13071254916397,0.55,0.099,6.24385081466797e-53,Usp33,0.451
7,5.67155868338453e-49,2.85524762785485,0.643,0.194,7.49496480009265e-45,Hk1,0.449
8,1.71127627814717e-63,3.64231315174062,0.509,0.069,2.26145160157149e-59,Pkm,0.44
9,3.86066866701306e-50,2.88625204663026,0.561,0.124,5.10187364345775e-46,Ctbp2,0.437
10,5.15084451781098e-43,2.5590742010101,0.643,0.206,6.80684103028721e-39,Camk2d,0.437
11,2.13065319640405e-57,3.34658752264681,0.52,0.083,2.81565819904796e-53,Ldha,0.437
12,5.77331489948279e-46,2.714493535158,0.596,0.163,7.62943563966651e-42,Mef2d,0.433
13,9.60067153870187e-44,2.64506620053243,0.602,0.17,1.26872874383945e-39,Ppp2r5c,0.432
14,2.95577081567343e-68,4.01921073865314,0.48,0.052,3.90605113291243e-64,Ptp4a3,0.428
15,8.23603856836117e-48,3.20735931842742,0.556,0.13,1.08839249680893e-43,Anp32e,0.426
16,8.25190526749212e-64,3.89466154959359,0.474,0.056,1.09048928109908e-59,Fam53b,0.418
17,5.57805526680937e-54,3.22688226425505,0.497,0.082,7.37140003508858e-50,Mapre3,0.415
18,1.85612370749171e-38,2.43370794436612,0.608,0.196,2.45286747945029e-34,Clasp1,0.412
19,1.53219020778096e-54,3.25932394337487,0.485,0.075,2.02478935958254e-50,Map1b,0.41
20,4.38280987084135e-42,2.73086715278649,0.55,0.145,5.79188324431685e-38,Tnfsf13,0.405
21,1.27981147613498e-37,2.46139798610121,0.626,0.221,1.69127086571237e-33,Grina,0.405
22,1.09281861173795e-45,3.13673633679174,0.52,0.117,1.4441597954117e-41,Aldoa,0.403
23,1.70783867332788e-40,2.78631197228699,0.591,0.189,2.25690880680279e-36,Tnpo1,0.402
24,4.60161349325869e-39,2.55338308893224,0.544,0.145,6.08103223134136e-35,Aff1,0.399
25,3.78728190074157e-37,2.08648907297717,0.772,0.373,5.00489303182999e-33,Msi2,0.399
26,8.51775676309241e-52,3.29089402237574,0.474,0.076,1.12562155624266e-47,Dmd,0.398
27,2.78639315422414e-31,2.02631518937369,0.661,0.268,3.6822185533072e-27,Ndrg1,0.393
28,9.58579277531578e-46,3.09895101499403,0.485,0.094,1.26676251525798e-41,Stard7,0.391
29,2.06875205777735e-32,2.0010621398938,0.608,0.219,2.73385584435277e-28,Map4k3,0.389
30,1.58549800437135e-46,3.07883680997406,0.474,0.088,2.09523561277674e-42,Memo1,0.386
31,8.13032506425424e-30,1.85494033440867,0.655,0.275,1.0744224572412e-25,Rab28,0.38
32,7.0170956862847e-40,2.53096841816724,0.485,0.106,9.27309194942523e-36,Atp6v1b2,0.379
33,1.48605990719809e-57,3.76317547348905,0.427,0.049,1.96382816736228e-53,Bin1,0.378
34,1.18520664317781e-36,2.49613913709776,0.509,0.131,1.56625057895947e-32,Tet3,0.378
35,2.4630693522042e-56,4.19184093623219,0.427,0.053,3.25494614893786e-52,Ric8b,0.374
36,1.02162322030468e-43,2.91690324740357,0.45,0.081,1.35007508563264e-39,Fyco1,0.369
37,1.17944785810632e-32,2.30769117269915,0.649,0.283,1.5586403444875e-28,Adipor1,0.366
38,6.85703366378741e-28,1.7982096410672,0.678,0.317,9.06156998669506e-24,Purb,0.361
39,7.19053516652894e-30,2.10253457732384,0.608,0.247,9.50229222256799e-26,Hsp90aa1,0.361
40,1.56573022473828e-40,2.60128779111216,0.444,0.084,2.06911249199163e-36,Rhot1,0.36
41,2.18791842845574e-34,2.67704155668333,0.503,0.143,2.89133420320426e-30,Ncoa2,0.36
42,5.3174251301007e-29,2.07137362231973,0.602,0.247,7.02697730942808e-25,Glo1,0.355
43,9.65273891139676e-41,2.73334024394829,0.433,0.079,1.27560944714108e-36,Lpcat1,0.354
44,5.46056471853318e-39,2.70632857547321,0.444,0.09,7.2161362755416e-35,Ap1b1,0.354
45,2.83894627952385e-33,2.70205912401978,0.503,0.151,3.75166750839076e-29,AW549877,0.352
46,5.46705430998276e-50,3.61786302652836,0.404,0.053,7.22471227064222e-46,Fryl,0.351
47,1.83108193337865e-29,2.25055050498903,0.55,0.2,2.41977477495988e-25,Trafd1,0.35
48,4.05459638929501e-40,2.9151785669341,0.433,0.083,5.35814912845335e-36,Kdm4c,0.35
49,7.0812048118367e-37,2.70129262685106,0.45,0.101,9.3578121588422e-33,Snrk,0.349
50,3.10758515880032e-47,3.26822587220031,0.404,0.056,4.10667378735462e-43,Ttc8,0.348
51,6.24179294061843e-36,2.13356905771306,0.766,0.418,8.24852937102725e-32,Clstn1,0.348
52,1.74476511362969e-49,3.52413826915638,0.398,0.052,2.30570709766164e-45,Dlg4,0.346
53,4.75659613730614e-59,4.19005707814911,0.38,0.034,6.28584179545006e-55,Crocc,0.346
54,3.6377517009399e-23,1.70322159826397,0.538,0.204,4.80728887279208e-19,Ppp2r5e,0.334
55,4.48412258147248e-25,1.95373031237359,0.614,0.281,5.92576799141588e-21,Ap2a2,0.333
56,5.26645430015541e-38,3.03711362544158,0.409,0.079,6.95961935765538e-34,Vps37a,0.33
57,4.71493970456962e-35,2.67236518518716,0.415,0.085,6.23079281958876e-31,Dyrk2,0.33
58,2.76618155629007e-34,2.71658591411924,0.421,0.091,3.65550892663732e-30,Guk1,0.33
59,7.72515518487008e-77,6.36967113575985,0.339,0.01,1.02087925768058e-72,Epb41,0.329
60,2.29777155246807e-38,2.90958455046088,0.404,0.075,3.03650510658655e-34,Eno2,0.329
61,4.2635707545849e-25,1.99633347756591,0.585,0.256,5.63430875218395e-21,Zfp516,0.329
62,1.49456113364959e-24,1.90003607877141,0.567,0.238,1.97506253811794e-20,Ktn1,0.329
63,4.73197186818454e-29,2.54424016338518,0.45,0.122,6.25330082380586e-25,Atp2b1,0.328
64,4.31757351884536e-26,2.07719589429462,0.503,0.175,5.70567340515414e-22,Dnajc5,0.328
65,1.82341174659237e-25,2.05594816059058,0.515,0.188,2.40963862312182e-21,Eml3,0.327
66,8.05949888671378e-25,2.0480142496412,0.515,0.189,1.06506277787923e-20,Wdtc1,0.326
67,3.70198766947433e-21,1.74938045043782,0.637,0.312,4.89217670521033e-17,Cpe,0.325
68,2.6397096756698e-41,3.39517150805372,0.386,0.063,3.48837633639764e-37,Pcmtd2,0.323
69,4.17407885471059e-28,2.24094244187666,0.456,0.134,5.51604520650005e-24,Otud7b,0.322
70,2.62695534369744e-25,2.0916229649299,0.509,0.187,3.47152148669617e-21,Pias3,0.322
71,9.2526651579768e-25,1.97011488675096,0.556,0.236,1.22273970062663e-20,Mllt6,0.32
72,1.80599300770468e-26,2.28847709819845,0.474,0.154,2.38661975968173e-22,Acadvl,0.32
73,9.9135968155124e-50,4.05956847626928,0.357,0.038,1.31008181916996e-45,Stxbp1,0.319
74,3.38902258925397e-30,1.61372710111351,0.801,0.483,4.47859335169912e-26,Ybx3,0.318
75,4.3261255446176e-41,3.31987050431494,0.374,0.056,5.71697490721216e-37,Tspan7,0.318
76,1.88762179777662e-35,2.66598940492661,0.386,0.07,2.4944922057618e-31,Scarb1,0.316
77,2.57261830189229e-25,2.17360371951531,0.491,0.177,3.39971508595066e-21,Arl3,0.314
78,7.48884461202307e-48,3.80614915931221,0.351,0.038,9.89650815478849e-44,Laptm4b,0.313
79,5.23658597152984e-23,1.98444122937122,0.567,0.254,6.92014836137669e-19,Tnrc6b,0.313
80,3.00974379339483e-42,3.45111762262575,0.363,0.051,3.97737642297126e-38,Ndrg3,0.312
81,2.95708976670824e-23,1.96621799993457,0.491,0.18,3.90779412670494e-19,Arfgef1,0.311
82,4.17582226630357e-52,4.23710666182147,0.339,0.03,5.51834912492016e-48,Icmt,0.309
83,3.38221076867851e-31,2.56778615405921,0.398,0.089,4.46959153080865e-27,Frmd4b,0.309
84,1.56372055584882e-20,1.72053113608056,0.515,0.206,2.06645671455422e-16,Lpgat1,0.309
85,9.31383232074495e-37,3.04868016012654,0.374,0.065,1.23082294118645e-32,Zfp536,0.309
86,4.15743015185946e-39,3.27646110045835,0.363,0.056,5.49404394568227e-35,Bbs9,0.307
