Gene,TotalEvidenceCounts,EvidenceHit:hits,EvidenceGO:hits,EvidencePPI:hits
14699,3.0,1,1,1
225998,3.0,1,1,1
97064,3.0,1,1,1
19386,3.0,1,1,1
28169,3.0,1,1,1
231130,3.0,1,1,1
14281,3.0,1,1,1
12296,3.0,1,1,1
18011,3.0,1,1,1
14245,3.0,1,1,1
26380,3.0,1,1,1
16561,3.0,1,1,1
27360,3.0,1,1,1
58175,3.0,1,1,1
14688,3.0,1,1,1
68646,3.0,1,1,1
58233,3.0,1,1,1
52440,3.0,1,1,1
211770,3.0,1,1,1
20910,3.0,1,1,1
15277,3.0,1,1,1
26381,3.0,1,1,1
15511,3.0,1,1,1
245650,3.0,1,1,1
12759,3.0,1,1,1
14173,3.0,1,1,1
100732,3.0,1,1,1
19878,3.0,1,1,1
238021,3.0,1,1,1
52392,3.0,1,1,1
193740,3.0,1,1,1
103573,3.0,1,1,1
17758,3.0,1,1,1
70572,3.0,1,1,1
79221,3.0,1,1,1
64383,3.0,1,1,1
16500,3.0,1,1,1
26401,3.0,1,1,1
11928,3.0,1,1,1
243923,3.0,1,1,1
16195,3.0,1,1,1
14725,3.0,1,1,1
56324,3.0,1,1,1
13653,3.0,1,1,1
225004,3.0,1,1,1
17921,3.0,1,1,1
14693,3.0,1,1,1
56421,3.0,1,1,1
67070,3.0,1,1,1
56524,3.0,1,1,1
11603,3.0,1,1,1
18640,3.0,1,1,1
71648,3.0,1,1,1
18588,3.0,1,1,1
73750,3.0,1,1,1
54652,3.0,1,1,1
11426,3.0,1,1,1
22143,3.0,1,1,1
24013,3.0,1,1,1
11622,3.0,1,1,1
69583,3.0,1,1,1
14913,3.0,1,1,1
15165,3.0,1,1,1
56392,3.0,1,1,1
228026,3.0,1,1,1
19133,3.0,1,1,1
103172,3.0,1,1,1
107477,3.0,1,1,1
15370,3.0,1,1,1
19317,3.0,1,1,1
16647,3.0,1,1,1
14695,3.0,1,1,1
20848,3.0,1,1,1
20970,3.0,1,1,1
16477,3.0,1,1,1
52123,3.0,1,1,1
353187,3.0,1,1,1
18641,3.0,1,1,1
232227,3.0,1,1,1
22241,3.0,1,1,1
234404,3.0,1,1,1
107829,3.0,1,1,1
12223,3.0,1,1,1
72961,3.0,1,1,1
18708,3.0,1,1,1
11798,3.0,1,1,1
23959,3.0,1,1,1
224224,3.0,1,1,1
19739,3.0,1,1,1
18185,3.0,1,1,1
228357,3.0,1,1,1
109676,3.0,1,1,1
54725,3.0,1,1,1
16880,3.0,1,1,1
18587,3.0,1,1,1
11789,3.0,1,1,1
