p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
0,2.37545477319447,0.993,0.429,0,1,Egr1,0.564,0.560052
0,2.25569175871655,0.902,0.366,0,1,Fos,0.536,0.483472
0,2.98727191238156,0.581,0.136,0,1,Fosb,0.445,0.258545
1.98839035980115e-243,2.17335038084838,0.627,0.206,6.40858212963911e-239,1,Ier2,0.421,0.263967
7.18860104187435e-224,1.2364389069845,0.866,0.525,2.3168861157961e-219,1,Nr4a1,0.341,0.295306
4.84857018656428e-83,0.447012681887152,0.941,0.806,1.56269417112967e-78,1,Mat2a,0.135,0.127035
5.46106929824127e-73,0.325027568692184,0.955,0.854,1.76010263482316e-68,1,Pcare,0.101,0.096455
1.41664361789383e-66,1.40126326421698,0.385,0.175,4.56584238047182e-62,1,Junb,0.21,0.08085
7.11648809880942e-65,0.739313281247181,0.713,0.487,2.29364411424628e-60,1,Per1,0.226,0.161138
8.89973835720103e-56,0.666861896302526,0.714,0.502,2.86838567252589e-51,1,Zfp36l2,0.212,0.151368
3.98458628466502e-50,0.481834485123633,0.808,0.639,1.28423215954754e-45,1,Plekhf2,0.169,0.136552
8.32434054108485e-50,0.825280582507085,0.608,0.408,2.68293495639165e-45,1,Jun,0.2,0.1216
2.41344884894627e-44,0.630003960597895,0.678,0.501,7.77854564015382e-40,1,Btg2,0.177,0.120006
4.26463992862818e-43,0.596522811652511,0.711,0.529,1.37449344899686e-38,1,Ddit4,0.182,0.129402
1.33740167248164e-42,0.421272972659277,0.835,0.68,4.31044559040832e-38,1,Stk35,0.155,0.129425
1.2858579535585e-41,0.401217458377375,0.859,0.702,4.14432018431906e-37,1,Flcn,0.157,0.134863
1.95812678209352e-41,0.391430838718929,0.857,0.712,6.31104261868741e-37,1,Ccnl1,0.145,0.124265
2.47528810141797e-41,0.444329941778356,0.787,0.629,7.97785355087012e-37,1,Trp53inp2,0.158,0.124346
9.94674391977181e-41,0.585608161539242,0.682,0.493,3.20583556534245e-36,1,Peg3,0.189,0.128898
1.78240346057715e-39,0.985644213871564,0.374,0.204,5.74468635344016e-35,1,Sgk1,0.17,0.06358
1.9707642710335e-39,0.495882688995386,0.732,0.573,6.35177324554097e-35,1,Zfand5,0.159,0.116388
4.27831407067152e-37,0.42626376319132,0.786,0.626,1.37890062497743e-32,1,Slc25a25,0.16,0.12576
6.98821078771582e-36,0.576702882382262,0.654,0.494,2.25230033688081e-31,1,Cotl1,0.16,0.10464
3.96084178599592e-34,1.19764679213876,0.252,0.12,1.27657930762649e-29,1,Dusp1,0.132,0.033264
2.38394281578192e-33,0.752883227928779,0.502,0.336,7.68344769526512e-29,1,Dnajb1,0.166,0.083332
2.75090779743076e-33,0.473404902324942,0.72,0.565,8.86617583111934e-29,1,Jag1,0.155,0.1116
3.13980831787533e-32,0.492379102230835,0.69,0.492,1.01196022085122e-27,1,Gramd2,0.198,0.13662
3.42626207761768e-31,0.34597986971762,0.847,0.705,1.10428426761618e-26,1,Zfp654,0.142,0.120274
2.01687309324143e-30,0.456782967580212,0.731,0.562,6.50038197951712e-26,1,Stom,0.169,0.123539
5.83913214759595e-30,0.368595495360405,0.813,0.66,1.88195229117017e-25,1,Zscan26,0.153,0.124389
2.89020883149661e-29,0.560528337291874,0.604,0.453,9.31514306391359e-25,1,Jund,0.151,0.091204
1.19250227868153e-27,0.307418367864428,0.868,0.747,3.84343484419056e-23,1,Ip6k2,0.121,0.105028
2.17242187923464e-27,0.978229286953785,0.283,0.155,7.00171571677326e-23,1,Hist3h2a,0.128,0.036224
4.48060243884056e-27,0.274557350782412,0.921,0.797,1.44409816603831e-22,1,Clk1,0.124,0.114204
7.21409498513074e-27,0.373356409011682,0.804,0.646,2.32510281370764e-22,1,Tnfaip3,0.158,0.127032
8.78768868870124e-27,0.639678225053188,0.49,0.334,2.83227206436841e-22,1,Ddit3,0.156,0.07644
2.09442722504495e-26,0.524940184023464,0.596,0.435,6.75033894631988e-22,1,Ifrd1,0.161,0.095956
4.07350584952921e-26,0.373638493503055,0.76,0.63,1.31289093530327e-21,1,Hspa8,0.13,0.0988
4.55704819154252e-26,0.343419476271979,0.794,0.66,1.46873663213415e-21,1,Tob2,0.134,0.106396
1.11759188298067e-25,0.807584789231525,0.274,0.146,3.60199863884671e-21,1,Pde8a,0.128,0.035072
6.8163807271258e-25,0.622089148848295,0.467,0.316,2.19691950835265e-20,1,Dusp5,0.151,0.070517
9.06264492724686e-25,0.367696549910959,0.775,0.625,2.92089046005166e-20,1,Tob1,0.15,0.11625
9.08607067264292e-25,0.283563056514336,0.835,0.724,2.92844057779281e-20,1,Cdk5r2,0.111,0.092685
2.59763467530844e-24,0.473760836632501,0.624,0.481,8.37217655851911e-20,1,Slc26a2,0.143,0.089232
2.85606282819468e-24,0.385399292778528,0.751,0.589,9.20509049527146e-20,1,Srsf7,0.162,0.121662
3.43895858713194e-24,0.543957115189854,0.538,0.382,1.10837635263263e-19,1,Gadd45a,0.156,0.083928
4.49902308897786e-24,0.543523236387825,0.51,0.353,1.45003514157757e-19,1,Stk40,0.157,0.08007
1.99016268710511e-23,0.626701170373943,0.423,0.278,6.41429434053975e-19,1,Apba3,0.145,0.061335
2.39127213638116e-23,0.559047718324457,0.492,0.338,7.70707009555649e-19,1,Nop56,0.154,0.075768
3.70711050748156e-23,0.462047705345412,0.596,0.443,1.19480171656131e-18,1,Mafg,0.153,0.091188
4.82284905630041e-23,0.325252779789144,0.806,0.678,1.55440425084562e-18,1,Sik2,0.128,0.103168
5.95059644197072e-23,0.552504484977106,0.503,0.357,1.91787723324716e-18,1,Cggbp1,0.146,0.073438
9.4487570409361e-23,0.526508201856187,0.523,0.377,3.0453343942937e-18,1,Rabggtb,0.146,0.076358
1.11787302846767e-22,0.617383704054504,0.438,0.293,3.6029047707513e-18,1,Akirin1,0.145,0.06351
4.19950433456276e-22,0.615745342450874,0.39,0.248,1.35350024702958e-17,1,Fem1a,0.142,0.05538
4.92266075231176e-22,0.332425794094959,0.744,0.628,1.58657356047008e-17,1,Ddx3x,0.116,0.086304
8.74515699296428e-22,0.579179890953666,0.468,0.327,2.81856409883239e-17,1,Morf4l2,0.141,0.065988
1.11524178625998e-21,0.320508098130676,0.787,0.658,3.59442427711591e-17,1,Ivns1abp,0.129,0.101523
1.21560674425775e-21,0.565014237831618,0.462,0.321,3.91790053674272e-17,1,Nr1d1,0.141,0.065142
1.70242271079198e-21,0.432236097629276,0.63,0.485,5.48690839688257e-17,1,Plagl2,0.145,0.09135
1.97752557193904e-21,0.341504519296306,0.758,0.63,6.37356491835953e-17,1,Arl13b,0.128,0.097024
6.02445738244342e-21,0.51549957480632,0.49,0.346,1.94168261436151e-16,1,Ranbp6,0.144,0.07056
2.16409410782748e-20,0.279455815397264,0.829,0.714,6.97487530952797e-16,1,Dyrk2,0.115,0.095335
2.53446976072857e-20,0.294584489591919,0.808,0.694,8.16859603882818e-16,1,Kif1a,0.114,0.0921120000000001
4.50116129757783e-20,0.438801974083036,0.586,0.441,1.45072428620934e-15,1,D16Ertd472e,0.145,0.08497
6.26670832921543e-20,0.425883977621407,0.589,0.445,2.01976009450613e-15,1,Jmjd6,0.144,0.084816
6.57674685388171e-20,0.283342559711429,0.821,0.715,2.11968551100607e-15,1,Pfkp,0.106,0.087026
1.65872338368556e-19,0.332405431566572,0.761,0.627,5.34606546561854e-15,1,Spry2,0.134,0.101974
1.92329560420961e-19,0.724178930460013,0.285,0.172,6.19878173236757e-15,1,Mef2c,0.113,0.032205
2.92538718044666e-19,0.55680669259996,0.413,0.279,9.42852288257958e-15,1,Hexim1,0.134,0.055342
3.14552558744539e-19,0.636241666871437,0.365,0.24,1.01380289683365e-14,1,Srf,0.125,0.045625
3.78270521751648e-19,0.498534060665412,0.499,0.359,1.21916589160556e-14,1,Trib1,0.14,0.06986
8.08460453374882e-19,0.527952825457119,0.44,0.302,2.60566804122724e-14,1,Ptbp1,0.138,0.06072
8.35846102820892e-19,0.403319640763656,0.623,0.474,2.69393198939174e-14,1,Usp2,0.149,0.092827
9.73876339150516e-19,0.367093945911109,0.684,0.549,3.13880344108211e-14,1,Bhlhe41,0.135,0.09234
1.05798558270325e-18,0.472631037295356,0.481,0.337,3.40988753305257e-14,1,Sntg2,0.144,0.069264
1.60672925095701e-18,0.343143958686335,0.702,0.584,5.17848837583443e-14,1,Guca1a,0.118,0.082836
2.31078931583028e-18,0.642530643114174,0.337,0.219,7.44767396492099e-14,1,Zcchc3,0.118,0.039766
2.40033441286511e-18,0.492406481759329,0.495,0.362,7.73627781266426e-14,1,Tubb4b,0.133,0.065835
2.78730624478626e-18,0.303737270651003,0.767,0.645,8.98348802694613e-14,1,Bmpr1a,0.122,0.093574
3.42468127018207e-18,0.411499000872616,0.593,0.459,1.10377477337968e-13,1,Fam53c,0.134,0.079462
3.8873501238852e-18,0.483436603905221,0.457,0.318,1.2528929449282e-13,1,Plekhg3,0.139,0.063523
4.45397510965489e-18,0.456576686159818,0.535,0.401,1.43551617784177e-13,1,Ero1l,0.134,0.07169
6.03970787550605e-18,0.574268337809339,0.352,0.231,1.9465978482756e-13,1,Arg2,0.121,0.042592
8.85428103132237e-18,0.498804239360504,0.476,0.345,2.8537347763952e-13,1,Lonrf1,0.131,0.062356
1.0117088890029e-17,0.382693743076614,0.616,0.472,3.26073774925635e-13,1,Gjd2,0.144,0.088704
1.09612017466872e-17,0.422520967343853,0.527,0.383,3.53279532295727e-13,1,Unc45a,0.144,0.075888
1.2926590284655e-17,0.525200931177439,0.423,0.294,4.16624004874432e-13,1,Fam160b1,0.129,0.054567
1.63217893576909e-17,0.258958248060259,0.844,0.726,5.26051270998379e-13,1,Tra2a,0.118,0.099592
2.12238695752398e-17,0.447319932039752,0.484,0.348,6.8404531640998e-13,1,Pwwp2b,0.136,0.065824
2.50046965995031e-17,0.664130535830974,0.254,0.151,8.05901371401985e-13,1,Slbp,0.103,0.026162
1.17319328215448e-16,0.357220104186138,0.64,0.501,3.7812019483839e-12,1,Phax,0.139,0.08896
1.22642797288855e-16,0.458695661425032,0.473,0.343,3.9527773566198e-12,1,Fam110a,0.13,0.06149
1.54297520397906e-16,0.293786956820071,0.778,0.65,4.97300908242452e-12,1,Sfpq,0.128,0.099584
1.63698756774895e-16,0.383916369676253,0.6,0.464,5.27601093085486e-12,1,Ttc39c,0.136,0.0816
1.67307254605404e-16,0.400348300539502,0.562,0.432,5.39231281593217e-12,1,Vps37c,0.13,0.07306
1.68726111160275e-16,0.31040687998191,0.737,0.597,5.43804256269565e-12,1,Nlgn2,0.14,0.10318
1.75918808525063e-16,0.40316200565627,0.562,0.432,5.66986319876279e-12,1,Nim1k,0.13,0.07306
1.80988068730555e-16,0.269328142579536,0.806,0.687,5.83324545518579e-12,1,Hnrnph3,0.119,0.095914
1.87761959006216e-16,0.428853975879805,0.525,0.396,6.05156793877035e-12,1,P4ha1,0.129,0.067725
1.9839676291791e-16,0.355606035023776,0.659,0.531,6.39432766884425e-12,1,Dusp7,0.128,0.084352
3.00863568548207e-16,0.602697094561957,0.309,0.2,9.69683281430872e-12,1,Acot7,0.109,0.033681
3.0801421263884e-16,0.350727344904887,0.644,0.509,9.92729807334982e-12,1,Mast2,0.135,0.08694
3.12762206218547e-16,0.537701027204108,0.341,0.224,1.00803259064238e-11,1,Zcchc18,0.117,0.039897
3.53615080450792e-16,0.33114696585267,0.677,0.549,1.1397014042929e-11,1,Rassf8,0.128,0.086656
3.89313107027602e-16,0.383532981684369,0.607,0.481,1.25475614394996e-11,1,Egln1,0.126,0.076482
4.03660549394856e-16,0.579886476081718,0.331,0.219,1.30099795069962e-11,1,Lysmd3,0.112,0.037072
7.29100063457759e-16,0.55431728204366,0.318,0.207,2.34988950452436e-11,1,Gna11,0.111,0.035298
8.11257022377662e-16,0.498123425111148,0.381,0.261,2.61468138312321e-11,1,Hnrnpdl,0.12,0.04572
8.50705961311606e-16,0.613961479284137,0.301,0.196,2.74182531330731e-11,1,Skida1,0.105,0.031605
8.5148325466311e-16,0.393285181329302,0.539,0.406,2.7443305297792e-11,1,Itprid2,0.133,0.071687
1.91872530430929e-15,0.5083145077357,0.449,0.334,6.18405165578883e-11,1,Rdh10,0.115,0.051635
1.92352193283293e-15,0.340979710516653,0.663,0.519,6.19951118952053e-11,1,Amy1,0.144,0.095472
2.1194058244394e-15,0.567197908912829,0.29,0.185,6.8308449721682e-11,1,Rhobtb1,0.105,0.03045
2.36457280597747e-15,0.592634288915108,0.302,0.196,7.6210181536654e-11,1,Gzf1,0.106,0.032012
2.41954265903499e-15,0.316515927934237,0.717,0.583,7.79818599006978e-11,1,Mtmr6,0.134,0.096078
2.69769995509248e-15,0.438516873062764,0.468,0.342,8.69468695526306e-11,1,Mex3c,0.126,0.058968
2.71471258309506e-15,0.358056538133025,0.615,0.489,8.74951865531538e-11,1,Cldnd1,0.126,0.07749
3.24037443554972e-15,0.352797060757415,0.61,0.48,1.04437268057768e-10,1,Atf4,0.13,0.0793
3.27608510543972e-15,0.434002506594652,0.465,0.339,1.05588222948322e-10,1,Tsc22d2,0.126,0.05859
3.80103670897437e-15,0.384348975178531,0.558,0.431,1.22507413130244e-10,1,Xbp1,0.127,0.070866
4.89236833045441e-15,0.548597391416829,0.3,0.195,1.57681031290546e-10,1,Bcar1,0.105,0.0315
5.57208391600877e-15,0.417661672286683,0.495,0.371,1.79588264612962e-10,1,Abhd4,0.124,0.06138
5.93182278901239e-15,0.29314806633078,0.731,0.613,1.91182648489869e-10,1,Lbhd1,0.118,0.086258
1.11423004232719e-14,0.298648861732676,0.709,0.59,3.59116342642052e-10,1,Heg1,0.119,0.084371
1.23915446419795e-14,0.268202036409874,0.778,0.657,3.99379483810999e-10,1,Clk4,0.121,0.094138
1.32788236278202e-14,0.365634942898335,0.568,0.444,4.27976485524644e-10,1,Aldoc,0.124,0.070432
1.46574706026304e-14,0.329301114311426,0.648,0.513,4.72410277522779e-10,1,Msl2,0.135,0.08748
1.62966036304466e-14,0.573128850235616,0.283,0.182,5.25239535009295e-10,1,Clp1,0.101,0.028583
1.69137263775611e-14,0.296565155081937,0.735,0.597,5.45129401148794e-10,1,Ttc19,0.138,0.10143
1.79909431808969e-14,0.364502001370234,0.548,0.417,5.79848098720306e-10,1,Brd2,0.131,0.071788
1.90772394467483e-14,0.304292359853181,0.706,0.575,6.14859427368699e-10,1,Kmt5c,0.131,0.092486
2.04283635730891e-14,0.323192361625322,0.64,0.523,6.58406157960661e-10,1,Arid3b,0.117,0.07488
2.14364611456198e-14,0.526723103492079,0.326,0.219,6.90897142723326e-10,1,Map3k14,0.107,0.034882
2.29437051340249e-14,0.361539008377351,0.568,0.44,7.39475616469622e-10,1,Tctn3,0.128,0.072704
2.47563815173372e-14,0.362206009443249,0.589,0.464,7.97898176303779e-10,1,Aqp1,0.125,0.073625
2.48029231721503e-14,0.27223237253516,0.768,0.652,7.99398213838404e-10,1,Dusp8,0.116,0.089088
2.6148776137982e-14,0.3957368095927,0.508,0.383,8.4277505492716e-10,1,Seh1l,0.125,0.0635
2.63742507181896e-14,0.382010329857916,0.517,0.384,8.50042100647251e-10,1,Wdr82,0.133,0.068761
2.70087087126255e-14,0.520246909066235,0.361,0.254,8.70490681807918e-10,1,Spty2d1,0.107,0.038627
2.92145031963747e-14,0.382765745710555,0.51,0.381,9.41583438019158e-10,1,Uspl1,0.129,0.06579
3.0572015269664e-14,0.578670307180081,0.256,0.16,9.85336052141271e-10,1,Rassf1,0.096,0.024576
3.24709867869985e-14,0.431630503695631,0.452,0.334,1.04653990414496e-09,1,Irf2bp2,0.118,0.053336
4.52095580571872e-14,0.452962986066123,0.423,0.311,1.45710405618314e-09,1,Btbd10,0.112,0.047376
4.81846445938577e-14,0.350955930496169,0.557,0.423,1.55299109526003e-09,1,Las1l,0.134,0.074638
5.20637183374774e-14,0.661479460389335,0.251,0.161,1.6780136420169e-09,1,Ak4,0.09,0.02259
5.92418848257504e-14,0.402164325038583,0.467,0.348,1.90936594793393e-09,1,BC005561,0.119,0.055573
6.12264199024826e-14,0.412700128230006,0.48,0.363,1.97332751345701e-09,1,Pou6f1,0.117,0.05616
6.40435881620835e-14,0.590650998105773,0.286,0.19,2.06412484646395e-09,1,Zfp830,0.096,0.027456
6.49259577524782e-14,0.56158405595724,0.283,0.185,2.09256361836237e-09,1,Vasn,0.098,0.027734
7.48084730213873e-14,0.282371818055921,0.704,0.59,2.41107708547931e-09,1,Poldip3,0.114,0.080256
8.31736032465062e-14,0.263727083839723,0.767,0.652,2.6806852326349e-09,1,Ppm1n,0.115,0.088205
8.72298388639697e-14,0.45722806654335,0.403,0.291,2.81141770658574e-09,1,Utp3,0.112,0.045136
8.79938375576574e-14,0.330289404233968,0.64,0.521,2.8360413844833e-09,1,Ankrd52,0.119,0.07616
8.93289686848235e-14,0.424603231102604,0.435,0.316,2.87907266071186e-09,1,Reep2,0.119,0.051765
9.58536415455756e-14,0.253215109467413,0.795,0.672,3.0893628670139e-09,1,Rnpc3,0.123,0.097785
1.07278654766637e-13,0.535526785145218,0.32,0.217,3.4575910431287e-09,1,Knop1,0.103,0.03296
1.15701465510893e-13,0.338778654383303,0.59,0.464,3.72905823341607e-09,1,Upf1,0.126,0.07434
1.17530788979816e-13,0.491001204771069,0.378,0.269,3.78801732881948e-09,1,Kctd10,0.109,0.041202
1.22557974201917e-13,0.567382113069582,0.299,0.201,3.95004350852779e-09,1,Irf7,0.098,0.029302
1.23608206319654e-13,0.427731727864495,0.443,0.326,3.98389248968245e-09,1,Yod1,0.117,0.051831
1.38090785195554e-13,0.342713908931376,0.572,0.445,4.4506660068527e-09,1,Mterf3,0.127,0.072644
1.41598684360213e-13,0.428206008926285,0.412,0.296,4.56372559692968e-09,1,Maea,0.116,0.047792
1.58295599065467e-13,0.472448659701329,0.406,0.297,5.10186715787999e-09,1,Gxylt1,0.109,0.044254
1.61475541934279e-13,0.317055581879393,0.623,0.496,5.20435671654182e-09,1,Fam222a,0.127,0.079121
1.71765540586295e-13,0.476703784579371,0.402,0.294,5.53600337309628e-09,1,Gcc1,0.108,0.043416
1.74537169955929e-13,0.373538226759225,0.531,0.408,5.6253329876796e-09,1,Preb,0.123,0.065313
1.80923623589038e-13,0.426889017366824,0.423,0.309,5.8311683882747e-09,1,Pi4k2a,0.114,0.048222
2.35601014924652e-13,0.555286519091104,0.277,0.181,7.59342071102155e-09,1,Zfp868,0.096,0.026592
2.35615723695001e-13,0.477967182695036,0.323,0.22,7.59389477468988e-09,1,Ing1,0.103,0.033269
2.61610971097528e-13,0.600944733316731,0.262,0.171,8.43172159847331e-09,1,Trmt10c,0.091,0.023842
