p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,pct.1_pct.2,pct_method_1
0,0.988257339320185,0.976,0.794,0,2,Cpe,0.182,0.177632
0,0.509757315603245,0.997,0.968,0,2,Gnb1,0.029,0.028913
0,0.441158294594002,0.992,0.975,0,2,Slc17a7,0.017,0.016864
0,0.396725231041461,0.999,0.986,0,2,Rom1,0.013,0.012987
0,0.453212913509075,1,0.994,0,2,Rbp3,0.006,0.006
0,0.43690433873393,0.997,0.991,0,2,Pde6g,0.006,0.005982
0,0.36182329367519,1,0.998,0,2,Gnat1,0.002,0.002
0,0.303823947937741,1,1,0,2,Rho,0,0
1.34108974547415e-303,0.378276038632994,0.999,0.991,4.32233224966319e-299,2,Rcvrn,0.00800000000000001,0.00799200000000001
1.19019422652183e-302,0.751504905695911,0.98,0.888,3.83599599207986e-298,2,Clstn1,0.092,0.09016
3.52808056544967e-296,0.423936196437403,0.99,0.973,1.13710036624443e-291,2,Slc24a1,0.017,0.01683
1.51032395062223e-295,0.25840913073126,0.999,0.998,4.86777409285545e-291,2,Prph2,0.001,0.000999000000000001
5.48543903988788e-285,0.3977341642393,0.999,0.983,1.76795700255586e-280,2,Gngt1,0.016,0.015984
5.34736875407502e-281,0.727101974982908,0.978,0.865,1.72345694943838e-276,2,Atp1a3,0.113,0.110514
8.43397861054847e-267,0.353009671022009,0.995,0.982,2.71827130617977e-262,2,Rs1,0.013,0.012935
2.72460002660799e-258,0.346680299348737,0.995,0.976,8.78138588575755e-254,2,Unc119,0.019,0.018905
1.44858831323631e-251,0.499056226309522,0.983,0.923,4.66880013356063e-247,2,Reep6,0.0599999999999999,0.0589799999999999
1.53181340921422e-250,0.267483427446986,1,0.993,4.93703461789743e-246,2,Pdc,0.00700000000000001,0.00700000000000001
1.39193599157156e-232,0.447895119540576,0.983,0.96,4.48620970083513e-228,2,Tma7,0.023,0.022609
4.42016094690741e-223,0.752948236608876,0.952,0.821,1.42461787318826e-218,2,Zfp385a,0.131,0.124712
3.78331579623163e-220,0.641102852605887,0.971,0.847,1.21936268112545e-215,2,Mgarp,0.124,0.120404
4.41264542598792e-216,0.327948946020554,0.993,0.974,1.42219562079591e-211,2,Nrl,0.019,0.018867
3.37069229115034e-203,0.56474011734363,0.965,0.88,1.08637412543776e-198,2,Pkm,0.085,0.082025
1.52425530874138e-192,0.516459038001198,0.954,0.906,4.91267486007347e-188,2,Cdhr1,0.0479999999999999,0.0457919999999999
9.70711454076872e-192,1.03276252741517,0.904,0.669,3.12860301648976e-187,2,Eef1a1,0.235,0.21244
1.44391386169722e-186,0.509395141309652,0.966,0.895,4.65373437625015e-182,2,Adipor1,0.071,0.068586
1.87457373585457e-183,1.14166605927838,0.89,0.61,6.04175115065927e-179,2,Fth1,0.28,0.2492
3.49335260058784e-183,0.618844967841347,0.937,0.84,1.12590754316946e-178,2,Vtn,0.0970000000000001,0.0908890000000001
1.25999802517997e-176,0.41677245697976,0.976,0.916,4.06097363515503e-172,2,Cst3,0.0599999999999999,0.05856
1.93059698655632e-174,0.762488146070911,0.911,0.759,6.22231408767103e-170,2,Tspan7,0.152,0.138472
4.07790958288023e-162,0.415063188750092,0.966,0.929,1.3143102585623e-157,2,Impdh1,0.0369999999999999,0.0357419999999999
3.99374399143308e-159,1.19075841645789,0.844,0.581,1.28718368843888e-154,2,Tpt1,0.263,0.221972
2.1698007601834e-153,0.552225482320007,0.94,0.84,6.99326785007109e-149,2,Anp32e,0.1,0.094
6.36159960596336e-153,1.16340287124323,0.826,0.55,2.05034355300199e-148,2,Pgam1,0.276,0.227976
2.55350660322024e-137,1.10829836578604,0.826,0.583,8.22995178217882e-133,2,Ndufa4,0.243,0.200718
3.37036035114334e-137,0.647425239910291,0.903,0.788,1.0862671411735e-132,2,Ptms,0.115,0.103845
7.73618151463073e-135,0.674216773414982,0.896,0.78,2.49337130216548e-130,2,Arl3,0.116,0.103936
4.09097974199051e-131,0.834901171431141,0.849,0.679,1.31852277084354e-126,2,Purb,0.17,0.14433
6.231498324827e-131,0.276447500471646,0.978,0.959,2.00841191009174e-126,2,Guca1b,0.019,0.018582
3.86740933526867e-130,0.710740986483809,0.875,0.751,1.24646602875709e-125,2,Aplp2,0.124,0.1085
8.87918313449635e-127,0.414027296417419,0.946,0.895,2.86176072424817e-122,2,Map1b,0.0509999999999999,0.0482459999999999
2.51283402825589e-123,0.92598571063674,0.84,0.643,8.09886407306875e-119,2,Smim40,0.197,0.16548
3.16521567306293e-120,0.381052108422784,0.94,0.91,1.02014901142818e-115,2,Impg1,0.0299999999999999,0.0281999999999999
3.5169002158523e-119,0.885217373629115,0.828,0.633,1.1334969395692e-114,2,Atp5b,0.195,0.16146
4.10549499036187e-118,0.564484138321709,0.89,0.791,1.32320103539363e-113,2,Ndfip1,0.099,0.08811
3.67459347270059e-117,0.467908862850266,0.941,0.866,1.1843214762514e-112,2,Aldoa,0.075,0.070575
7.48102470131161e-115,0.355060603247176,0.936,0.902,2.41113426123273e-110,2,Elovl4,0.034,0.031824
6.85812649606317e-114,0.358004989649487,0.932,0.917,2.21037416968116e-109,2,Snap25,0.015,0.01398
1.1497854626426e-109,0.258486322363565,0.959,0.954,3.70575854609709e-105,2,Stxbp1,0.005,0.004795
5.9751322975326e-107,0.294221278200618,0.944,0.931,1.92578513949476e-102,2,Cplx4,0.0129999999999999,0.0122719999999999
8.40717046333614e-107,1.35303218711414,0.697,0.414,2.70963104033324e-102,2,Fau,0.283,0.197251
5.51997230223029e-105,0.360712021077596,0.958,0.899,1.77908707300882e-100,2,Hsp90aa1,0.0589999999999999,0.0565219999999999
2.60942962849466e-97,0.500965598886317,0.866,0.803,8.41019169263829e-93,2,Syp,0.063,0.054558
1.02929793101804e-96,0.898910583707908,0.773,0.591,3.31742723167115e-92,2,Ctsb,0.182,0.140686
3.2919856052716e-93,0.551933942690921,0.875,0.768,1.06100696057904e-88,2,Hmgn1,0.107,0.093625
1.33658841209051e-91,0.269120135880978,0.957,0.947,4.30782445216771e-87,2,Slc6a6,0.01,0.00957000000000001
7.37589250141067e-89,1.33129164683128,0.661,0.4,2.37725015320466e-84,2,Eef2,0.261,0.172521
1.26722383019617e-88,0.361856911579749,0.941,0.891,4.08426240472225e-84,2,Hk1,0.0499999999999999,0.0470499999999999
1.67619183056675e-88,0.434648010264921,0.881,0.822,5.40236626991662e-84,2,Rtbdn,0.059,0.051979
5.84381447562132e-88,0.976592211824412,0.747,0.531,1.88346140549275e-83,2,Chchd2,0.216,0.161352
1.25929390134872e-87,0.275311236644201,0.917,0.92,4.05870424404692e-83,2,Laptm4b,-0.003,-0.002751
1.55446428176544e-86,0.39717415637382,0.895,0.85,5.01003838013001e-82,2,Vopp1,0.045,0.040275
2.75532517081718e-81,0.363406233703932,0.908,0.857,8.88041302554376e-77,2,Kcnb1,0.051,0.046308
3.13815301283677e-81,0.617414000897933,0.835,0.712,1.01142671603729e-76,2,Guk1,0.123,0.102705
4.15213519354447e-78,1.00021270583443,0.722,0.503,1.33823317287938e-73,2,Ndufb11,0.219,0.158118
1.14599290100523e-76,0.510737052684283,0.857,0.771,3.69353511993986e-72,2,Eif4g2,0.086,0.073702
2.74640354071871e-74,0.596843611914328,0.82,0.715,8.85165861173639e-70,2,Cds1,0.105,0.0861
2.06525580666351e-70,0.496990012247636,0.827,0.759,6.65631946487651e-66,2,Fam3c,0.068,0.056236
3.37852592951288e-69,1.35866283153744,0.57,0.311,1.088898907082e-64,2,Ndufa1,0.259,0.14763
6.08860346773621e-68,0.788510769537458,0.752,0.572,1.96235689765138e-63,2,Pnrc1,0.18,0.13536
7.78400916747263e-68,0.421342376906907,0.869,0.811,2.50878615467643e-63,2,Vamp2,0.0579999999999999,0.0504019999999999
1.67292204928779e-66,1.0029410367961,0.678,0.479,5.39182776485455e-62,2,Spop,0.199,0.134922
2.87074532760731e-66,0.474455350595793,0.841,0.779,9.25241219087836e-62,2,Pcbp2,0.062,0.052142
3.02350823387498e-66,1.05904561211569,0.671,0.452,9.74476703777907e-62,2,Cox8a,0.219,0.146949
7.05979468770083e-65,0.400154092400205,0.885,0.834,2.27537182784598e-60,2,Prcd,0.051,0.045135
1.07107104854438e-64,0.413069946370417,0.86,0.803,3.45206198945853e-60,2,Anp32a,0.0569999999999999,0.0490199999999999
1.19949489000669e-64,1.21984907104593,0.582,0.338,3.86597203049155e-60,2,Chgb,0.244,0.142008
1.39199200888808e-63,1.04412960606403,0.662,0.449,4.4863902446463e-59,2,Ybx1,0.213,0.141006
8.75434287661682e-62,0.635244557860811,0.767,0.647,2.8215247091336e-57,2,Mlf2,0.12,0.09204
1.90694661842126e-61,0.350766929869347,0.856,0.843,6.14608895117171e-57,2,Sv2b,0.013,0.011128
3.11372615481728e-61,1.12532356606639,0.613,0.391,1.00355393969761e-56,2,Map1lc3a,0.222,0.136086
1.52270780723249e-60,0.63058627178576,0.744,0.642,4.90768726271033e-56,2,Rtn3,0.102,0.075888
3.31913846458153e-60,1.13399734891038,0.617,0.389,1.06975832713463e-55,2,Smim40-ps,0.228,0.140676
1.18624119461429e-59,0.478106871816505,0.806,0.748,3.82325537024187e-55,2,Pla2g7,0.058,0.046748
2.90148510910612e-59,0.651524491814219,0.75,0.634,9.35148650664901e-55,2,Ywhae,0.116,0.087
7.49064529372509e-59,0.718030383082146,0.731,0.58,2.4142349781676e-54,2,Mdh1,0.151,0.110381
8.4326941781088e-59,0.456148280807307,0.856,0.774,2.71785733360447e-54,2,Ap2m1,0.082,0.070192
1.87520459537851e-58,1.15979475823152,0.595,0.382,6.04378441090494e-54,2,Eif3f,0.213,0.126735
2.94065720878254e-58,0.473198676810258,0.837,0.765,9.47773818390613e-54,2,Ssu72,0.072,0.060264
4.50237300516289e-56,0.551619113163798,0.811,0.695,1.451114819564e-51,2,Ckb,0.116,0.0940760000000001
6.64936643390195e-56,0.873503519905462,0.668,0.493,2.1430908016466e-51,2,Clptm1,0.175,0.1169
3.33447509086038e-53,0.812012905776982,0.695,0.532,1.0747013217843e-48,2,Gabarapl2,0.163,0.113285
5.76270491114392e-53,1.23661220908513,0.544,0.319,1.85731979286169e-48,2,Cox7a2l,0.225,0.1224
9.66985176332274e-53,0.690565265547098,0.731,0.595,3.11659322331892e-48,2,Atp6v0e2,0.136,0.099416
6.79178116623049e-52,0.91063943708914,0.658,0.485,2.18899106987609e-47,2,Selenow,0.173,0.113834
1.38482472076422e-51,0.491187212077656,0.798,0.713,4.46329007502307e-47,2,Dnmt3a,0.0850000000000001,0.0678300000000001
2.23217878222702e-51,0.847113992256972,0.684,0.503,7.19431221511769e-47,2,Ndufb8,0.181,0.123804
3.25028076083733e-51,0.921691768550459,0.642,0.472,1.04756548921787e-46,2,Ndufb9,0.17,0.10914
4.52557741812803e-50,0.885585483255444,0.67,0.502,1.45859360186267e-45,2,Tcf20,0.168,0.11256
5.5042249023581e-50,0.659728139309743,0.722,0.594,1.77401168603001e-45,2,Atp6v0c,0.128,0.092416
5.99497325250169e-50,1.12311085482979,0.56,0.356,1.9321798792813e-45,2,Canx,0.204,0.11424
5.55749278408765e-49,1.05101151396035,0.588,0.388,1.79117992431145e-44,2,Hsbp1,0.2,0.1176
1.3428597245424e-47,0.681513780603318,0.734,0.572,4.32803689220017e-43,2,Hist1h2bc,0.162,0.118908
2.78451995046604e-47,0.34204122881333,0.851,0.825,8.97450780035204e-43,2,Ncam1,0.026,0.022126
4.39240446126531e-47,0.511351103264335,0.769,0.683,1.41567195786581e-42,2,Ddx6,0.086,0.066134
9.16271419293578e-47,1.26703436216078,0.494,0.288,2.9531427843832e-42,2,Cox4i1,0.206,0.101764
1.12226101554964e-46,0.847940515691465,0.637,0.477,3.61704725311648e-42,2,Pigt,0.16,0.10192
1.37377751150566e-46,1.39170485679477,0.451,0.241,4.42768491958274e-42,2,Mif,0.21,0.09471
6.6221354534407e-45,1.17357885819457,0.494,0.292,2.13431425664394e-40,2,P4hb,0.202,0.099788
6.75669121750196e-45,0.419871702056758,0.827,0.76,2.17768157940088e-40,2,Lgalsl,0.067,0.055409
8.85656111993884e-45,0.652059328308294,0.701,0.599,2.85446964895629e-40,2,Ctsf,0.102,0.071502
9.23366178786937e-44,1.44151628895787,0.426,0.228,2.9760091942303e-39,2,Cox6b1,0.198,0.084348
1.19452112253527e-43,0.781611286163186,0.676,0.52,3.84994157793116e-39,2,Grcc10,0.156,0.105456
2.40417370828983e-43,0.561975229177336,0.723,0.635,7.74865186181813e-39,2,Prnp,0.088,0.063624
6.16979856012703e-43,0.748550004054581,0.663,0.512,1.98852607592894e-38,2,Slc25a5,0.151,0.100113
9.36538499942181e-42,0.797994596773303,0.636,0.463,3.01846358531365e-37,2,Rabac1,0.173,0.110028
1.52782648552884e-41,1.01862835240101,0.562,0.377,4.92418476285944e-37,2,Atp5j2,0.185,0.10397
3.77744993709787e-41,0.80367068043084,0.64,0.479,1.21747211472664e-36,2,Park7,0.161,0.10304
5.24961845013867e-41,0.852626038800284,0.634,0.465,1.69195202647969e-36,2,Cox7c,0.169,0.107146
6.79573370136643e-41,1.08035062473786,0.523,0.333,2.1902649719504e-36,2,Tle5,0.19,0.09937
1.09836515920981e-40,0.721305964507535,0.646,0.532,3.54003090813322e-36,2,Bsg,0.114,0.073644
6.36427737001132e-40,0.28785299924892,0.836,0.832,2.05120659635465e-35,2,Scamp5,0.004,0.003344
6.01531339908172e-39,1.09173376188663,0.511,0.331,1.93873550852404e-34,2,Atp5mpl,0.18,0.09198
2.38005641481682e-38,0.72399011419333,0.63,0.502,7.67092182495461e-34,2,DEPRECATED-ENSMUSG00000031144,0.128,0.08064
5.73972684263197e-38,0.417547044025457,0.785,0.735,1.84991396138028e-33,2,Ttyh1,0.05,0.03925
4.28544885737361e-37,1.09231210110236,0.505,0.331,1.38120016673151e-32,2,Pfdn5,0.174,0.08787
1.00005839805703e-36,0.788336565365436,0.62,0.461,3.22318821693779e-32,2,Abhd8,0.159,0.09858
1.5137892088681e-36,0.374636794855657,0.779,0.742,4.87894262018188e-32,2,Zdhhc5,0.037,0.028823
2.26709642673922e-36,0.56096058172247,0.716,0.623,7.30685178338051e-32,2,H2afv,0.093,0.066588
2.71115243922583e-36,0.753373233191348,0.626,0.476,8.73804431162485e-32,2,Tubb5,0.15,0.0939
4.74500211603098e-36,0.425000413421348,0.777,0.699,1.52931418199679e-31,2,Tmem229b,0.0780000000000001,0.060606
2.83955785253361e-35,1.02551809181389,0.51,0.339,9.15189495871581e-31,2,Pebp1,0.171,0.08721
2.85966256034972e-35,0.258923925218531,0.841,0.855,9.21669243200713e-31,2,Egflam,-0.014,-0.011774
2.87967346968756e-35,0.474323863287584,0.725,0.667,9.281187592803e-31,2,Scg5,0.0579999999999999,0.04205
7.21218719022835e-35,0.956825847418393,0.535,0.362,2.3244879314106e-30,2,Calm3,0.173,0.092555
2.88568339951448e-34,1.05324388560449,0.502,0.328,9.30055759663517e-30,2,Ndufb1-ps,0.174,0.087348
5.32839218235573e-34,0.561361231479613,0.699,0.601,1.71734080037325e-29,2,Hsp90b1,0.098,0.068502
2.91382881684769e-33,0.882398069821683,0.553,0.39,9.39127027670012e-29,2,Cops9,0.163,0.090139
