Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0045724,positive regulation of cilium assembly,19_GO:0048518 positive regulation of biological process,-4.3,19,8.3,21160,33,135,4,3,1.5,101565|219103|225523|234776,Ccp110|Cpap|Cep120|Atmin,-0.28,MyList
Reactome Gene Sets,6,R-MMU-2262752,Cellular responses to stress,,-4.2,3.9,5.2,21160,480,135,12,8.9,2.4,13666|13875|14950|15516|17684|19744|20655|22143|70247|77891|112406|333182,Eif2ak3|Erf|H13|Hsp90ab1|Cited2|Rheb|Sod1|Tuba1b|Psmd1|Ube2s|Egln2|Cox6b2,-0.28,MyList
KEGG Pathway,24,mmu04140,Autophagy - animal - Mus musculus (house mouse),,-4,6.6,5.8,21160,167,135,7,5.2,1.9,13033|13666|18709|19053|19744|73205|77040,Ctsd|Eif2ak3|Pik3r2|Ppp2cb|Rheb|C9orf72|Atg16l1,-0.23,MyList
Reactome Gene Sets,6,R-MMU-8953897,Cellular responses to stimuli,,-3.7,3.5,4.7,21160,543,135,12,8.9,2.4,13666|13875|14950|15516|17684|19744|20655|22143|70247|77891|112406|333182,Eif2ak3|Erf|H13|Hsp90ab1|Cited2|Rheb|Sod1|Tuba1b|Psmd1|Ube2s|Egln2|Cox6b2,-0.078,MyList
GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,19_GO:0009987 cellular process,-3.5,3.5,4.5,21160,493,135,11,8.1,2.4,13666|14950|19053|22644|28199|66967|70247|75770|77891|83814|117198,Eif2ak3|H13|Ppp2cb|Rnf103|Dcaf11|Edem3|Psmd1|Brsk2|Ube2s|Nedd4l|Ivns1abp,-0.029,MyList
GO Biological Processes,19,GO:0036503,ERAD pathway,19_GO:0050896 response to stimulus,-3.4,8.2,5.7,21160,95,135,5,3.7,1.6,13666|14950|22644|66967|75770,Eif2ak3|H13|Rnf103|Edem3|Brsk2,-0.029,MyList
KEGG Pathway,24,mmu05020,Prion disease - Mus musculus (house mouse),,-3.4,4.6,4.8,21160,273,135,8,5.9,2,12859|13666|16440|18709|20655|22143|70247|333182,Cox5b|Eif2ak3|Itpr3|Pik3r2|Sod1|Tuba1b|Psmd1|Cox6b2,-0.029,MyList
Reactome Gene Sets,6,R-MMU-69275,G2/M Transition,,-3.3,5.9,5,21160,159,135,6,4.4,1.8,15516|19053|22143|70247|101565|219103,Hsp90ab1|Ppp2cb|Tuba1b|Psmd1|Ccp110|Cpap,-0.025,MyList
GO Biological Processes,19,GO:0042491,inner ear auditory receptor cell differentiation,19_GO:0032502 developmental process,-3.2,10,5.9,21160,60,135,4,3,1.5,14182|16449|20655|239250,Fgfr1|Jag1|Sod1|Slitrk6,-0.025,MyList
Reactome Gene Sets,6,R-MMU-453274,Mitotic G2-G2/M phases,,-3.2,5.8,4.9,21160,161,135,6,4.4,1.8,15516|19053|22143|70247|101565|219103,Hsp90ab1|Ppp2cb|Tuba1b|Psmd1|Ccp110|Cpap,-0.025,MyList
WikiPathways,27,WP3855,Dysregulated miRNA targeting in insulin PI3K AKT signaling,,-3.2,18,7,21160,26,135,3,2.2,1.3,12444|14252|19744,Ccnd2|Flot2|Rheb,-0.025,MyList
GO Biological Processes,19,GO:0051603,proteolysis involved in protein catabolic process,19_GO:0009987 cellular process,-3.2,2.9,4,21160,714,135,13,9.6,2.5,13666|14950|19053|22129|22644|28199|66515|66967|70247|75770|77891|83814|117198,Eif2ak3|H13|Ppp2cb|Ttc3|Rnf103|Dcaf11|Cul7|Edem3|Psmd1|Brsk2|Ube2s|Nedd4l|Ivns1abp,-0.016,MyList
GO Biological Processes,19,GO:0034976,response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-3,4.5,4.4,21160,242,135,7,5.2,1.9,13666|14950|18709|19053|22644|66967|75770,Eif2ak3|H13|Pik3r2|Ppp2cb|Rnf103|Edem3|Brsk2,0,MyList
GO Biological Processes,19,GO:0035315,hair cell differentiation,19_GO:0032502 developmental process,-3,9.2,5.4,21160,68,135,4,3,1.5,14182|16449|20655|239250,Fgfr1|Jag1|Sod1|Slitrk6,0,MyList
GO Biological Processes,19,GO:0032292,peripheral nervous system axon ensheathment,19_GO:0032502 developmental process,-2.9,14,6,21160,34,135,3,2.2,1.3,16202|19153|20655,Ilk|Prx|Sod1,0,MyList
GO Biological Processes,19,GO:0022011,myelination in peripheral nervous system,19_GO:0032502 developmental process,-2.9,14,6,21160,34,135,3,2.2,1.3,16202|19153|20655,Ilk|Prx|Sod1,0,MyList
Reactome Gene Sets,6,R-MMU-69278,"Cell Cycle, Mitotic",,-2.9,3.2,3.9,21160,496,135,10,7.4,2.3,12444|15516|19053|19387|22143|70247|77891|101565|219103|231506,Ccnd2|Hsp90ab1|Ppp2cb|Rangap1|Tuba1b|Psmd1|Ube2s|Ccp110|Cpap|Lin54,0,MyList
KEGG Pathway,24,mmu04915,Estrogen signaling pathway - Mus musculus (house mouse),,-2.8,5.8,4.5,21160,134,135,5,3.7,1.6,11513|13033|15516|16440|18709,Adcy7|Ctsd|Hsp90ab1|Itpr3|Pik3r2,0,MyList
