Gene,TotalEvidenceCounts,EvidenceHit:hits,EvidenceGO:hits,EvidencePPI:hits
12520,3.0,1,1,1
22041,3.0,1,1,1
73024,3.0,1,1,1
54612,3.0,1,1,1
83603,3.0,1,1,1
22272,3.0,1,1,1
20525,3.0,1,1,1
56455,3.0,1,1,1
20597,3.0,1,1,1
19261,3.0,1,1,1
22143,3.0,1,1,1
56208,3.0,1,1,1
29813,3.0,1,1,1
14673,3.0,1,1,1
11429,3.0,1,1,1
13033,3.0,1,1,1
20014,3.0,1,1,1
12837,3.0,1,1,1
72736,3.0,1,1,1
665155,3.0,1,1,1
14859,3.0,1,1,1
17289,3.0,1,1,1
11773,3.0,1,1,1
20168,3.0,1,1,1
21881,3.0,1,1,1
75747,3.0,1,1,1
27362,3.0,1,1,1
14319,3.0,1,1,1
20917,3.0,1,1,1
22601,3.0,1,1,1
18611,3.0,1,1,1
66152,3.0,1,1,1
114128,3.0,1,1,1
14183,3.0,1,1,1
13200,3.0,1,1,1
20467,3.0,1,1,1
386649,3.0,1,1,1
229096,3.0,1,1,1
70361,3.0,1,1,1
15516,3.0,1,1,1
54325,3.0,1,1,1
19268,3.0,1,1,1
27360,3.0,1,1,1
19156,3.0,1,1,1
66046,3.0,1,1,1
26442,3.0,1,1,1
16423,3.0,1,1,1
108664,3.0,1,1,1
22339,3.0,1,1,1
71853,3.0,1,1,1
57394,3.0,1,1,1
73916,3.0,1,1,1
12313,3.0,1,1,1
208263,3.0,1,1,1
66286,3.0,1,1,1
78330,3.0,1,1,1
19682,3.0,1,1,1
66377,3.0,1,1,1
29873,3.0,1,1,1
12829,3.0,1,1,1
20682,3.0,1,1,1
14979,3.0,1,1,1
246710,3.0,1,1,1
12822,3.0,1,1,1
12864,3.0,1,1,1
20733,3.0,1,1,1
67511,3.0,1,1,1
18008,3.0,1,1,1
69804,3.0,1,1,1
19245,3.0,1,1,1
19303,3.0,1,1,1
14118,3.0,1,1,1
13001,3.0,1,1,1
14609,3.0,1,1,1
18550,3.0,1,1,1
17295,3.0,1,1,1
232087,3.0,1,1,1
13010,3.0,1,1,1
13030,3.0,1,1,1
17319,3.0,1,1,1
14775,3.0,1,1,1
18242,3.0,1,1,1
19141,3.0,1,1,1
29817,3.0,1,1,1
