Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-MMU-71291,Metabolism of amino acids and derivatives,,-13,10,12,21160,227,161,18,11,2.5,12035|14718|17463|18242|18245|18263|19125|19167|19181|20539|26440|26441|26443|56551|56752|57296|67089|110391,Bcat1|Got1|Psmd7|Oat|Oaz1|Odc1|Prodh|Psma3|Psmc2|Slc7a5|Psma1|Psma4|Psma6|Txn2|Aldh9a1|Psmd8|Psmc6|Qdpr,-9,hits
Reactome Gene Sets,6,R-MMU-350562,Regulation of ornithine decarboxylase (ODC),,-13,36,18,21160,37,161,10,6.2,1.9,17463|18245|18263|19167|19181|26440|26441|26443|57296|67089,Psmd7|Oaz1|Odc1|Psma3|Psmc2|Psma1|Psma4|Psma6|Psmd8|Psmc6,-9,hits
Reactome Gene Sets,6,R-MMU-8948751,Regulation of PTEN stability and activity,,-13,27,17,21160,53,161,11,6.8,2,17463|19167|19181|19211|22190|26440|26441|26443|56424|57296|67089,Psmd7|Psma3|Psmc2|Pten|Ubc|Psma1|Psma4|Psma6|Stub1|Psmd8|Psmc6,-9,hits
Reactome Gene Sets,6,R-MMU-9711123,Cellular response to chemical stress,,-13,14,14,21160,140,161,15,9.3,2.3,12858|12861|12867|14950|17463|19167|19181|22190|26440|26441|26443|56551|57296|67089|69590,Cox5a|Cox6a1|Cox7c|H13|Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Txn2|Psmd8|Psmc6|Gpx8,-9,hits
Reactome Gene Sets,6,R-MMU-8939902,Regulation of RUNX2 expression and activity,,-12,33,18,21160,40,161,10,6.2,1.9,17463|19167|19181|22190|26440|26441|26443|56424|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Stub1|Psmd8|Psmc6,-8.9,hits
Reactome Gene Sets,6,R-MMU-8941858,Regulation of RUNX3 expression and activity,,-12,31,17,21160,42,161,10,6.2,1.9,17463|19167|19181|20779|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Src|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.8,hits
Reactome Gene Sets,6,R-MMU-5610785,GLI3 is processed to GLI3R by the proteasome,,-12,31,17,21160,43,161,10,6.2,1.9,17463|18747|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Prkaca|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.7,hits
Reactome Gene Sets,6,R-MMU-6807070,PTEN Regulation,,-12,20,15,21160,79,161,12,7.5,2.1,17463|19167|19181|19211|22190|26440|26441|26443|56424|57296|67089|68441,Psmd7|Psma3|Psmc2|Pten|Ubc|Psma1|Psma4|Psma6|Stub1|Psmd8|Psmc6|Rraga,-8.7,hits
Reactome Gene Sets,6,R-MMU-351202,Metabolism of polyamines,,-12,29,17,21160,45,161,10,6.2,1.9,17463|18245|18263|19167|19181|26440|26441|26443|57296|67089,Psmd7|Oaz1|Odc1|Psma3|Psmc2|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.6,hits
Reactome Gene Sets,6,R-MMU-4608870,Asymmetric localization of PCP proteins,,-12,27,16,21160,48,161,10,6.2,1.9,14369|17463|19167|19181|22190|26440|26441|26443|57296|67089,Fzd7|Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.4,hits
Reactome Gene Sets,6,R-MMU-5358346,Hedgehog ligand biogenesis,,-12,27,16,21160,49,161,10,6.2,1.9,17463|19167|19181|22190|26440|26441|26443|57296|67089|74126,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6|Syvn1,-8.3,hits
KEGG Pathway,24,mmu05012,Parkinson disease - Mus musculus (house mouse),,-11,8.6,11,21160,274,161,18,11,2.5,12858|12861|12867|14679|17463|18747|19167|19181|22190|26440|26441|26443|56551|57296|66152|67003|67089|227613,Cox5a|Cox6a1|Cox7c|Gnai3|Psmd7|Prkaca|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Txn2|Psmd8|Uqcr10|Uqcrc2|Psmc6|Tubb4b,-8.3,hits
Reactome Gene Sets,6,R-MMU-8878166,Transcriptional regulation by RUNX2,,-11,26,16,21160,51,161,10,6.2,1.9,17463|19167|19181|22190|26440|26441|26443|56424|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Stub1|Psmd8|Psmc6,-8.2,hits
Reactome Gene Sets,6,R-MMU-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,,-11,26,16,21160,51,161,10,6.2,1.9,17463|19167|19181|22190|26440|26441|26443|57296|67089|112405,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6|Egln1,-8.2,hits
Reactome Gene Sets,6,R-MMU-75815,Ubiquitin-dependent degradation of Cyclin D,,-11,32,17,21160,37,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.1,hits
Reactome Gene Sets,6,R-MMU-4086400,PCP/CE pathway,,-11,20,14,21160,72,161,11,6.8,2,14369|17463|19167|19181|22190|26440|26441|26443|57296|67089|232910,Fzd7|Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6|Ap2s1,-8.1,hits
Reactome Gene Sets,6,R-MMU-69610,p53-Independent DNA Damage Response,,-11,31,16,21160,38,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.1,hits
Reactome Gene Sets,6,R-MMU-349425,Autodegradation of the E3 ubiquitin ligase COP1,,-11,31,16,21160,38,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.1,hits
Reactome Gene Sets,6,R-MMU-69613,p53-Independent G1/S DNA damage checkpoint,,-11,31,16,21160,38,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.1,hits
Reactome Gene Sets,6,R-MMU-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,,-11,31,16,21160,38,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-8.1,hits
Reactome Gene Sets,6,R-MMU-1234174,Cellular response to hypoxia,,-11,24,15,21160,55,161,10,6.2,1.9,17463|19167|19181|22190|26440|26441|26443|57296|67089|112405,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6|Egln1,-8,hits
Reactome Gene Sets,6,R-MMU-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,,-11,30,16,21160,40,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-7.9,hits
Reactome Gene Sets,6,R-MMU-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,,-11,30,16,21160,40,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-7.9,hits
Reactome Gene Sets,6,R-MMU-1168372,Downstream signaling events of B Cell Receptor (BCR),,-11,23,14,21160,58,161,10,6.2,1.9,17463|19167|19181|22190|26440|26441|26443|57296|67089|240168,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6|Rasgrp3,-7.9,hits
Reactome Gene Sets,6,R-MMU-4641257,Degradation of AXIN,,-11,29,16,21160,41,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-7.9,hits
Reactome Gene Sets,6,R-MMU-5610780,Degradation of GLI1 by the proteasome,,-11,29,16,21160,41,161,9,5.6,1.8,17463|19167|19181|22190|26440|26441|26443|57296|67089,Psmd7|Psma3|Psmc2|Ubc|Psma1|Psma4|Psma6|Psmd8|Psmc6,-7.9,hits
