_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.1,mmu05230,Central carbon metabolism in cancer - Mus musculus (house mouse),M1,1,0
1,-2,GO:0098900,regulation of action potential,M1,1,0
1,-2.8,GO:0043484,regulation of RNA splicing,M1,1,0
1,-2.4,R-MMU-2871837,FCERI mediated NF-kB activation,M1,1,0
1,-4.3,GO:1902895,positive regulation of miRNA transcription,M1,1,0
1,-2.7,mmu04668,TNF signaling pathway - Mus musculus (house mouse),M1,1,0
1,-2.2,R-MMU-202424,Downstream TCR signaling,M1,1,0
1,-2.6,GO:0048858,cell projection morphogenesis,M1,1,0
1,-2.3,R-MMU-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,M1,1,0
1,-2.1,GO:0030029,actin filament-based process,M1,1,0
1,-2.6,GO:0044706,multi-multicellular organism process,M1,1,0
1,-3.1,GO:0007565,female pregnancy,M1,1,0
1,-3.7,GO:0001541,ovarian follicle development,M1,1,0
1,-2.4,GO:0007613,memory,M1,1,0
1,-2,WP65,Insulin signaling,M1,1,0
1,-3.1,GO:0006401,RNA catabolic process,M1,1,0
1,-2.2,R-MMU-1640170,Cell Cycle,M1,1,0
1,-2.1,GO:0040013,negative regulation of locomotion,M1,1,0
1,-2.5,GO:0030036,actin cytoskeleton organization,M1,1,0
1,-2.3,GO:0033119,negative regulation of RNA splicing,M1,1,0
1,-2.1,R-MMU-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,M1,1,0
1,-3.1,GO:0060537,muscle tissue development,M1,1,0
1,-3.8,GO:0016479,negative regulation of transcription by RNA polymerase I,M1,1,0
1,-2.7,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-2.2,GO:0031047,regulatory ncRNA-mediated gene silencing,M1,1,0
1,-2,R-MMU-69275,G2/M Transition,M1,1,0
1,-4.1,R-MMU-937061,TRIF (TICAM1)-mediated TLR4 signaling,M1,1,0
1,-2.6,R-MMU-69580,p53-Dependent G1/S DNA damage checkpoint,M1,1,0
1,-2.6,GO:0010975,regulation of neuron projection development,M1,1,0
1,-2,GO:0031344,regulation of cell projection organization,M1,1,0
1,-2.5,R-MMU-5357801,Programmed Cell Death,M1,1,0
1,-3.7,GO:0006366,transcription by RNA polymerase II,M1,1,0
1,-2.2,GO:0051591,response to cAMP,M1,1,0
1,-2.1,R-MMU-69610,p53-Independent DNA Damage Response,M1,1,0
1,-3.6,R-MMU-8953854,Metabolism of RNA,M1,1,0
1,-2.8,R-MMU-1169091,Activation of NF-kappaB in B cells,M1,1,0
1,-2,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-2.4,GO:0014706,striated muscle tissue development,M1,1,0
1,-2,R-MMU-1566948,Elastic fibre formation,M1,1,0
1,-2.4,GO:0044057,regulation of system process,M1,1,0
1,-2.3,R-MMU-201451,Signaling by BMP,M1,1,0
1,-2.3,R-MMU-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,M1,1,0
1,-2.1,GO:0034394,protein localization to cell surface,M1,1,0
1,-2.1,GO:0043010,camera-type eye development,M1,1,0
1,-3.7,R-MMU-168179,Toll Like Receptor TLR1:TLR2 Cascade,M1,1,0
1,-2.4,R-MMU-1834949,Cytosolic sensors of pathogen-associated DNA,M1,1,0
1,-2.1,GO:0001890,placenta development,M1,1,0
1,-2.3,R-MMU-9755511,KEAP1-NFE2L2 pathway,M1,1,0
1,-2.9,R-MMU-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,M1,1,0
1,-3.1,GO:0071363,cellular response to growth factor stimulus,M1,1,0
1,-2.9,R-MMU-5607764,CLEC7A (Dectin-1) signaling,M1,1,0
1,-2.8,GO:0051236,establishment of RNA localization,M1,1,0
1,-2.6,GO:1903320,regulation of protein modification by small protein conjugation or removal,M1,1,0
1,-2.3,mmu04218,Cellular senescence - Mus musculus (house mouse),M1,1,0
1,-2.5,GO:0080135,regulation of cellular response to stress,M1,1,0
1,-2.1,R-MMU-2262752,Cellular responses to stress,M1,1,0
1,-3.3,R-MMU-168138,Toll Like Receptor 9 (TLR9) Cascade,M1,1,0
1,-2.2,GO:0071396,cellular response to lipid,M1,1,0
1,-2.3,R-MMU-2559583,Cellular Senescence,M1,1,0
1,-2.9,R-MMU-110320,Translesion Synthesis by POLH,M1,1,0
1,-2.6,GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",M1,1,0
1,-2.4,GO:0051276,chromosome organization,M1,1,0
1,-2.7,GO:0045740,positive regulation of DNA replication,M1,1,0
1,-2.8,GO:0051592,response to calcium ion,M1,1,0
1,-3.3,GO:0071356,cellular response to tumor necrosis factor,M1,1,0
1,-2.1,GO:0010631,epithelial cell migration,M1,1,0
1,-2.5,GO:0021543,pallium development,M1,1,0
1,-2.1,mmu04921,Oxytocin signaling pathway - Mus musculus (house mouse),M1,1,0
1,-3.3,GO:0048545,response to steroid hormone,M1,1,0
1,-2.3,R-MMU-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,M1,1,0
1,-2.3,GO:1903312,negative regulation of mRNA metabolic process,M1,1,0
1,-2.2,GO:0001654,eye development,M1,1,0
1,-2.5,R-MMU-174084,Autodegradation of Cdh1 by Cdh1:APC/C,M1,1,0
1,-3.8,GO:0071559,response to transforming growth factor beta,M1,1,0
1,-3.1,GO:0045682,regulation of epidermis development,M1,1,0
1,-2.2,GO:0150063,visual system development,M1,1,0
1,-2.1,GO:2001252,positive regulation of chromosome organization,M1,1,0
1,-2.4,GO:0033120,positive regulation of RNA splicing,M1,1,0
1,-3.8,R-MMU-168164,Toll Like Receptor 3 (TLR3) Cascade,M1,1,0
1,-2.5,R-MMU-174154,APC/C:Cdc20 mediated degradation of Securin,M1,1,0
1,-2.1,R-MMU-2173789,TGF-beta receptor signaling activates SMADs,M1,1,0
1,-2.6,R-MMU-983705,Signaling by the B Cell Receptor (BCR),M1,1,0
1,-3.2,GO:0071560,cellular response to transforming growth factor beta stimulus,M1,1,0
1,-2.6,GO:0051028,mRNA transport,M1,1,0
1,-3.7,R-MMU-975871,MyD88 cascade initiated on plasma membrane,M1,1,0
1,-2,GO:0001933,negative regulation of protein phosphorylation,M1,1,0
1,-2.8,mmu05133,Pertussis - Mus musculus (house mouse),M1,1,0
1,-2.5,GO:0001829,trophectodermal cell differentiation,M1,1,0
1,-2.9,R-MMU-8953897,Cellular responses to stimuli,M1,1,0
1,-2.5,R-MMU-69615,G1/S DNA Damage Checkpoints,M1,1,0
1,-2.6,R-MMU-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,M1,1,0
1,-3.5,GO:0050684,regulation of mRNA processing,M1,1,0
1,-2.4,GO:0071824,protein-DNA complex organization,M1,1,0
1,-2.3,GO:0010720,positive regulation of cell development,M1,1,0
1,-3.5,R-MMU-983169,Class I MHC mediated antigen processing & presentation,M1,1,0
1,-2.9,WP202,Hypertrophy model,M1,1,0
1,-2.7,GO:0033044,regulation of chromosome organization,M1,1,0
1,-2.2,GO:0046683,response to organophosphorus,M1,1,0
1,-2.4,mmu05203,Viral carcinogenesis - Mus musculus (house mouse),M1,1,0
1,-2.9,GO:0002573,myeloid leukocyte differentiation,M1,1,0
1,-2.3,GO:1903313,positive regulation of mRNA metabolic process,M1,1,0
1,-2.3,mmu04910,Insulin signaling pathway - Mus musculus (house mouse),M1,1,0
1,-2.3,R-MMU-73856,RNA Polymerase II Transcription Termination,M1,1,0
1,-2.1,R-MMU-69613,p53-Independent G1/S DNA damage checkpoint,M1,1,0
1,-3.4,mmu04110,Cell cycle - Mus musculus (house mouse),M1,1,0
1,-3.5,R-MMU-450294,MAP kinase activation,M1,1,0
1,-3.7,R-MMU-168142,Toll Like Receptor 10 (TLR10) Cascade,M1,1,0
1,-4.1,R-MMU-166166,MyD88-independent TLR4 cascade,M1,1,0
1,-2.5,GO:0071277,cellular response to calcium ion,M1,1,0
1,-2.9,GO:0034612,response to tumor necrosis factor,M1,1,0
1,-2.1,R-MMU-75815,Ubiquitin-dependent degradation of Cyclin D,M1,1,0
1,-2.3,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-2.2,GO:0098815,modulation of excitatory postsynaptic potential,M1,1,0
1,-3.3,GO:0008585,female gonad development,M1,1,0
1,-2.1,GO:0006346,DNA methylation-dependent constitutive heterochromatin formation,M1,1,0
1,-2.6,R-MMU-8878166,Transcriptional regulation by RUNX2,M1,1,0
1,-2.4,R-MMU-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,M1,1,0
1,-2.3,R-MMU-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,M1,1,0
1,-2.2,GO:0050658,RNA transport,M1,1,0
1,-4.1,WP493,Mapk signaling pathway,M1,1,0
1,-2.1,mmu05221,Acute myeloid leukemia - Mus musculus (house mouse),M1,1,0
1,-2.2,WP2432,Spinal cord injury,M1,1,0
1,-2.3,GO:0034655,nucleobase-containing compound catabolic process,M1,1,0
1,-2.1,GO:0045598,regulation of fat cell differentiation,M1,1,0
1,-4,GO:2000630,positive regulation of miRNA metabolic process,M1,1,0
1,-3.5,R-MMU-448424,Interleukin-17 signaling,M1,1,0
1,-2.3,R-MMU-109581,Apoptosis,M1,1,0
1,-2.3,GO:0048638,regulation of developmental growth,M1,1,0
1,-2.8,WP385,Myometrial relaxation and contraction pathways,M1,1,0
1,-2.6,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",M1,1,0
1,-2.2,GO:0000956,nuclear-transcribed mRNA catabolic process,M1,1,0
1,-2.7,WP1763,Mechanisms associated with pluripotency,M1,1,0
1,-3.5,R-MMU-5689603,UCH proteinases,M1,1,0
1,-2.1,GO:0048880,sensory system development,M1,1,0
1,-3.6,R-MMU-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,M1,1,0
1,-2.2,GO:0030219,megakaryocyte differentiation,M1,1,0
1,-2,R-MMU-453276,Regulation of mitotic cell cycle,M1,1,0
1,-3.7,R-MMU-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,M1,1,0
1,-2.4,GO:0032366,intracellular sterol transport,M1,1,0
1,-2.2,R-MMU-1280218,Adaptive Immune System,M1,1,0
1,-2.5,R-MMU-69620,Cell Cycle Checkpoints,M1,1,0
1,-3.2,GO:0006403,RNA localization,M1,1,0
1,-2.4,GO:0022411,cellular component disassembly,M1,1,0
1,-4.8,GO:0030099,myeloid cell differentiation,M1,1,0
1,-2.9,GO:0035914,skeletal muscle cell differentiation,M1,1,0
1,-2.1,GO:1903131,mononuclear cell differentiation,M1,1,0
1,-3.1,GO:0032365,intracellular lipid transport,M1,1,0
1,-3.7,R-MMU-166016,Toll Like Receptor 4 (TLR4) Cascade,M1,1,0
1,-2.7,GO:0032206,positive regulation of telomere maintenance,M1,1,0
1,-2.3,R-MMU-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,M1,1,0
1,-3.7,R-MMU-168188,Toll Like Receptor TLR6:TLR2 Cascade,M1,1,0
1,-3,mmu05031,Amphetamine addiction - Mus musculus (house mouse),M1,1,0
1,-2.2,GO:0007179,transforming growth factor beta receptor signaling pathway,M1,1,0
1,-2.4,WP572,EGFR1 signaling pathway,M1,1,0
1,-3.8,GO:1902746,regulation of lens fiber cell differentiation,M1,1,0
1,-2.6,GO:0045646,regulation of erythrocyte differentiation,M1,1,0
1,-2.6,GO:0035994,response to muscle stretch,M1,1,0
1,-5.4,GO:0006351,DNA-templated transcription,M1,1,0
1,-2.1,WP2902,p53 signaling,M1,1,0
1,-2.3,R-MMU-69202,Cyclin E associated events during G1/S transition,M1,1,0
1,-2.1,GO:0030900,forebrain development,M1,1,0
1,-3.6,GO:1902893,regulation of miRNA transcription,M1,1,0
1,-2.3,GO:0040008,regulation of growth,M1,1,0
1,-2.1,GO:0031400,negative regulation of protein modification process,M1,1,0
1,-2.1,GO:0051216,cartilage development,M1,1,0
1,-2.5,R-MMU-5658442,Regulation of RAS by GAPs,M1,1,0
1,-2.2,mmu03015,mRNA surveillance pathway - Mus musculus (house mouse),M1,1,0
1,-3,R-MMU-168898,Toll-like Receptor Cascades,M1,1,0
1,-2.5,GO:0001570,vasculogenesis,M1,1,0
1,-2.1,R-MMU-2559580,Oxidative Stress Induced Senescence,M1,1,0
1,-2.6,R-MMU-198725,Nuclear Events (kinase and transcription factor activation),M1,1,0
1,-2,GO:0048169,regulation of long-term neuronal synaptic plasticity,M1,1,0
1,-2.9,GO:0045600,positive regulation of fat cell differentiation,M1,1,0
1,-3.5,R-MMU-975155,MyD88 dependent cascade initiated on endosome,M1,1,0
1,-2.2,GO:0060538,skeletal muscle organ development,M1,1,0
1,-2.6,GO:1901873,regulation of post-translational protein modification,M1,1,0
1,-3.4,R-MMU-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,M1,1,0
1,-3,GO:0051054,positive regulation of DNA metabolic process,M1,1,0
1,-2.5,WP3654,Novel Jun Dmp1 pathway,M1,1,0
1,-3.8,GO:0007616,long-term memory,M1,1,0
1,-2.2,GO:0150117,positive regulation of cell-substrate junction organization,M1,1,0
1,-3.3,GO:2000142,regulation of DNA-templated transcription initiation,M1,1,0
1,-3.3,GO:0006275,regulation of DNA replication,M1,1,0
1,-3.1,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),M1,1,0
1,-3.1,GO:2000628,regulation of miRNA metabolic process,M1,1,0
