Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0030856,regulation of epithelial cell differentiation,19_GO:0032502 developmental process,-6.1,6,7.2,21160,177,238,12,5,1.4,12192|12226|12577|12608|14739|17133|19877|21417|22695|24136|93691|114716,Zfp36l1|Btg1|Cdkn1c|Cebpb|S1pr2|Maff|Rock1|Zeb1|Zfp36|Zeb2|Klf7|Spred2,-1.8,hits
GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0009987 cellular process,-5.4,3.3,5.7,21160,542,238,20,8.4,1.8,12608|13211|13653|14281|14282|16476|16477|16478|16600|19697|20807|21833|72843|83602|93762|106298|192176|217127|330474|544971,Cebpb|Dhx9|Egr1|Fos|Fosb|Jun|Junb|Jund|Klf4|Rela|Srf|Thra|Prdm4|Gtf2a1|Smarca5|Rrn3|Flna|Kat7|Zc3h4|Bdp1,-1.5,hits
GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0032502 developmental process,-4.8,3.7,5.5,21160,361,238,15,6.3,1.6,12577|12608|12703|14281|16476|16477|16590|20807|21833|22695|27060|67490|192176|245944|320910,Cdkn1c|Cebpb|Socs1|Fos|Jun|Junb|Kit|Srf|Thra|Zfp36|Tcirg1|Ufl1|Flna|Vps54|Itgb8,-1,hits
GO Biological Processes,19,GO:0071407,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-4.5,2.9,5,21160,581,238,19,8,1.8,12192|12369|12703|13211|13653|14148|14672|15387|15502|16600|18712|22629|22695|52857|66878|68667|99929|192176|245944,Zfp36l1|Casp7|Socs1|Dhx9|Egr1|Fdx1|Gna11|Hnrnpk|Dnaja1|Klf4|Pim1|Ywhah|Zfp36|Gramd1a|Riok3|Trpm4|Tiparp|Flna|Vps54,-0.92,hits
KEGG Pathway,24,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),,-4.4,3.9,5.3,21160,299,238,13,5.5,1.5,12297|13197|14281|14673|16476|16478|16590|17346|17347|19697|20807|67603|192176,Cacnb3|Gadd45a|Fos|Gna12|Jun|Jund|Kit|Mknk1|Mknk2|Rela|Srf|Dusp6|Flna,-0.92,hits
GO Biological Processes,19,GO:1902895,positive regulation of miRNA transcription,19_GO:0048518 positive regulation of biological process,-4.3,9.2,6.7,21160,58,238,6,2.5,1,13653|14281|16476|16600|19697|20807,Egr1|Fos|Jun|Klf4|Rela|Srf,-0.92,hits
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-4.3,2.8,4.8,21160,596,238,19,8,1.8,12167|12192|13653|14281|15936|16476|16590|16600|16998|18186|19697|19877|21417|22695|56320|67603|74360|108062|320910,Bmpr1b|Zfp36l1|Egr1|Fos|Ier2|Jun|Kit|Klf4|Ltbp3|Nrp1|Rela|Rock1|Zeb1|Zfp36|Dbn1|Dusp6|Cep57|Cstf2|Itgb8,-0.92,hits
GO Biological Processes,19,GO:0009612,response to mechanical stimulus,19_GO:0050896 response to stimulus,-4.2,4,5.2,21160,270,238,12,5,1.4,12227|12297|13197|14281|14282|16476|16590|19697|20525|67760|100317|245000,Btg2|Cacnb3|Gadd45a|Fos|Fosb|Jun|Kit|Rela|Slc2a1|Slc38a2|AU040320|Atr,-0.9,hits
Reactome Gene Sets,6,R-MMU-937061,TRIF (TICAM1)-mediated TLR4 signaling,,-4.1,6.8,5.9,21160,92,238,7,2.9,1.1,14281|16476|19697|21353|22190|67603|101568,Fos|Jun|Rela|Tank|Ubc|Dusp6|Vrk3,-0.9,hits
Reactome Gene Sets,6,R-MMU-166166,MyD88-independent TLR4 cascade,,-4.1,6.8,5.9,21160,92,238,7,2.9,1.1,14281|16476|19697|21353|22190|67603|101568,Fos|Jun|Rela|Tank|Ubc|Dusp6|Vrk3,-0.9,hits
WikiPathways,27,WP493,Mapk signaling pathway,,-4.1,5,5.4,21160,159,238,9,3.8,1.2,12369|13197|14281|14673|16476|16478|20807|67603|192176,Casp7|Gadd45a|Fos|Gna12|Jun|Jund|Srf|Dusp6|Flna,-0.9,hits
GO Biological Processes,19,GO:2000630,positive regulation of miRNA metabolic process,19_GO:0048518 positive regulation of biological process,-4,8.2,6.2,21160,65,238,6,2.5,1,13653|14281|16476|16600|19697|20807,Egr1|Fos|Jun|Klf4|Rela|Srf,-0.9,hits
Reactome Gene Sets,6,R-MMU-2454202,Fc epsilon receptor (FCERI) signaling,,-4,6.6,5.8,21160,94,238,7,2.9,1.1,12314|14281|16476|19697|22190|66997|67089,Calm2|Fos|Jun|Rela|Ubc|Psmd12|Psmc6,-0.9,hits
GO Biological Processes,19,GO:0016479,negative regulation of transcription by RNA polymerase I,19_GO:0048519 negative regulation of biological process,-3.8,27,8.7,21160,10,238,3,1.3,0.72,21945|93762|192176,Dedd|Smarca5|Flna,-0.9,hits
GO Biological Processes,19,GO:1902746,regulation of lens fiber cell differentiation,19_GO:0032502 developmental process,-3.8,27,8.7,21160,10,238,3,1.3,0.72,12577|24136|114716,Cdkn1c|Zeb2|Spred2,-0.9,hits
Reactome Gene Sets,6,R-MMU-168164,Toll Like Receptor 3 (TLR3) Cascade,,-3.8,7.4,5.8,21160,72,238,6,2.5,1,14281|16476|19697|22190|67603|101568,Fos|Jun|Rela|Ubc|Dusp6|Vrk3,-0.9,hits
GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-3.8,4.6,5.1,21160,174,238,9,3.8,1.2,12167|12192|14281|16476|16998|19877|21417|56320|320910,Bmpr1b|Zfp36l1|Fos|Jun|Ltbp3|Rock1|Zeb1|Dbn1|Itgb8,-0.9,hits
