,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,0,5.66743051485438,0.653,0.025,0,Ms4a7,0.628
2,1.60853408414575e-275,6.11864358030784,0.571,0.027,2.13983289213909e-271,Mrc1,0.544
3,7.62385845717672e-180,3.05156942631186,0.603,0.108,1.01420189055822e-175,Ms4a4a,0.495
4,3.76674616238872e-197,3.70011472603935,0.54,0.061,5.01090241982571e-193,Ccr1,0.479
5,1.42992735341881e-106,1.13099186528321,0.808,0.338,1.90223235825304e-102,Cybb,0.47
6,4.07541262453504e-181,3.70566003724082,0.762,0.297,5.42152141441897e-177,Dab2,0.465
7,5.53143534436815e-132,2.10170615302698,0.629,0.173,7.35846843861295e-128,Ms4a6c,0.456
8,7.39243934243436e-220,6.05159718405924,0.459,0.017,9.83416205724043e-216,Pf4,0.442
9,1.18557278507005e-140,2.30935938450275,0.801,0.367,1.57716747597868e-136,Tgfbi,0.434
10,5.47225787094771e-103,1.65877282174055,0.63,0.205,7.27974464572174e-99,Sh3bgrl,0.425
11,7.19249701285168e-162,3.58232173204933,0.49,0.066,9.56817877619658e-158,Clec4n,0.424
12,2.84472346490327e-124,2.36448205087643,0.611,0.187,3.78433562536082e-120,Ms4a6b,0.424
13,2.15322298992952e-157,3.28724099092626,0.482,0.064,2.86443254350325e-153,Mdfic,0.418
14,1.81769331662179e-169,3.68928725366318,0.464,0.047,2.41807741910196e-165,Ifi203,0.417
15,1.36426131557049e-118,1.85676186752066,0.753,0.347,1.81487682810342e-114,Myo5a,0.406
16,6.29055556836752e-85,0.994380585700624,0.847,0.458,8.36832607259931e-81,Iqgap1,0.389
17,3.10591026049637e-146,3.43212515291147,0.448,0.06,4.13179241953832e-142,Aoah,0.388
18,5.90243072667625e-145,4.44316496013841,0.442,0.06,7.85200359569741e-141,F13a1,0.382
19,3.09401709239025e-102,2.18458473703829,0.516,0.139,4.11597093800676e-98,Gsn,0.377
20,2.47104279955638e-108,2.51838829410025,0.479,0.111,3.28722823624986e-104,Msr1,0.368
21,1.69977181828131e-142,3.32796192030551,0.405,0.042,2.26120644985962e-138,Iqgap2,0.363
22,1.60056457937835e-153,4.27978124320545,0.396,0.033,2.12923105994701e-149,Serpinb8,0.363
23,6.37351023182745e-98,2.33757319346317,0.515,0.152,8.47868066140006e-94,Tmem106a,0.363
24,1.12529114717462e-81,1.5344708251957,0.697,0.336,1.4969748130864e-77,Pla2g7,0.361
25,1.17653428043716e-105,3.18721900926701,0.466,0.116,1.56514355326556e-101,Cfp,0.35
26,1.94020635404848e-182,6.13968590235083,0.355,0.005,2.58105651279069e-178,Cd38,0.35
27,1.1921126105468e-129,4.08800815393858,0.403,0.054,1.58586740581041e-125,Pltp,0.349
28,8.31701963032792e-136,3.75928556993797,0.393,0.045,1.10641312142252e-131,Siglec1,0.348
29,1.42611495311872e-61,0.633467176219395,0.77,0.423,1.89716072213383e-57,Ifitm2,0.347
30,4.17487027454801e-75,1.67430738501168,0.512,0.167,5.55382992623121e-71,Ahnak,0.345
31,3.11620578245049e-123,3.18504947580987,0.386,0.049,4.14548855239389e-119,Myof,0.337
32,1.94695556285773e-96,2.52770990148564,0.436,0.099,2.59003498526964e-92,St8sia4,0.337
33,7.72886644730237e-88,2.18787694079179,0.486,0.149,1.02817110348463e-83,Sash1,0.337
34,3.73613011519316e-118,3.06489253029332,0.377,0.048,4.97017389224146e-114,Mndal,0.329
35,3.33276807093241e-86,1.3346113830082,0.829,0.501,4.43358136476139e-82,Anxa5,0.328
