,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,0,8.87709647803416,0.933,0.005,0,Cnmd,0.928
2,4.10403136962127e-165,5.64084391004038,0.933,0.062,5.5297718674277e-161,Ntrk2,0.871
3,1.20241258996594e-157,6.52240687310736,0.933,0.068,1.62013072372011e-153,Pdgfra,0.865
4,8.18031399372887e-99,5.90472373032827,0.973,0.15,1.10221550751503e-94,Gfap,0.823
5,1.18049478987461e-170,5.90473820134292,0.84,0.043,1.59059867987704e-166,Mxra8,0.797
6,0,7.53913941991534,0.787,0.003,0,Pax2,0.784
7,5.67778719750629e-215,7.11099292599469,0.8,0.024,7.65025046991997e-211,S100b,0.776
8,3.67621517057128e-82,6.17126017050464,1,0.225,4.95333232082775e-78,Cst3,0.775
9,1.08322009359487e-77,3.75746643984893,0.96,0.19,1.45953075410972e-73,Atp1a2,0.77
10,2.68353402688279e-92,4.12478223088429,0.867,0.109,3.61579374782187e-88,Cxcl12,0.758
11,3.85275573254053e-136,3.52000128148593,0.8,0.047,5.19120307402511e-132,Gja1,0.753
12,0,8.83539076674367,0.747,0.002,0,Sema6d,0.745
13,1.4359616326499e-91,4.55850693510495,0.84,0.098,1.93481470383248e-87,Serpina3n,0.742
14,2.06826171193809e-213,6.45310598038788,0.76,0.02,2.78677583066539e-209,Clec18a,0.74
15,4.78962508277227e-278,7.21423362522808,0.747,0.009,6.45354083652736e-274,Cd38,0.738
16,2.90125329517414e-128,5.0109280430824,0.787,0.056,3.90914868991764e-124,Itga6,0.731
17,0,8.1871540911718,0.72,0.003,0,Lrrtm3,0.717
18,2.15135864928056e-79,3.97616815611635,0.827,0.117,2.89874064404062e-75,Slc4a4,0.71
19,1.82483241108051e-62,3.41973173646124,0.933,0.238,2.45877919068988e-58,Pam,0.695
20,0,10.4966032467775,0.693,0.002,0,Rgs5,0.691
21,6.11387168138849e-65,4.27218972763994,0.853,0.164,8.23783070350285e-61,A2m,0.689
22,6.34083857039288e-211,6.4867143730307,0.693,0.015,8.54364588974736e-207,Cybrd1,0.678
23,1.3988761408877e-106,5.2517296598263,0.733,0.06,1.88484571223208e-102,Ifitm10,0.673
24,9.13076516365598e-227,6.61060383026684,0.68,0.012,1.23027929815101e-222,Ace,0.668
25,7.34093797018892e-58,3.68288682446842,0.88,0.216,9.89117982103255e-54,Ptprj,0.664
26,3.23549362564812e-274,7.41921951884782,0.667,0.005,4.35950411119828e-270,Pax8,0.662
27,6.3509623114137e-53,3.62007556751142,0.907,0.249,8.55728661839882e-49,C4b,0.658
28,2.94547548565336e-65,3.84958936524353,0.773,0.121,3.96873366936934e-61,Retreg1,0.652
29,2.72279732834776e-123,5.79182905895547,0.693,0.042,3.66869712021577e-119,Bcan,0.651
30,8.10817500308262e-74,3.67501398069713,0.733,0.09,1.09249549991535e-69,Naaa,0.643
31,4.38918399024218e-58,5.86292321041501,0.947,0.308,5.91398650845232e-54,Igf2,0.639
32,2.66822095575076e-53,4.32462458656718,0.867,0.228,3.59516091577857e-49,Igfbp2,0.639
33,5.80992809401213e-188,5.87363823610063,0.653,0.016,7.82829711387194e-184,Vstm2b,0.637
34,5.76174844017073e-54,3.7497137709165,0.84,0.205,7.76337984828604e-50,Id4,0.635
35,3.59562542710097e-52,2.83896245425478,0.747,0.128,4.84474570047585e-48,Ifitm2,0.619
36,2.2003209793203e-131,1.42539725386615,0.64,0.027,2.96471248753618e-127,Optc,0.613
37,4.92042346823588e-47,2.70773194928451,0.773,0.163,6.62977858110103e-43,Loxl1,0.61
38,2.02655115852545e-153,4.54329790139707,0.627,0.02,2.73057503099719e-149,Cldn19,0.607
39,6.79688093470167e-59,3.59739892540314,0.72,0.115,9.15811737141703e-55,Ednrb,0.605
40,3.07307271710777e-49,3.44769094097532,0.787,0.183,4.14065817903101e-45,Adora1,0.604
41,1.00000487011821e-47,3.94633930392277,0.8,0.196,1.34740656199728e-43,Lcat,0.604
42,2.30054546302255e-87,4.49398884067367,0.653,0.057,3.09975495687658e-83,Il1r1,0.596
43,4.35752587813764e-237,7.34861751386591,0.6,0.006,5.87133036820266e-233,Timp4,0.594
44,3.40389864310634e-54,3.42408552650462,0.72,0.126,4.58641303172149e-50,Robo1,0.594
45,5.08963913145652e-83,4.39625214459537,0.653,0.06,6.85777976572452e-79,Fmod,0.593
46,4.1917756716671e-47,3.05837384302121,0.747,0.156,5.64799854000425e-43,Sall2,0.591
47,1.00223487461649e-40,2.55362718823379,0.84,0.252,1.35041127005826e-36,Cmtm5,0.588
48,2.68582393586475e-53,5.08635041822243,0.933,0.349,3.61887917118417e-49,Igfbp5,0.584
49,1.63395816453699e-234,7.21933449692094,0.587,0.005,2.20159523089714e-230,Cdh19,0.582
50,2.74806392282428e-42,3.34238997671876,0.813,0.231,3.70274132961343e-38,Slc30a10,0.582
51,5.33488276641512e-57,3.75136656235119,0.693,0.113,7.18822103946773e-53,Plec,0.58
52,1.33624905963956e-130,5.05318276702529,0.6,0.025,1.80046198295834e-126,Abi3bp,0.575
53,5.40978667163898e-268,8.30179665711292,0.573,0.002,7.28914656136636e-264,Sall1,0.571
54,1.50690542239892e-40,2.84716602473944,0.747,0.177,2.03040436614031e-36,Fez1,0.57
55,9.89944047378976e-151,5.4867143730307,0.587,0.018,1.33385060943843e-146,Gsn,0.569
56,1.7789181448544e-205,7.73892792724238,0.573,0.008,2.39691430837682e-201,Serpinf1,0.565
57,6.39022641835993e-197,5.55766378300045,0.573,0.009,8.61019107609816e-193,Crispld2,0.564
