,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,5.84603307710191e-38,1.12785379525811,0.724,0.497,7.87694496808711e-34,Ndufa4l2,0.227
2,4.46015262579987e-54,0.999190156495292,0.84,0.619,6.00960964800275e-50,Kcnj10,0.221
3,7.96665142889713e-26,0.541813554039432,0.894,0.681,1.0734266135296e-21,Cav1,0.213
4,7.10998002613821e-36,0.914664965911196,0.813,0.61,9.57998708721862e-32,Olfm2,0.203
5,3.71383512423449e-28,0.819316713037675,0.692,0.498,5.00402144639355e-24,Frzb,0.194
6,4.87609335547007e-37,0.723031157440162,0.798,0.605,6.57004818716037e-33,Htra1,0.193
7,6.91024680442005e-30,0.781917312511626,0.763,0.57,9.31086654427557e-26,Bmp3,0.193
8,1.04419932964908e-32,0.900603276298494,0.704,0.512,1.40695417676917e-28,Tril,0.192
9,4.24579783263764e-28,0.760400606325207,0.756,0.568,5.72078799969596e-24,Slitrk2,0.188
10,2.70392810494439e-33,0.866029193624468,0.825,0.637,3.64327272860206e-29,Spc25,0.188
11,1.28671442321033e-72,1.01982620660601,0.966,0.784,1.73371901383359e-68,Crym,0.182
12,6.24104736508464e-24,0.816702818928575,0.657,0.483,8.40918721971504e-20,Vcam1,0.174
13,1.10531393787172e-23,0.649459986635278,0.802,0.631,1.48929999988836e-19,Clstn1,0.171
14,7.39316306342206e-23,0.932020439684669,0.572,0.404,9.96154791165488e-19,S1pr1,0.168
15,2.85149896277444e-19,0.5418294492233,0.708,0.541,3.84210970244228e-15,Rgs2,0.167
16,3.85203676796778e-34,0.764982095507382,0.84,0.676,5.19023434115978e-30,Cox4i2,0.164
17,5.17099503577908e-26,0.702447397645376,0.764,0.602,6.96739871120873e-22,Tsc22d4,0.162
18,1.03974503605834e-45,0.815632920014227,0.926,0.765,1.40095246158501e-41,Abca8a,0.161
19,9.45260628446537e-21,0.743201901365077,0.66,0.505,1.27364417076886e-16,Chrdl1,0.155
20,1.16888116958236e-53,0.785025444498675,0.965,0.812,1.57495048789527e-49,Kdr,0.153
21,6.81458627256206e-18,0.998488821912097,0.456,0.304,9.18197354365013e-14,Cnp,0.152
