_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.5,PGB:00276,M1,1,0,PaGenBase,36,Cell-specific: MEF,,-2.5,5.1,4.1,21160,88,238,5,2.1,0.93,12167|16949|56320|67252|67399,Bmpr1b|Loxl1|Dbn1|Cap2|Pdlim7,-0.23,0
