_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,CHILD_GO_hits
1,-4.61780807793049,GO:0032502,developmental process,M1,1,GO:0046548 retinal rod cell development
1,-3.288146418210564,GO:0009987,cellular process,M1,1,GO:0022618 protein-RNA complex assembly
1,-2.988650324307289,GO:0050789,regulation of biological process,M1,1,GO:0040029 epigenetic regulation of gene expression
1,-2.9376177670300083,GO:0048519,negative regulation of biological process,M1,1,"GO:0045814 negative regulation of gene expression, epigenetic"
1,-2.2155258010413887,GO:0065007,biological regulation,M1,1,GO:0099072 regulation of postsynaptic membrane neurotransmitter receptor levels
1,-2.0942770154684482,GO:0032501,multicellular organismal process,M1,1,GO:0006941 striated muscle contraction
