,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,0,2.13857279849298,0.713,0.235,0,Trpm1,0.478
2,0,2.92626072117004,0.998,0.532,0,Pmel,0.466
3,0,1.86263983251197,0.732,0.286,0,Dkk3,0.446
4,2.36469452391748e-263,1.46778824799187,0.852,0.505,2.991575042208e-259,Igfbp5,0.347
5,6.03054466364473e-211,1.27932996588983,0.821,0.492,7.62924205397694e-207,Thbs4,0.329
6,1.48854411067187e-150,1.51130229278164,0.504,0.211,1.88315715441099e-146,Cpz,0.293
7,1.84105700800676e-129,0.805884925579431,0.856,0.573,2.32912122082936e-125,Wfikkn2,0.283
8,2.17599370117962e-175,2.03590472887864,0.358,0.098,2.75284963136234e-171,Lgi1,0.26
9,7.84059790246779e-103,1.09838880995043,0.556,0.298,9.919140406412e-99,Ggt1,0.258
10,5.60636732017492e-117,1.29386082373134,0.595,0.34,7.09261529675329e-113,Nrep,0.255
11,1.79861675223198e-162,2.03343254052044,0.346,0.098,2.27543005324868e-158,Npr3,0.248
12,7.94072567814653e-106,1.35605649363324,0.51,0.263,1.00458120554232e-101,Mlana,0.247
13,2.36733869094557e-122,1.61525927480744,0.356,0.125,2.99492017791524e-118,Lamc1,0.231
14,5.25908806716058e-116,1.52708009750897,0.368,0.137,6.65327231376485e-112,Slc6a17,0.231
15,0,1.44991194008082,0.963,0.735,0,Tyrp1,0.228
16,0,1.43901008065404,0.993,0.769,0,Gpnmb,0.224
17,3.2904417763622e-87,1.1840961066505,0.578,0.355,4.16273789127581e-83,Cox8b,0.223
18,1.99702174992565e-81,1.15516449124424,0.411,0.198,2.52643221583094e-77,Prss23,0.213
19,2.742674951957e-84,0.930805901780865,0.66,0.454,3.46975808172081e-80,Nid2,0.206
20,4.89699975608969e-84,1.32200494188156,0.375,0.17,6.19519439142906e-80,Capn6,0.205
21,2.14736458914254e-105,1.66333427894454,0.316,0.112,2.71663094172422e-101,Clcnka,0.204
22,4.07747167001011e-75,0.865341368777508,0.643,0.441,5.15840940972979e-71,Fbn1,0.202
23,2.71695661483622e-76,1.31665883167714,0.484,0.283,3.4372218134293e-72,Dhrs1,0.201
24,1.4155252960268e-165,2.47856587126566,0.25,0.05,1.79078105200351e-161,C2,0.2
25,1.28286936355764e-64,0.96419880405264,0.492,0.294,1.62295803183677e-60,Lamb1,0.198
26,7.81233692971897e-71,1.20030982543966,0.412,0.217,9.88338744978747e-67,Npnt,0.195
27,2.62206603314515e-65,0.811320760651244,0.627,0.436,3.31717573853194e-61,Oca2,0.191
28,3.5738237779894e-70,1.19398174197817,0.373,0.184,4.52124446153439e-66,Folr1,0.189
29,2.81146470801048e-82,1.4106340919529,0.309,0.124,3.55678400210405e-78,Slc45a2,0.185
30,1.26187644922409e-79,0.760589221251263,0.767,0.588,1.5963998959134e-75,Slc24a5,0.179
31,1.81345202924073e-76,1.40593612174401,0.303,0.125,2.29419816219245e-72,Col4a5,0.178
32,8.49929851079071e-56,1.03033837610853,0.396,0.221,1.07524625460013e-51,Adam10,0.175
33,3.59337660216031e-54,0.982661426218461,0.451,0.278,4.54598073939301e-50,Fstl1,0.173
34,9.07894187562337e-82,0.779456242962209,0.747,0.58,1.14857693668511e-77,Gns,0.167
35,5.24280357093745e-44,0.652828330789603,0.607,0.44,6.63267079759296e-40,Slc7a5,0.167
36,3.25950801302934e-51,1.08178618709627,0.339,0.18,4.12360358728342e-47,Sytl2,0.159
37,2.39255331763425e-45,0.899970666641478,0.368,0.209,3.02681920213909e-41,Aldoc,0.159
38,5.89443967325239e-52,1.05919381982262,0.316,0.159,7.4570556306316e-48,Chrnb4,0.157
39,1.19087657042671e-41,0.738311390599348,0.523,0.37,1.50657794924683e-37,Col4a3,0.153
40,9.89174399783395e-51,0.673096429971057,0.674,0.523,1.25140453316597e-46,Sdcbp,0.151
41,1.12543269572207e-49,1.12044288064516,0.297,0.149,1.423784903358e-45,Peg3,0.148
42,4.12557210063448e-55,1.31481265212705,0.261,0.117,5.21926126451268e-51,Gucy1a1,0.144
43,4.04065515142827e-34,0.732335399142032,0.44,0.297,5.1118328320719e-30,Grn,0.143
44,5.03988110551512e-50,0.581835899837306,0.742,0.603,6.37595358658718e-46,Gaa,0.139
45,4.00845289126765e-32,0.675946512962099,0.465,0.326,5.0710937527427e-28,Slc16a2,0.139
