,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,1.26724953242029e-236,2.3751316371533,0.524,0.16,1.60319738346491e-232,Unc119,0.364
2,5.80894670366901e-180,2.11511999765778,0.493,0.175,7.34889847481166e-176,Tma7,0.318
3,3.38972295642024e-144,1.60632122594158,0.553,0.247,4.28833851216725e-140,Rgs9,0.306
4,1.86254450350711e-163,2.03317036281766,0.445,0.15,2.35630505138685e-159,Plekhb1,0.295
5,2.14401870220041e-300,3.81748006704236,0.337,0.046,2.71239806015374e-296,Rom1,0.291
6,8.95324208749864e-216,2.756287481525,0.323,0.061,1.13267465648945e-211,Epb41,0.262
7,1.82986339866758e-126,1.78166435874595,0.425,0.163,2.31496018565435e-122,Msi2,0.262
8,2.12557398687134e-236,3.3910824281195,0.304,0.049,2.68906365079093e-232,Gnb1,0.255
9,3.77699547775094e-105,1.25135045369244,0.632,0.381,4.77827697890271e-101,Agpat3,0.251
10,2.81874580469028e-126,1.99988303488123,0.349,0.114,3.56599531751367e-122,Ddx17,0.235
11,6.94473740587961e-91,1.46631800422254,0.446,0.214,8.7857872921783e-87,Ptp4a3,0.232
12,1.28022531720091e-173,2.58016268694835,0.291,0.061,1.61961304879087e-169,Gnb5,0.23
13,3.03724815900674e-115,1.86928267120081,0.333,0.109,3.84242264595942e-111,Kif1b,0.224
14,9.48035402627729e-91,1.59671537353926,0.393,0.169,1.19935958786434e-86,Atp1a3,0.224
15,5.90724313213074e-94,1.51965371676189,0.376,0.153,7.4732532864586e-90,Ybx3,0.223
16,7.5983647451888e-148,2.41609194044419,0.292,0.071,9.61269123913835e-144,Bin1,0.221
17,1.14666091885542e-88,1.58750399902356,0.36,0.147,1.45064072844399e-84,Zfp385a,0.213
18,1.08094394803221e-88,1.66569377283401,0.36,0.149,1.36750218865555e-84,Hk1,0.211
19,9.75691415239236e-72,1.22676418338044,0.43,0.219,1.23434720941916e-67,Pcbp4,0.211
20,3.3860734791182e-92,1.65869785649255,0.318,0.116,4.28372155843244e-88,Fryl,0.202
21,2.30175767413379e-61,1.14481813956566,0.461,0.262,2.91195363354665e-57,Grina,0.199
22,7.98526691176046e-52,0.922161922776263,0.547,0.358,1.01021611700682e-47,Slc6a6,0.189
