_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.4,PGB:00269,M1,1,0,PaGenBase,36,Cell-specific: retinal pigment epithelium,,-2.4,3.2,3.5,21160,386,139,8,5.8,2,18117|19215|22157|23945|27276|59049|66859|77569,Emc8|Ptgds|Tulp1|Mgll|Plekhb1|Slc22a17|Slc16a9|Limch1,0,0
