gene,wt_signed_log_p,ko_signed_log_p
Vegfa,1.41848624302443,0.0730324745993302
Vav2,1.11319803414111,0.28542761591996
Ccnd2,1.08110945000703,-0.53143577669194
Pdgfa,0.957424448211022,-0.161436643491971
Fstl1,0.844499533133605,0.391163230551294
Jag1,0.821967145683454,-1.0976717396048
Stc1,0.787811878481988,0.471361480378168
Lpl,0.482899629674305,0
Col5a2,0.366665077584099,0
Itgav,0.34151866464462,0.43680710022337
Vtn,0.22686494508989,-0.55184827522324
Fgfr1,0.223058835388558,0.447929469884364
Nrp1,0.223058835388558,0
Col3a1,0.127407957474541,-0.242918580910385
Lrpap1,0.0467054196736085,-0.658490423788955
Apoh,0,0
Cxcl5,0,0
Kcnj8,0,0
Lum,0,-0.29706505913839
Msx1,0,0
Olr1,0,0
Pf4,0,0
Pglyrp1,0,0
Prg2,0,0
Slco2a1,0,0
Spp1,0,-0.53143577669194
Thbd,0,0.439795946742596
Serpina5,-0.366665077584099,0
Tnfrsf21,-0.446637899964737,0.360529496619134
Ptk2,-0.51882656283186,0.664949262628087
S100a4,-0.576815025982916,-0.507625750870558
Vcan,-0.59418977330657,-0.0235953355154514
Jag2,-0.741151341565251,-0.550875954479923
Postn,-0.800004902785945,0.865657446182795
Timp1,-1.00201629111628,1.47287302296902
App,-1.3456061716439,0.0693932587411816
