gene,wt_signed_log_p,ko_signed_log_p
Ccnd2,4.72569243594049,-0.271577374194414
Vtn,4.57638370068095,0.199981550820869
Timp1,1.80357762725805,-0.183176759246283
Fgfr1,1.02717541516533,0.016361715395634
Postn,0.933822280148948,-0.18573730714898
Pf4,0.773421501374736,0
Lrpap1,0.716336263204414,-0.143803409855892
Stc1,0.630160125413251,0.383065726033719
Col3a1,0.612175304500597,0.0739150819401495
Fstl1,0.545845225846829,0.463577751792875
Nrp1,0.480509713775952,1.34691493201471
Olr1,0.480509713775952,0
Pglyrp1,0.480509713775952,-0.496149853736183
Tnfrsf21,0.344167595424443,0.25110379815712
Spp1,0.280543621314175,0.803958031932586
Kcnj8,0.277259230126642,-0.608154022504144
Jag2,0.0210950977682317,0.248233354143248
Apoh,0,0
Msx1,0,0
Prg2,0,0
Serpina5,0,0
Slco2a1,0,0.497726801434794
Cxcl5,-0.119163241375329,0
Pdgfa,-0.124632317938369,-3.1909429881917
Col5a2,-0.132267809243743,-1.16008324323863
Ptk2,-0.148387398760333,-0.729253552213825
Thbd,-0.211355771579663,0.497726801434794
Vav2,-0.317869065006445,-0.224522476836636
Jag1,-0.356279474677968,0.103695412686947
Lum,-0.363851727745292,-0.743329455787461
Vegfa,-0.484089377467795,-2.71285410001544
Vcan,-0.515231267959666,0.497726801434794
S100a4,-0.535800573677219,0.497726801434794
Lpl,-0.869179024356748,-0.213094177918844
App,-2.63678284667866,0.161035276019862
Itgav,-14.7657481525675,-5.86929125992014
