gene,wt_signed_log_p,ko_signed_log_p
Vegfa,1.91181517726327,0.240342400610537
Ptk2,1.27673776817594,0.521254681298172
Jag2,1.13118295521012,0.0471867152414307
Jag1,0.954703724824118,0.0611197757405279
Vtn,0.74674730972159,-1.22072192835337
Stc1,0.742596116392633,0
Ccnd2,0.56639652940559,0
Pf4,0.56639652940559,-0.310587542543016
Postn,0.56639652940559,0
Slco2a1,0.56639652940559,0
Spp1,0.56639652940559,0
Tnfrsf21,0.56639652940559,0
Vav2,0.411891206367415,-0.337073903276024
Timp1,0.325362084337863,0.214504438895235
Fgfr1,0.285727422862606,0.530009252999907
Col3a1,0.157959105075566,-0.310587542543016
S100a4,0.0681919417418856,-0.67141629172998
Fstl1,0.0477294406591531,-0.67141629172998
Itgav,0.040531986197396,-0.383379661324028
App,0.00385857621607101,0.310215676623778
Apoh,0,0
Cxcl5,0,0
Kcnj8,0,0
Lpl,0,0
Lum,0,0
Msx1,0,0
Olr1,0,0
Pglyrp1,0,-0.67141629172998
Prg2,0,0
Serpina5,0,0
Thbd,0,0
Pdgfa,-0.0606190597746781,-0.116150209902525
Lrpap1,-0.0666946087876005,-0.0727091833897455
Col5a2,-0.398912934352276,0
Nrp1,-0.398912934352276,0
Vcan,-0.398912934352276,0
