gene,wt_signed_log_p,ko_signed_log_p
Vegfa,11.9709743729025,4.89465191120146
Jag2,1.62945533529297,4.99512875218726
App,0.938224599185002,-0.583805184095199
Pglyrp1,0.797883513500315,-0.293389717514933
Ptk2,0.764907140281648,-0.811603671347999
Fgfr1,0.747123895976572,-0.132061172266261
Fstl1,0.672352476936405,0.416053510019713
Vcan,0.647508235620475,-0.104182810499309
Itgav,0.529328292381365,0.251655742126062
Timp1,0.493093790134802,0.101973460596077
Ccnd2,0.43341195887704,-0.287835520385368
Vav2,0.432005354375771,-0.103669976341588
Kcnj8,0.264520980501274,0.513544008486567
Lpl,0.263753959010829,-0.29912479547587
Pdgfa,0.245501659695113,-0.590333133438475
Lrpap1,0.188952296888702,-0.377955752373278
Tnfrsf21,0.101812743660408,-0.376877627021787
Nrp1,0.0597815851787138,-1.28774693367173
Spp1,0.0229354896023018,-0.0333520448106427
Postn,0.00596967986823661,-0.19077255251833
Cxcl5,0,-0.777364330577808
Msx1,0,0
Olr1,0,-0.777364330577808
Prg2,0,0
Serpina5,0,-0.777364330577808
Thbd,-0.00521436093664405,0.442566122686389
Pf4,-0.269695504421635,-0.191238139443748
Apoh,-0.380116440005269,0
Slco2a1,-0.466541838470236,-0.158213239078307
Col3a1,-0.719234992725604,-1.09156265622319
Lum,-0.735349879322655,-0.50203443960481
Stc1,-0.749427558960464,0.376273555096917
Col5a2,-0.751167623183703,0.11269954586764
Vtn,-0.753481908317033,-3.91339200163266
Jag1,-3.2782347261726,-2.78864869264559
S100a4,-4.26723086995355,0.126702995113308
