,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,1.46072458478281e-150,5.37851696687546,1,0.046,2.01331669520614e-146,Lpl,0.954
2,2.11419562975743e-179,6.22208458530328,0.983,0.03,2.91399583649467e-175,Chrm1,0.953
3,9.56804889644115e-177,6.567108214088,0.983,0.031,1.31876417939648e-172,Mmp9,0.952
4,6.14211381665279e-136,5.24194781333915,1,0.058,8.46567547349254e-132,Prrt4,0.942
5,6.91763677391265e-130,5.64729388963942,1,0.065,9.53457876548381e-126,Tnc,0.935
6,1.19268517814028e-135,4.74678999881838,0.983,0.052,1.64387798103075e-131,Tfap2c,0.931
7,1.05723197881492e-117,4.72930987848381,1,0.074,1.45718283640061e-113,Tmem178,0.926
8,2.86613520483291e-114,4.65245732668098,1,0.075,3.9503941528212e-110,Lhfpl2,0.925
9,2.40042165147501e-178,5.88721357336855,0.949,0.026,3.308501162228e-174,Chrna2,0.923
10,8.50056690585196e-107,4.77617238792607,1,0.09,1.17163313663358e-102,Adarb2,0.91
11,4.06610799296996e-121,4.68426891426032,0.966,0.062,5.60431664671049e-117,Clmn,0.904
12,7.31670082872177e-95,4.20607636751436,1,0.099,1.00846087522272e-90,Kcnk9,0.901
13,8.83466295792901e-129,4.68586569919465,0.949,0.051,1.21768159549135e-124,Cpne5,0.898
14,1.53890728757733e-97,3.92025040034473,0.983,0.09,2.12107591446783e-93,Ptprk,0.893
15,1.67649073990754e-89,4.22607939216199,1,0.112,2.31070718681456e-85,Nptx2,0.888
16,1.20994876190923e-100,4.74343098672847,0.983,0.096,1.66767237853949e-96,Kcnab1,0.887
17,6.970828968484e-89,4.06735313174792,1,0.115,9.6078935672615e-85,Fgd6,0.885
18,3.33898589167676e-94,6.14980940341514,1,0.117,4.60212425449808e-90,Maf,0.883
19,1.1311465485437e-86,4.38054765252961,1,0.125,1.55905928785778e-82,Gad2,0.875
20,2.39002387286448e-84,4.06535908161583,1,0.125,3.29416990396911e-80,Dapk1,0.875
21,1.73874777504806e-86,4.07681819699089,0.983,0.113,2.39651605834874e-82,Arhgef4,0.87
22,1.10881522017319e-89,4.06028809206841,0.966,0.098,1.52828001796471e-85,Spag5,0.868
23,3.61870529847726e-77,3.61823722230963,1,0.138,4.9876615128912e-73,Slit2,0.862
24,4.71905125016062e-85,4.06535908161583,0.966,0.108,6.50426833809638e-81,Inpp4b,0.858
25,1.03302260467068e-79,4.14930848672183,1,0.142,1.42381505601759e-75,Sez6l,0.858
26,1.336003539484e-79,3.68648718990202,0.966,0.112,1.84141367847079e-75,Kcnip1,0.854
27,3.22088414355421e-68,3.1919653979954,0.983,0.139,4.43934461506077e-64,Gng2,0.844
28,3.20557363440426e-80,4.73050975978957,0.983,0.14,4.41824214029939e-76,Pcdh7,0.843
29,1.19495081650988e-94,4.18155209912035,0.915,0.075,1.64700071039557e-90,Chrnb3,0.84
30,5.64881900705615e-74,4.29940427554952,0.966,0.128,7.7857672374255e-70,Npas4,0.838
31,8.89068328672488e-77,5.0892058235702,1,0.165,1.22540287740929e-72,Cacna1i,0.835
32,1.91245490910684e-106,5.03449811791107,0.898,0.064,2.63593660122196e-102,Ngfr,0.834
33,3.56205501100795e-140,5.63604745135487,0.864,0.033,4.90958042167225e-136,Fibcd1,0.831
34,2.46458502067044e-70,3.70060475496925,1,0.169,3.39693753399007e-66,C1ql1,0.831
35,2.40991232483526e-98,4.27934906195658,0.898,0.068,3.32158215732044e-94,Tunar,0.83
36,3.62460506942018e-115,5.044297466088,0.881,0.052,4.99579316718184e-111,Enc1,0.829
