,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,2.26680688094671e-79,3.68706406893406,0.761,0.139,3.12433992400886e-75,Plppr5,0.622
2,1.17780030362455e-66,2.76775123054195,0.81,0.198,1.62336215848572e-62,Srgap3,0.612
3,4.20104572555818e-59,2.40513404197861,0.796,0.194,5.79030132353684e-55,Tmem130,0.602
4,1.25827713878138e-59,2.40435651835921,0.838,0.237,1.73428338038237e-55,Dzip3,0.601
5,5.87504745968827e-60,2.41799700624023,0.88,0.283,8.09757791368834e-56,Nsg1,0.597
6,6.21409183528848e-50,1.9403235464503,0.873,0.288,8.56488277657812e-46,Ptprn2,0.585
7,7.63748675344127e-58,2.35401025047486,0.887,0.306,1.05267479922681e-53,Slc32a1,0.581
8,7.56902495915888e-62,2.63054075995578,0.732,0.154,1.04323871012087e-57,Astn1,0.578
9,3.11774462606593e-63,2.97544021091313,0.746,0.169,4.29718741810667e-59,Grm8,0.577
10,8.91920553605318e-69,2.98813502636648,0.697,0.121,1.22933409903421e-64,Astn2,0.576
11,4.68430995725338e-60,2.52009027742448,0.711,0.142,6.45638441408233e-56,Caly,0.569
12,8.70047270966497e-60,3.05370338537637,0.746,0.187,1.19918615357312e-55,Ly6h,0.559
13,3.77759027276627e-59,2.27499308506161,0.93,0.372,5.20665267295375e-55,Gria4,0.558
14,1.07904367273101e-59,2.63820359669509,0.859,0.308,1.48724589412515e-55,Dlg2,0.551
15,4.64685009962563e-59,2.75583237555563,0.683,0.138,6.40475349231401e-55,Nrxn1,0.545
16,1.34272633521806e-59,3.27673588758399,0.69,0.15,1.85067970783106e-55,Grik2,0.54
17,5.67863834435107e-40,1.7723188541819,0.796,0.257,7.82686723001907e-36,Nsg2,0.539
18,9.61428701905885e-47,2.25944130598756,0.775,0.241,1.32513717983688e-42,Cacna1g,0.534
19,6.98910717396176e-55,2.69888763027378,0.683,0.152,9.6330864178715e-51,Slc6a17,0.531
20,9.44815475364731e-47,2.15341588364415,0.754,0.224,1.30223916969521e-42,Xpr1,0.53
21,7.06060523882721e-45,2.01314923351981,0.824,0.301,9.73163220067555e-41,Pgrmc1,0.523
22,7.43730309314398e-57,2.78923095795241,0.648,0.126,1.02508348532803e-52,Pianp,0.522
23,1.04590627276365e-37,1.76805054831681,0.789,0.271,1.44157261575014e-33,Syn1,0.518
24,5.01864925666472e-65,3.3989020882671,0.592,0.087,6.91720427046098e-61,Grin2b,0.505
25,1.61931302356806e-47,2.6491125396455,0.662,0.157,2.23189914038385e-43,Adgrb3,0.505
26,2.33060994451551e-40,1.8746639845391,0.782,0.278,3.21227968652573e-36,Cdk5r1,0.504
27,9.10420306140132e-44,2.15316787310102,0.732,0.229,1.25483230795294e-39,Rasgef1b,0.503
28,5.57051825700009e-35,1.60425373595938,0.817,0.314,7.67784531362322e-31,Tcaf1,0.503
29,9.39449374621599e-40,1.9125050453982,0.782,0.285,1.29484307304095e-35,Agap2,0.497
30,6.52623503549079e-40,2.0798511954581,0.725,0.231,8.99510974941695e-36,Disp2,0.494
31,5.56914471199278e-34,1.57206434584145,0.81,0.318,7.67595215653964e-30,DEPRECATED-ENSMUSG00000040785,0.492
32,9.89334313725326e-43,2.15512958459394,0.648,0.158,1.36359948460762e-38,Glrb,0.49
33,3.29602927287036e-42,2.22003577308957,0.732,0.242,4.54291714679721e-38,Tmem178b,0.49
34,8.01994858042217e-42,2.22819304678366,0.683,0.194,1.10538951283959e-37,Insig1,0.489
35,3.6668762011538e-30,1.43295557409832,0.768,0.279,5.05405546805028e-26,Tmem59l,0.489
36,1.15466784708266e-38,2.10526503017184,0.782,0.296,1.59147869363402e-34,Slc8a1,0.486
37,2.09767257047654e-39,2.21681371055036,0.697,0.216,2.89122210388782e-35,Rab3c,0.481
38,9.2159112563819e-41,1.67984749844514,0.93,0.453,1.27022904846712e-36,Gria2,0.477
39,1.58452760398229e-43,2.40888617683972,0.62,0.144,2.18395439656879e-39,Serpini1,0.476
40,1.93764446947166e-36,1.89585516881837,0.718,0.246,2.67065537227278e-32,Gprasp2,0.472
41,1.68723653047562e-29,1.46470808711218,0.761,0.29,2.32551810995455e-25,Rbfox2,0.471
42,1.89560703476797e-38,2.08790132817157,0.704,0.233,2.61271517602069e-34,Ctnna2,0.471
43,8.97736042217287e-37,2.0064855032388,0.732,0.261,1.23734958698809e-32,Zcchc18,0.471
44,1.42138274011494e-46,2.55409942478528,0.592,0.122,1.95909183070043e-42,Efnb3,0.47
45,4.11077970806209e-60,3.18238935717054,0.542,0.074,5.66588767162199e-56,Gpr158,0.468
46,7.64589590758847e-41,2.19466768694897,0.606,0.143,1.05383383294292e-36,H2afy2,0.463
47,1.1804272902459e-36,2.18456372840487,0.69,0.228,1.62698293414592e-32,Cacng4,0.462
48,5.40714056907262e-49,2.79537713651952,0.57,0.109,7.4526618463528e-45,Cd200,0.461
49,8.62392305974451e-33,1.7553259890847,0.711,0.25,1.18863531532459e-28,Trio,0.461
50,2.81156880381146e-40,2.49945338666875,0.641,0.183,3.87518528229333e-36,Syt4,0.458
51,5.38655781080697e-30,1.41206803419129,0.866,0.409,7.42429263063525e-26,Aplp1,0.457
52,1.24221142063577e-35,1.59213255677987,0.859,0.403,1.71214000106229e-31,Adgrl1,0.456
53,1.58684692200274e-38,2.17184697953887,0.62,0.165,2.18715111259637e-34,Car11,0.455
54,1.59824440429225e-29,1.63395273247449,0.725,0.271,2.20286026243601e-25,Mapt,0.454
55,1.66610608257839e-35,1.51057031696921,0.894,0.442,2.2963940136178e-31,Tmx4,0.452
56,3.34939793662796e-33,1.90423687738768,0.655,0.205,4.61647517605432e-29,Lrp1,0.45
57,2.33883062295648e-40,2.44980483120864,0.592,0.143,3.22361024762091e-36,Nalcn,0.449
58,5.56374072953296e-23,1.13395236073201,0.718,0.27,7.66850384751528e-19,Fat3,0.448
59,1.00750970563044e-29,1.55573329016067,0.761,0.315,1.38865062727044e-25,Itfg1,0.446
60,5.93652269793887e-58,4.52791549298162,0.528,0.083,8.18230923456915e-54,Prdm13,0.445
61,6.62486633027365e-40,1.84480353192825,0.873,0.43,9.13105326301617e-36,Elavl3,0.443
62,2.13229428016043e-31,1.79584041485139,0.697,0.254,2.93894120634511e-27,Dzip1,0.443
63,4.95385994444485e-55,3.99572109189365,0.521,0.081,6.82790516142834e-51,Lrrn3,0.44
64,7.77227865798184e-29,1.55595022047322,0.761,0.321,1.07125316742964e-24,Fhl1,0.44
65,1.47312383337234e-33,2.10666850789518,0.69,0.251,2.0304065795371e-29,Cdk14,0.439
66,1.73072868423445e-31,1.84407762462873,0.711,0.273,2.38546334548034e-27,Calm2,0.438
67,6.35741192222175e-33,2.02330358808969,0.634,0.199,8.76242085239824e-29,Pkia,0.435
68,9.80994611992928e-40,2.51199959281598,0.57,0.135,1.35210487370985e-35,L1cam,0.435
69,1.64690473413772e-26,1.49024947564801,0.697,0.263,2.26992879506201e-22,Hdac11,0.434
70,1.19080189128452e-37,1.69913940402122,0.549,0.118,1.64128224675746e-33,Gad2,0.431
71,1.33190890689758e-35,2.16707630167603,0.585,0.154,1.83577004637693e-31,Ugcg,0.431
72,1.11551475732936e-34,2.040235674925,0.592,0.161,1.53751399002705e-30,Fyn,0.431
73,3.15310715893171e-43,2.76790718914336,0.549,0.119,4.34592759715557e-39,Asic2,0.43
74,3.55813712628383e-51,3.59613284341,0.514,0.084,4.904180401157e-47,Kcnd3,0.43
75,1.12137121725137e-34,2.70267709187078,0.704,0.276,1.54558594873756e-30,Slc24a3,0.428
76,1.50704202454801e-34,2.33222820831031,0.641,0.214,2.07715602243452e-30,Kctd8,0.427
77,1.63124945967518e-29,1.46498528017164,0.852,0.425,2.2483511302703e-25,Syt11,0.427
78,5.82978250374309e-37,2.47693156426282,0.577,0.15,8.03518922490911e-33,Syt13,0.427
79,8.22495968357509e-36,1.94104231838622,0.556,0.13,1.13364619318715e-31,Cacng2,0.426
80,3.21707005129619e-36,2.21559487490404,0.563,0.139,4.43408765170154e-32,Abat,0.424
81,1.17812965419595e-28,1.74922630884096,0.732,0.309,1.62381610237827e-24,Srebf2,0.423
82,6.4754466054107e-38,2.24239044975008,0.542,0.12,8.92510805623757e-34,Plppr4,0.422
83,4.16233436239526e-23,1.25528492268376,0.768,0.347,5.73694545168939e-19,Dst,0.421
84,2.05359353442992e-33,2.57694167557014,0.62,0.199,2.83046796850475e-29,Gucy1b1,0.421
