,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,1.60088575808971e-114,3.10274375369978,0.931,0.173,2.20650084037504e-110,Rp1,0.758
2,7.21711572148293e-123,3.48899052360036,0.93,0.173,9.94735059891992e-119,Samd11,0.757
3,2.70828039877806e-128,3.39409211156879,0.958,0.208,3.7328228736358e-124,Grk1,0.75
4,4.15383527247051e-125,3.1584536856739,0.958,0.213,5.7252311560461e-121,Tulp1,0.745
5,5.50182564130655e-117,3.15561363586661,0.926,0.187,7.58316628141282e-113,Plekhb1,0.739
6,2.17497869951816e-117,3.52448294450945,0.903,0.164,2.99777314154588e-113,Pitpnm3,0.739
7,5.62700284266871e-111,2.85369351175749,0.937,0.208,7.75569801805029e-107,Nr2e3,0.729
8,4.86422077006379e-115,2.98908491362175,0.943,0.216,6.70435548737892e-111,Crx,0.727
9,1.07171806748191e-100,2.50558959583463,0.937,0.211,1.47714901241031e-96,Slc17a7,0.726
10,1.73351690912481e-118,2.76812501343276,0.972,0.257,2.38930635584672e-114,Pde6b,0.715
11,1.32465171549605e-107,2.72294695356683,0.935,0.222,1.8257674594682e-103,Guca1b,0.713
12,5.8387008000491e-98,2.30668712694432,0.956,0.243,8.04748131270767e-94,Rcvrn,0.713
13,1.73058178545842e-119,2.73974275536589,0.979,0.269,2.38526087489734e-115,Prph2,0.71
14,1.96313609942886e-108,2.47898313415597,0.973,0.266,2.70579048584279e-104,Pde6g,0.707
15,4.33005361551304e-100,2.42677624395982,0.939,0.234,5.96811289826162e-96,Nrl,0.705
16,1.03481844191302e-104,3.20483147158874,0.888,0.187,1.42629025848872e-100,Pcdh15,0.701
17,1.94631742273258e-106,2.73977529450127,0.931,0.231,2.68260930375231e-102,Aipl1,0.7
18,5.09825551765489e-104,3.23484599209827,0.869,0.181,7.02692557998373e-100,Abca4,0.688
19,1.46550691102959e-98,2.63898369662275,0.906,0.219,2.01990817547208e-94,Cngb1,0.687
20,2.02572657551993e-90,2.11327499472013,0.961,0.275,2.79205893903912e-86,Gnat1,0.686
21,2.25135267763641e-97,3.17524814861395,0.834,0.149,3.10303939558626e-93,Casz1,0.685
22,1.34686795421242e-114,2.88324488339984,0.955,0.272,1.85638810129098e-110,Epb41,0.683
23,2.23775737530346e-91,2.09263706222865,0.959,0.281,3.08430099038075e-87,Rom1,0.678
24,9.64528812304901e-85,1.9746609521422,0.954,0.281,1.32941006199984e-80,Rho,0.673
25,5.21294901599225e-89,3.38188802782111,0.784,0.114,7.18500762874212e-85,Cst3,0.67
26,4.80095672364748e-97,2.43996060739562,0.923,0.257,6.61715865220332e-93,Neurod1,0.666
27,7.54683394790489e-91,2.07272964339153,0.968,0.307,1.04018012303973e-86,Rbp3,0.661
28,3.13913237680036e-104,2.96645337753772,0.897,0.237,4.32666615494394e-100,Ptp4a3,0.66
29,6.90212824779959e-88,2.32904624525323,0.89,0.231,9.51320336394218e-84,Slc24a1,0.659
30,3.56966438778762e-93,3.12165745251289,0.828,0.173,4.92006842568768e-89,Mpp4,0.655
31,7.54288622104481e-86,2.06062729005319,0.936,0.281,1.03963600784661e-81,Pdc,0.655
32,5.48792925102174e-90,3.2598983811018,0.796,0.149,7.56401288668327e-86,Slc38a3,0.647
33,8.81816189168651e-90,3.19056242987595,0.802,0.155,1.21540725353115e-85,Fryl,0.647
34,1.14548359977103e-84,2.06204352732276,0.924,0.278,1.57882004556441e-80,Unc119,0.646
35,7.72268075527038e-71,1.84216782775275,0.883,0.243,1.06441708849892e-66,Gngt1,0.64
36,3.22409031690904e-94,2.51759715442602,0.915,0.289,4.44376368379573e-90,Rgs9,0.626
37,5.56006306237278e-88,2.35780984756766,0.898,0.275,7.66343491886841e-84,Impdh1,0.623
38,1.97623626781261e-80,3.27506486397049,0.748,0.129,2.72384644792612e-76,Gnb3,0.619
39,9.22244314450283e-82,2.59777392713181,0.826,0.208,1.27112933860683e-77,Ybx3,0.618
40,3.40273027352435e-69,1.94733609498866,0.845,0.231,4.68998313599861e-65,Rs1,0.614
