Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
PaGenBase,36,PGB:00269,Cell-specific: retinal pigment epithelium,,-3.1,3.4,4.2,21160,386,161,10,6.2,1.9,12035|14685|17690|17968|20446|22248|74309|74413|212541|241656,Bcat1|Gnat1|Msi1|Ncam2|St6galnac2|Unc119|Osbp2|Tc2n|Rho|Pak5,-0.14,hits
PaGenBase,36,PGB:00015,Tissue-specific: retina,,-2,3.9,3.3,21160,167,161,5,3.1,1.4,14685|17690|22248|74309|212541,Gnat1|Msi1|Unc119|Osbp2|Rho,0,hits
