Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0019320,hexose catabolic process,19_GO:0009987 cellular process,-6.9,17,10,21160,44,193,7,3.6,1.3,11674|14751|18640|18641|21991|72157|244757,Aldoa|Gpi1|Pfkfb2|Pfkl|Tpi1|Pgm1|Glb1l2,-2.7,hits
GO Biological Processes,19,GO:0046365,monosaccharide catabolic process,19_GO:0009987 cellular process,-6.7,16,10,21160,47,193,7,3.6,1.3,11674|14751|18640|18641|21991|72157|244757,Aldoa|Gpi1|Pfkfb2|Pfkl|Tpi1|Pgm1|Glb1l2,-2.7,hits
GO Biological Processes,19,GO:0060041,retina development in camera-type eye,19_GO:0032502 developmental process,-6.2,6.2,7.3,21160,212,193,12,6.2,1.7,11481|12142|12951|14688|17187|17245|18587|50769|210992|225998|236266|320244,Acvr2b|Prdm1|Crx|Gnb1|Max|Mdm1|Pde6b|Atp8a2|Lpcat1|Rorb|Alms1|Ttll5,-2.5,hits
GO Biological Processes,19,GO:0006007,glucose catabolic process,19_GO:0009987 cellular process,-5.5,21,9.8,21160,26,193,5,2.6,1.1,11674|14751|18640|18641|21991,Aldoa|Gpi1|Pfkfb2|Pfkl|Tpi1,-1.8,hits
GO Biological Processes,19,GO:0043010,camera-type eye development,19_GO:0032502 developmental process,-5.2,4,5.9,21160,413,193,15,7.8,1.9,11481|12142|12951|14688|15312|17187|17245|18587|50769|100121|210992|225998|231051|236266|320244,Acvr2b|Prdm1|Crx|Gnb1|Hmgn1|Max|Mdm1|Pde6b|Atp8a2|Tdrd7|Lpcat1|Rorb|Kmt2c|Alms1|Ttll5,-1.7,hits
GO Biological Processes,19,GO:0019318,hexose metabolic process,19_GO:0009987 cellular process,-5.2,6,6.5,21160,182,193,10,5.2,1.6,11674|12894|14751|18640|18641|19013|19017|21991|72157|244757,Aldoa|Cpt1a|Gpi1|Pfkfb2|Pfkl|Ppara|Ppargc1a|Tpi1|Pgm1|Glb1l2,-1.7,hits
GO Biological Processes,19,GO:0006006,glucose metabolic process,19_GO:0009987 cellular process,-5.1,6.8,6.7,21160,146,193,9,4.7,1.5,11674|12894|14751|18640|18641|19013|19017|21991|72157,Aldoa|Cpt1a|Gpi1|Pfkfb2|Pfkl|Ppara|Ppargc1a|Tpi1|Pgm1,-1.7,hits
GO Biological Processes,19,GO:0061718,glucose catabolic process to pyruvate,19_GO:0009987 cellular process,-4.7,24,9.5,21160,18,193,4,2.1,1,11674|14751|18641|21991,Aldoa|Gpi1|Pfkl|Tpi1,-1.5,hits
GO Biological Processes,19,GO:0061621,canonical glycolysis,19_GO:0009987 cellular process,-4.7,24,9.5,21160,18,193,4,2.1,1,11674|14751|18641|21991,Aldoa|Gpi1|Pfkl|Tpi1,-1.5,hits
GO Biological Processes,19,GO:0006735,NADH regeneration,19_GO:0009987 cellular process,-4.7,24,9.5,21160,18,193,4,2.1,1,11674|14751|18641|21991,Aldoa|Gpi1|Pfkl|Tpi1,-1.5,hits
GO Biological Processes,19,GO:0005996,monosaccharide metabolic process,19_GO:0009987 cellular process,-4.7,5.3,6,21160,206,193,10,5.2,1.6,11674|12894|14751|18640|18641|19013|19017|21991|72157|244757,Aldoa|Cpt1a|Gpi1|Pfkfb2|Pfkl|Ppara|Ppargc1a|Tpi1|Pgm1|Glb1l2,-1.5,hits
GO Biological Processes,19,GO:0001654,eye development,19_GO:0032502 developmental process,-4.6,3.6,5.4,21160,460,193,15,7.8,1.9,11481|12142|12951|14688|15312|17187|17245|18587|50769|100121|210992|225998|231051|236266|320244,Acvr2b|Prdm1|Crx|Gnb1|Hmgn1|Max|Mdm1|Pde6b|Atp8a2|Tdrd7|Lpcat1|Rorb|Kmt2c|Alms1|Ttll5,-1.5,hits
GO Biological Processes,19,GO:0050953,sensory perception of light stimulus,19_GO:0032501 multicellular organismal process,-4.6,5.9,6.1,21160,167,193,9,4.7,1.5,12951|18587|19023|20028|50769|73750|77974|225998|235415,Crx|Pde6b|Ppef2|Pdc|Atp8a2|Whrn|Rdh12|Rorb|Cplx3,-1.5,hits
GO Biological Processes,19,GO:0046031,ADP metabolic process,19_GO:0009987 cellular process,-4.6,10,7.2,21160,63,193,6,3.1,1.2,11639|11674|14751|18640|18641|21991,Ak4|Aldoa|Gpi1|Pfkfb2|Pfkl|Tpi1,-1.5,hits
GO Biological Processes,19,GO:0150063,visual system development,19_GO:0032502 developmental process,-4.6,3.6,5.3,21160,463,193,15,7.8,1.9,11481|12142|12951|14688|15312|17187|17245|18587|50769|100121|210992|225998|231051|236266|320244,Acvr2b|Prdm1|Crx|Gnb1|Hmgn1|Max|Mdm1|Pde6b|Atp8a2|Tdrd7|Lpcat1|Rorb|Kmt2c|Alms1|Ttll5,-1.5,hits
GO Biological Processes,19,GO:0048880,sensory system development,19_GO:0032502 developmental process,-4.5,3.5,5.3,21160,470,193,15,7.8,1.9,11481|12142|12951|14688|15312|17187|17245|18587|50769|100121|210992|225998|231051|236266|320244,Acvr2b|Prdm1|Crx|Gnb1|Hmgn1|Max|Mdm1|Pde6b|Atp8a2|Tdrd7|Lpcat1|Rorb|Kmt2c|Alms1|Ttll5,-1.5,hits
GO Biological Processes,19,GO:0061620,glycolytic process through glucose-6-phosphate,19_GO:0009987 cellular process,-4.4,21,8.7,21160,21,193,4,2.1,1,11674|14751|18641|21991,Aldoa|Gpi1|Pfkl|Tpi1,-1.4,hits
GO Biological Processes,19,GO:0009135,purine nucleoside diphosphate metabolic process,19_GO:0009987 cellular process,-4.4,9.4,6.8,21160,70,193,6,3.1,1.2,11639|11674|14751|18640|18641|21991,Ak4|Aldoa|Gpi1|Pfkfb2|Pfkl|Tpi1,-1.4,hits
GO Biological Processes,19,GO:0009179,purine ribonucleoside diphosphate metabolic process,19_GO:0009987 cellular process,-4.4,9.4,6.8,21160,70,193,6,3.1,1.2,11639|11674|14751|18640|18641|21991,Ak4|Aldoa|Gpi1|Pfkfb2|Pfkl|Tpi1,-1.4,hits
