Gene,TotalEvidenceCounts,EvidenceHit:hits,EvidenceGO:hits,EvidencePPI:hits
22143,3.0,1,1,1
170718,3.0,1,1,1
68184,3.0,1,1,1
11932,3.0,1,1,1
20442,3.0,1,1,1
18102,3.0,1,1,1
20467,3.0,1,1,1
14118,3.0,1,1,1
19082,3.0,1,1,1
232975,3.0,1,1,1
665155,3.0,1,1,1
22370,3.0,1,1,1
14775,3.0,1,1,1
54208,3.0,1,1,1
19156,3.0,1,1,1
53356,3.0,1,1,1
57423,3.0,1,1,1
78330,3.0,1,1,1
17750,3.0,1,1,1
14607,3.0,1,1,1
56334,3.0,1,1,1
407785,3.0,1,1,1
14387,3.0,1,1,1
12654,3.0,1,1,1
20333,3.0,1,1,1
21672,3.0,1,1,1
20733,3.0,1,1,1
12759,3.0,1,1,1
12751,3.0,1,1,1
13681,3.0,1,1,1
12837,3.0,1,1,1
18655,3.0,1,1,1
57437,3.0,1,1,1
14184,3.0,1,1,1
22272,3.0,1,1,1
11820,3.0,1,1,1
17748,3.0,1,1,1
56347,3.0,1,1,1
13167,3.0,1,1,1
15212,3.0,1,1,1
66043,3.0,1,1,1
11842,3.0,1,1,1
27643,3.0,1,1,1
54405,3.0,1,1,1
68375,3.0,1,1,1
12628,3.0,1,1,1
386649,3.0,1,1,1
67160,3.0,1,1,1
21937,3.0,1,1,1
225845,3.0,1,1,1
58859,3.0,1,1,1
14319,3.0,1,1,1
68194,3.0,1,1,1
16011,3.0,1,1,1
329941,3.0,1,1,1
15902,3.0,1,1,1
16561,3.0,1,1,1
12861,3.0,1,1,1
12793,3.0,1,1,1
66414,3.0,1,1,1
20917,3.0,1,1,1
12867,3.0,1,1,1
12527,3.0,1,1,1
22139,3.0,1,1,1
19211,3.0,1,1,1
110323,3.0,1,1,1
27425,3.0,1,1,1
12857,3.0,1,1,1
18176,3.0,1,1,1
12268,3.0,1,1,1
21881,3.0,1,1,1
276770,3.0,1,1,1
12859,3.0,1,1,1
56486,3.0,1,1,1
12091,3.0,1,1,1
28199,3.0,1,1,1
18642,3.0,1,1,1
12444,3.0,1,1,1
18637,3.0,1,1,1
17919,3.0,1,1,1
68576,3.0,1,1,1
66734,3.0,1,1,1
11816,3.0,1,1,1
20393,3.0,1,1,1
11773,3.0,1,1,1
234839,3.0,1,1,1
13033,3.0,1,1,1
18542,3.0,1,1,1
51788,2.0,1,0,1
27784,2.0,1,0,1
20516,2.0,1,1,0
17904,2.0,1,0,1
19186,2.0,1,0,1
16998,2.0,1,1,0
18117,2.0,1,1,0
11853,2.0,1,1,0
494448,2.0,1,0,1
26384,2.0,1,1,0
19739,2.0,1,1,0
56438,2.0,1,0,1
67991,2.0,1,1,0
18424,2.0,1,1,0
19062,2.0,1,1,0
54612,2.0,1,1,0
66092,2.0,1,1,0
28015,2.0,1,1,0
216001,2.0,1,1,0
69064,2.0,1,1,0
66320,2.0,1,1,0
29817,2.0,1,1,0
66882,2.0,1,0,1
67067,2.0,1,1,0
30055,2.0,1,1,0
66259,2.0,1,1,0
23980,2.0,1,0,1
66105,2.0,1,0,1
68066,2.0,1,1,0
16922,2.0,1,0,1
67465,2.0,1,0,1
229663,2.0,1,1,0
12162,2.0,1,1,0
70083,2.0,1,0,1
28018,2.0,1,0,1
15312,2.0,1,0,1
66887,2.0,1,0,1
17187,2.0,1,0,1
17319,2.0,1,1,0
16975,2.0,1,0,1
18538,2.0,1,0,1
17242,2.0,1,1,0
11500,2.0,1,1,0
56395,2.0,1,1,0
66055,2.0,1,0,1
26894,2.0,1,0,1
28019,2.0,1,0,1
67988,2.0,1,0,1
27388,2.0,1,0,1
27008,2.0,1,1,0
12476,2.0,1,1,0
72333,2.0,1,1,0
192176,2.0,1,1,0
18807,2.0,1,0,1
14339,2.0,1,1,0
19241,2.0,1,1,0
77219,1.0,1,0,0
19039,1.0,1,0,0
272589,1.0,1,0,0
109594,1.0,1,0,0
15975,1.0,1,0,0
66058,1.0,1,0,0
74340,1.0,1,0,0
58909,1.0,1,0,0
78829,1.0,1,0,0
67843,1.0,1,0,0
228608,1.0,1,0,0
68991,1.0,1,0,0
71306,1.0,1,0,0
98396,1.0,1,0,0
329872,1.0,1,0,0
20347,1.0,1,0,0
66911,1.0,1,0,0
69094,1.0,1,0,0
56722,1.0,1,0,0
20716,1.0,1,0,0
13190,1.0,1,0,0
224613,1.0,1,0,0
245049,1.0,1,0,0
353502,1.0,1,0,0
433667,1.0,1,0,0
52004,1.0,1,0,0
20843,1.0,1,0,0
212541,1.0,1,0,0
65963,1.0,1,0,0
238799,1.0,1,0,0
207214,1.0,1,0,0
93736,1.0,1,0,0
73916,1.0,1,0,0
18611,1.0,1,0,0
321022,1.0,1,0,0
14227,1.0,1,0,0
60527,1.0,1,0,0
234353,1.0,1,0,0
55987,1.0,1,0,0
68090,1.0,1,0,0
