Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,mmu05412,Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse),,-3.8,15,7.2,21160,86,67,4,6,2.9,11465|16773|20650|241226,Actg1|Lama2|Sntb2|Itga8,0,hits
KEGG Pathway,24,mmu05410,Hypertrophic cardiomyopathy - Mus musculus (house mouse),,-3.5,13,6.6,21160,100,67,4,6,2.9,11465|16773|20650|241226,Actg1|Lama2|Sntb2|Itga8,0,hits
WikiPathways,27,WP85,Focal adhesion,,-3.5,8.5,5.8,21160,185,67,5,7.5,3.2,11465|14268|16773|20363|241226,Actg1|Fn1|Lama2|Selenop|Itga8,0,hits
KEGG Pathway,24,mmu05414,Dilated cardiomyopathy - Mus musculus (house mouse),,-3.5,12,6.5,21160,103,67,4,6,2.9,11465|16773|20650|241226,Actg1|Lama2|Sntb2|Itga8,0,hits
Reactome Gene Sets,6,R-MMU-421270,Cell-cell junction organization,,-3.4,20,7.4,21160,47,67,3,4.5,2.5,11465|57875|93737,Actg1|Angptl4|Pard6g,0,hits
Reactome Gene Sets,6,R-MMU-3000171,Non-integrin membrane-ECM interactions,,-3.1,17,6.7,21160,57,67,3,4.5,2.5,11465|14268|20650,Actg1|Fn1|Sntb2,0,hits
KEGG Pathway,24,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),,-3.1,6.8,5,21160,232,67,5,7.5,3.2,11465|14268|16773|20650|241226,Actg1|Fn1|Lama2|Sntb2|Itga8,0,hits
KEGG Pathway,24,mmu05165,Human papillomavirus infection - Mus musculus (house mouse),,-3,5.3,4.6,21160,359,67,6,9,3.5,14268|16773|55927|93737|114143|241226,Fn1|Lama2|Hes6|Pard6g|Atp6v0b|Itga8,0,hits
Reactome Gene Sets,6,R-MMU-446728,Cell junction organization,,-2.9,14,6,21160,68,67,3,4.5,2.5,11465|57875|93737,Actg1|Angptl4|Pard6g,0,hits
Reactome Gene Sets,6,R-MMU-216083,Integrin cell surface interactions,,-2.9,14,6,21160,69,67,3,4.5,2.5,12837|14268|241226,Col8a1|Fn1|Itga8,0,hits
Reactome Gene Sets,6,R-MMU-1474244,Extracellular matrix organization,,-2.8,6,4.6,21160,262,67,5,7.5,3.2,11465|12837|14268|20650|241226,Actg1|Col8a1|Fn1|Sntb2|Itga8,0,hits
GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-2.6,7,4.6,21160,181,67,4,6,2.9,12539|19038|19386|70356,Cdc37|Ppic|Ranbp2|St13,0,hits
Reactome Gene Sets,6,R-MMU-1500931,Cell-Cell communication,,-2.6,11,5.2,21160,87,67,3,4.5,2.5,11465|57875|93737,Actg1|Angptl4|Pard6g,0,hits
KEGG Pathway,24,mmu04512,ECM-receptor interaction - Mus musculus (house mouse),,-2.5,11,5.1,21160,89,67,3,4.5,2.5,14268|16773|241226,Fn1|Lama2|Itga8,0,hits
KEGG Pathway,24,mmu05416,Viral myocarditis - Mus musculus (house mouse),,-2.5,10,5,21160,94,67,3,4.5,2.5,11465|16773|20650,Actg1|Lama2|Sntb2,0,hits
WikiPathways,27,WP2841,Focal adhesion PI3K Akt mTOR signaling pathway,,-2.5,4.9,4,21160,322,67,5,7.5,3.2,12539|14268|16773|240752|241226,Cdc37|Fn1|Lama2|Pik3c2b|Itga8,0,hits
KEGG Pathway,24,mmu04510,Focal adhesion - Mus musculus (house mouse),,-2.4,6.3,4.2,21160,202,67,4,6,2.9,11465|14268|16773|241226,Actg1|Fn1|Lama2|Itga8,0,hits
Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-2.3,3.8,3.5,21160,505,67,6,9,3.5,11465|12306|14268|15078|20363|56248,Actg1|Anxa2|Fn1|H3f3a|Selenop|Ak3,0,hits
GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-2.3,4.4,3.7,21160,358,67,5,7.5,3.2,11465|12306|12837|14268|57875,Actg1|Anxa2|Col8a1|Fn1|Angptl4,0,hits
Reactome Gene Sets,6,R-MMU-114608,Platelet degranulation,,-2.2,8.2,4.4,21160,115,67,3,4.5,2.5,11465|14268|20363,Actg1|Fn1|Selenop,0,hits
Reactome Gene Sets,6,R-MMU-76005,Response to elevated platelet cytosolic Ca2+,,-2.2,8,4.3,21160,119,67,3,4.5,2.5,11465|14268|20363,Actg1|Fn1|Selenop,0,hits
GO Biological Processes,19,GO:0001704,formation of primary germ layer,19_GO:0032502 developmental process,-2.2,7.8,4.2,21160,122,67,3,4.5,2.5,12837|14268|241226,Col8a1|Fn1|Itga8,0,hits
Reactome Gene Sets,6,R-MMU-9012999,RHO GTPase cycle,,-2.1,4.1,3.4,21160,388,67,5,7.5,3.2,11465|11736|12539|20619|244867,Actg1|Ankfy1|Cdc37|Snap23|Arhgap20,0,hits
Reactome Gene Sets,6,R-MMU-194315,Signaling by Rho GTPases,,-2.1,3.4,3.2,21160,562,67,6,9,3.5,11465|11736|12539|19386|20619|244867,Actg1|Ankfy1|Cdc37|Ranbp2|Snap23|Arhgap20,0,hits
Reactome Gene Sets,6,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,,-2.1,3.9,3.4,21160,400,67,5,7.5,3.2,11465|12539|14268|114143|545622,Actg1|Cdc37|Fn1|Atp6v0b|Ptpn3,0,hits
GO Biological Processes,19,GO:0007160,cell-matrix adhesion,19_GO:0009987 cellular process,-2,7,4,21160,135,67,3,4.5,2.5,12306|14268|241226,Anxa2|Fn1|Itga8,0,hits
Reactome Gene Sets,6,R-MMU-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-2,3.3,3.1,21160,577,67,6,9,3.5,11465|11736|12539|19386|20619|244867,Actg1|Ankfy1|Cdc37|Ranbp2|Snap23|Arhgap20,0,hits
