_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.1,PGB:00269,M1,1,0,PaGenBase,36,Cell-specific: retinal pigment epithelium,,-2.1,3.1,3.2,21160,386,123,7,5.7,2.1,12759|14695|14913|18117|53376|77630|270162,Clu|Gnb3|Guca1a|Emc8|Usp2|Prdm8|Elmod1,0,0
