"logFC","logCPM","F","PValue","FDR","Nhood","SpatialFDR"
-3.64321542763738,11.0421423718572,41.1603076710227,4.08833668179642e-10,1.58627463253701e-07,146,1.47510700611525e-07
-1.01224221983388,12.7914112773146,25.2209224766619,7.81150571984327e-07,0.000151543210964959,67,0.000125167183591597
-2.17888107223539,11.1237358430398,21.7607049902662,4.25756781722931e-06,0.00055064543769499,338,0.000464388014192733
-3.72530424755923,10.7012197135429,19.382433599353,1.38506099422659e-05,0.00134350916439979,49,0.00119076125708885
-0.810018738676127,12.8383083022983,17.8648269190561,2.95998884536868e-05,0.00154399708078403,57,0.00133980799585479
-2.40687431777049,11.2609106513056,17.7548600531159,3.12812004766644e-05,0.00154399708078403,125,0.00133980799585479
-2.02621721211777,11.1153873554461,17.7199423969197,3.18349913563718e-05,0.00154399708078403,170,0.00133980799585479
-2.03318961804305,11.1174859435986,18.081499024321,2.65493083397612e-05,0.00154399708078403,194,0.00133980799585479
-2.84003787973068,11.4438275405791,17.4538477247129,3.63938418112974e-05,0.00155867192997503,212,0.00135061906151056
-1.99668300371097,11.0980042216928,17.2576984295869,4.01719569581192e-05,0.00155867192997503,246,0.00139289490749163
-1.13862951001407,12.5199707332842,16.2092585184837,6.82253765144759e-05,0.00240649509887424,85,0.00209820209514938
-1.19378875303488,12.4560690401332,15.9006212463385,7.97822709562048e-05,0.00257962676091729,123,0.00223854364393933
-2.4009807614204,11.326269972057,15.6635607279781,8.99880771038431e-05,0.00268579799356086,283,0.00232282113814459
-2.54313352631932,11.8823222221667,15.4108098316513,0.000102329471824132,0.00283598821912594,33,0.00243863740783081
-2.51769950187975,11.4149983204772,14.7233094076303,0.00014529054700014,0.00352329576475338,86,0.00302404032845015
-2.37476727948725,11.3653646801223,14.7260700087222,0.000145085772547511,0.00352329576475338,133,0.00302404032845015
-1.69132175892033,11.0552038416809,12.9786688877963,0.000356023216620289,0.00812570635580423,249,0.00699557593028703
-2.27025617077953,10.812075196698,12.6600224201967,0.000419816141259508,0.00904937015603828,179,0.00773628806914334
-1.8877978413665,10.9564977683652,12.479078445648,0.000461082223109204,0.00941578434559848,169,0.00806072738900898
-1.99333737365853,10.8905310453617,12.1110442277529,0.000558168771447537,0.0108284741660822,158,0.0093697151273747
-1.59138288481344,11.2778787840928,10.582607894888,0.00124156408382524,0.022939374501152,337,0.019854169729656
-1.34174453106765,12.1998356124029,10.2056765355996,0.00151455958795347,0.0267113236420885,93,0.0227943576056032
-1.4861505426622,11.2361853892959,10.1116838954291,0.00159168449676309,0.0268510254236556,347,0.023020718212615
-1.0466162756867,12.3922951425256,9.48599247038807,0.00221790952661915,0.0330980344741627,38,0.0279531448801395
-1.66254370200496,11.2999163505332,9.52039839841059,0.00217769765005342,0.0330980344741627,127,0.0279531448801395
-1.77690481589098,10.8845142283157,9.65197172612954,0.00203065115542593,0.0328288603460525,210,0.0279531448801395
-0.795346620146713,12.5514489472864,8.89384678564147,0.00304193870455767,0.0437137858284583,124,0.0366478838258117
-1.46817245864323,11.6825293721648,8.49574168286331,0.0037661450415367,0.0521880098612942,236,0.0433552469499209
-1.56933444333141,11.4036361431489,8.21006568810488,0.00439255448786885,0.0568103713764372,59,0.0477564591043034
