"GeneID","logFC_1","adj.P.Val_1","logFC_2","adj.P.Val_2","logFC_3","adj.P.Val_3","logFC_4","adj.P.Val_4","logFC_5","adj.P.Val_5","logFC_6","adj.P.Val_6"
"Acaca",-0.0651066314293183,0.999455473488465,0.0548394274044859,0.977374707066814,0.265148020580505,0.582511840184239,0.43789895179573,0.106230030440395,-0.824585521895632,1.60769687210203e-05,0.2070053175284,0.684453694357216
"Acad11",0.0528598285916678,0.999455473488465,0.0123391963438327,0.977374707066814,-0.052438338019124,0.74319212072735,-0.0301872758618872,0.736184274688167,-0.0450654593561843,0.52380919199567,0.0772001550838091,0.57780426085535
"Acadvl",-0.136964627025313,0.999455473488465,0.400467221594273,0.923004972141944,0.558454237644366,0.331507258187637,0.41509590108715,0.295866879943225,-1.24074635620625,1.10377046239212e-06,0.0681674264576905,0.946856066268496
"Acat1",0.210043121458747,0.779047209435369,-0.02910041879307,0.977374707066814,-0.116995366799472,0.778410758224181,0.373275774271891,0.0653292618219653,-0.270698424633604,0.116910463807084,-0.182208589373816,0.617872855517592
"Acbd5",0.0617379222298269,0.999455473488465,0.0693674819508088,0.977374707066814,-0.0162851154585802,0.95497073813041,0.174187608921436,0.238622421587125,-0.349507874494563,0.000374479310489968,0.0928471723194227,0.731530115525507
"Acer2",0.059041688431298,0.992606107088448,0.0781051145989387,0.972599774869665,0.0515424938433923,0.756360895793061,0.0736669159197522,0.401544076780605,-0.154392814052656,0.02377435720878,-0.12313821914997,0.370176496148983
"Acer3",-0.000406300414276917,0.999455473488465,0.0291428054558814,0.977374707066814,0.0474553925872515,0.840060668713779,0.180384976419594,0.0855065630379751,-0.0747777645434127,0.448473299413133,-0.213757230038638,0.227275537320281
"Ache",-0.148713022338912,0.732101320698776,-0.0711166772845018,0.977374707066814,-0.0730946073569295,0.793595667392679,0.331951990223953,0.0138999183629715,-0.215269220408076,0.065538265487027,0.232208102072712,0.306583991961271
"Ackr1",0.0140777385908648,0.999455473488465,-0.07048969141041,0.977374707066814,0.0502110402297913,0.860910127231903,0.248656359601081,0.0677706667594113,-0.223494392469843,0.0612264487853665,-0.00722184446498679,0.983917815962167
"Acly",0.25131330711815,0.525430681176384,0.0261352186355785,0.977374707066814,-0.255994451073747,0.331507258187637,-0.0205844783380962,0.919664836044444,-0.142037098366691,0.303077568643374,0.177068406003088,0.578459372281801
"Acox3",-0.0120229211244984,0.999455473488465,0.020542077603599,0.977374707066814,0.117580514252784,0.61531002850272,0.248290926226958,0.0455987716850472,-0.242351685549991,0.0207096289861952,-0.144183875947992,0.49702337423745
"Acrbp",0.0140224208022526,0.999455473488465,-0.0146750606699859,0.990711265875386,0.229352263872477,0.407381948134269,0.364821964312158,0.0331542756867732,-0.332619106176694,0.0223569822586984,-0.294237619224428,0.312059442565941
"Acsl3",0.17286150305464,0.838902937341995,0.0788081069779141,0.977374707066814,-0.143821931255615,0.681000016378584,0.319182510069716,0.0817532720323362,-0.343089154499826,0.0218184663882942,-0.0799979702868208,0.843034138485071
"Acsl4",0.0556078550572742,0.952118622153574,0.0325344448797891,0.977374707066814,-0.00707713955526373,0.96463330502494,0.0768444187234803,0.300221889200898,-0.0740466161951211,0.2337560000504,-0.0971550586839881,0.404038279215682
"Actl6b",0.0267295157705538,0.999455473488465,-0.0674190154182757,0.836542696996244,-0.00599051490644223,0.958263162593257,-0.00268166200491327,0.964403993541494,-0.0718401621835716,0.121942052602553,0.150710112831609,0.046743636215256
"Actn1",0.0803579906393721,0.999455473488465,0.0763004321997401,0.977374707066814,-0.00281117730076652,0.995599033712069,0.127146395420804,0.425018004581597,-0.136817299447556,0.295244014766865,-0.166749586618586,0.50376423006833
"Actr3b",0.0366179200016684,0.999455473488465,0.0287058436181057,0.977374707066814,-0.0255182382942599,0.850910886664045,0.0690720433850291,0.327247999338794,-0.0625768973007145,0.287448108485903,-0.0520911912116633,0.669944568905801
"Acvr2b",-0.00616669515458645,0.999455473488465,0.0974181307231337,0.977374707066814,-0.133937553330962,0.802135307129781,0.105193151133678,0.719008392752663,-0.554436305962696,0.00763658265877307,0.625305195130355,0.118138431341612
"Acyp2",0.0274715828172743,0.906422052952664,-0.0334416202498997,0.942656994872775,-0.00108222348313028,0.992885579990455,0.0339266254240286,0.329278061949505,-0.00774442609141873,0.789345253294348,-0.0221039794959558,0.721724726292982
"Adam17",-0.0630113558673359,0.999455473488465,0.0553779426686491,0.977374707066814,0.0459204393405841,0.91456671780927,0.237613127793898,0.214744213426981,-0.328739551630769,0.037575338580375,0.0843528869250386,0.831879307542854
"Adam1a",-0.0927179556992338,0.999455473488465,0.0308930913418388,0.977374707066814,0.15271428491536,0.650088682920216,0.446895671307206,0.0138999183629715,-0.350814610295798,0.02073377644128,-0.201458049062749,0.508650602316912
"Adam4",-0.102108368829067,0.876764487005103,-0.0513254216300816,0.977374707066814,0.117581854948693,0.559494271584854,0.265696020454077,0.0191649457243369,-0.180530831413696,0.0689090985052286,-0.0454965940805597,0.858334428439695
"Adam9",0.226008514080597,0.571993447685615,-0.0688146524111999,0.977374707066814,-0.174138702362934,0.558511730680975,-0.136878666623998,0.483956107540811,-0.086605450525302,0.527374486001001,0.29294937233424,0.332196337446893
"Adamts3",-0.129497242094196,0.999455473488465,0.319566990637238,0.972599774869665,0.71195455707181,0.251456941928847,0.767172734078899,0.0762816431785576,-1.49437975318413,1.0464826241678e-07,-0.129411617788849,0.909428622286181
"Adamtsl4",0.0418914822672389,0.565472471782086,-0.00711411101838355,0.977374707066814,0.027628784198669,0.63466478069414,-0.0240674030194716,0.487225869905336,-0.0312048890749291,0.235458022253262,-0.00793003657287156,0.923240686733959
"Adat1",-0.0311500068120153,0.999455473488465,-0.0121293298602437,0.977374707066814,0.062559391193967,0.701443236607656,0.14085021839183,0.0917144570303429,-0.15991418325692,0.0236793497747763,0.0101821129898096,0.964802584496692
"Adat2",0.0125955422907628,0.999455473488465,0.0126893421596907,0.977374707066814,-0.0405425821506155,0.817402941635952,0.151371153199999,0.0575068170538585,-0.108501057009278,0.119277966880055,-0.025305476428168,0.903550971696933
"Add3",0.29246454186262,0.692996896124814,0.113831581976621,0.977374707066814,-0.1673725192692,0.74319212072735,-0.301226445823302,0.253718273931226,-0.432870582961838,0.037318507249321,0.613763150758322,0.118138431341612
"Adgrl1",0.0882566679180128,0.999455473488465,0.0407623792522378,0.977374707066814,0.0769612758074447,0.837473258317133,-0.081657858446502,0.66436590534886,-0.223737175376289,0.125947902106475,0.128652451236903,0.67506877327579
"Adgrv1",-0.281329716951908,0.965616832592932,0.169429230147389,0.977374707066814,0.452216964373522,0.474630713717422,0.890765646864145,0.0175456247519226,-1.11825963732699,2.59418269836288e-05,-0.066984835231847,0.946856066268496
"Adipor1",0.550686313705224,0.55262947279433,-0.0196369055058394,0.996141447619893,-0.931891040060845,0.0656557120483114,-0.669061842233609,0.0973328437388132,0.872072891029452,0.00470756623966846,0.185686378842058,0.829870613466756
