Cluster,Score,Type,Gene,Symbol,Network
1,3.666666666666667,Clustered,18587,Pde6b,hits_SUB1
1,3.666666666666667,Clustered,18798,Plcb4,hits_SUB1
1,3.666666666666667,Clustered,18588,Pde6g,hits_SUB1
1,3.666666666666667,Clustered,18708,Pik3r1,hits_SUB1
1,3.666666666666667,Clustered,14693,Gnb2,hits_SUB1
1,3.666666666666667,Clustered,14685,Gnat1,hits_SUB1
1,3.666666666666667,Clustered,14699,Gngt1,hits_SUB1
1,3.666666666666667,Clustered,14695,Gnb3,hits_SUB1
1,3.666666666666667,Seed,58175,Rgs20,hits_SUB1
1,3.666666666666667,Clustered,14688,Gnb1,hits_SUB1
1,3.666666666666667,Clustered,19739,Rgs9,hits_SUB1
1,3.666666666666667,Clustered,76123,Gpsm2,hits_SUB1
4,2.0,Clustered,18640,Pfkfb2,hits_SUB1
4,2.0,Clustered,15277,Hk2,hits_SUB1
4,2.0,Clustered,56421,Pfkp,hits_SUB1
4,2.0,Clustered,15275,Hk1,hits_SUB1
4,2.0,Seed,18641,Pfkl,hits_SUB1
2,1.8888888888888888,Seed,78785,Clip4,hits_SUB1
2,1.8888888888888888,Clustered,15511,Hspa1b,hits_SUB1
2,1.8888888888888888,Clustered,22143,Tuba1b,hits_SUB1
2,1.8888888888888888,Clustered,100732,Mapre3,hits_SUB1
2,1.8888888888888888,Clustered,193740,Hspa1a,hits_SUB1
2,1.8888888888888888,Clustered,16565,Kif21b,hits_SUB1
2,1.8888888888888888,Clustered,58233,Dnaja4,hits_SUB1
2,1.8888888888888888,Clustered,19386,Ranbp2,hits_SUB1
2,1.8888888888888888,Clustered,71354,Wdr31,hits_SUB1
5,1.5,Clustered,20740,Sptan1,hits_SUB1
5,1.5,Clustered,73750,Whrn,hits_SUB1
5,1.5,Clustered,17921,Myo7a,hits_SUB1
5,1.5,Seed,238021,Fscn2,hits_SUB1
6,1.5,Clustered,20404,Sh3gl2,hits_SUB1
6,1.5,Seed,56324,Stam2,hits_SUB1
6,1.5,Clustered,14725,Lrp2,hits_SUB1
6,1.5,Clustered,12223,Btc,hits_SUB1
3,1.2857142857142858,Seed,26381,Esrrg,hits_SUB1
3,1.2857142857142858,Clustered,232941,Ppm1n,hits_SUB1
3,1.2857142857142858,Clustered,26380,Esrrb,hits_SUB1
3,1.2857142857142858,Clustered,217410,Trib2,hits_SUB1
3,1.2857142857142858,Clustered,17978,Ncoa2,hits_SUB1
3,1.2857142857142858,Clustered,381022,Kmt2d,hits_SUB1
3,1.2857142857142858,Clustered,211770,Trib1,hits_SUB1
7,1.0,Seed,14173,Fgf2,hits_SUB1
7,1.0,Clustered,20848,Stat3,hits_SUB1
7,1.0,Clustered,14281,Fos,hits_SUB1
8,1.0,Clustered,52123,Agpat5,hits_SUB1
8,1.0,Seed,56077,Dgke,hits_SUB1
8,1.0,Clustered,28169,Agpat3,hits_SUB1
9,1.0,Clustered,107477,Guca1b,hits_SUB1
9,1.0,Clustered,14913,Guca1a,hits_SUB1
9,1.0,Seed,108058,Camk2d,hits_SUB1
