,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,pct.1_pct.2
1,3.70288651844235e-47,1.42068916705543,0.723,0.351,4.26572526924559e-43,Gucy2f,0.372
2,1.14609360686906e-43,1.67581295654639,0.629,0.263,1.32029983511316e-39,Nfasc,0.366
3,7.00815834947357e-37,1.33716965008659,0.663,0.32,8.07339841859356e-33,Esrrb,0.343
4,1.74002149974278e-41,1.20196617128568,0.768,0.429,2.00450476770368e-37,Ndrg1,0.339
5,4.03369284900272e-37,1.44680959810073,0.618,0.28,4.64681416205114e-33,Glb1l2,0.338
6,4.90325595275428e-53,1.38040030825827,0.851,0.514,5.64855085757293e-49,Ric8b,0.337
7,2.57812721448837e-57,1.31591974549137,0.886,0.576,2.97000255109061e-53,Pitpnm3,0.31
8,8.65950125698508e-69,1.44620168053869,0.915,0.609,9.97574544804681e-65,Samd11,0.306
9,1.23426654226215e-38,1.16974485053672,0.781,0.479,1.42187505668599e-34,Cnga1,0.302
10,6.23792771704664e-30,1.09330407841019,0.701,0.399,7.18609273003773e-26,Ebpl,0.302
11,3.21115814100513e-30,1.31524612696362,0.605,0.306,3.69925417843791e-26,Plpp2,0.299
12,4.74965477959162e-30,1.48250962470705,0.511,0.214,5.47160230608955e-26,Nt5e,0.297
13,5.07428495794016e-29,1.23216019758527,0.62,0.323,5.84557627154707e-25,Kirrel,0.297
14,5.94900272754599e-28,1.08388147919192,0.688,0.396,6.85325114213298e-24,Fam3c,0.292
15,5.68694632043627e-27,1.34268665505416,0.525,0.236,6.55136216114258e-23,Gpsm2,0.289
16,3.88755713209663e-26,1.25153876699596,0.565,0.277,4.47846581617531e-22,Kcnj14,0.288
17,2.21671401998866e-28,1.09999611216332,0.697,0.411,2.55365455102694e-24,Slco4a1,0.286
18,3.56702234862037e-26,1.27443835408189,0.554,0.274,4.10920974561066e-22,Dhrs3,0.28
19,6.63698988684172e-24,1.01153234050068,0.641,0.367,7.64581234964166e-20,Hif1a,0.274
20,2.0608172928998e-24,1.30039493333772,0.5,0.23,2.37406152142057e-20,Susd3,0.27
21,2.23449409303604e-26,1.02457689951319,0.703,0.436,2.57413719517752e-22,Adcy1,0.267
22,1.03951132900383e-22,0.999798941531151,0.639,0.376,1.19751705101242e-18,Pla2g7,0.263
23,6.96344307373976e-24,1.13860393489877,0.601,0.339,8.0218864209482e-20,Grtp1,0.262
24,3.46456288951192e-23,1.04441322997568,0.632,0.371,3.99117644871774e-19,Hipk3,0.261
25,1.16994652827002e-71,1.25987158511461,0.953,0.694,1.34777840056707e-67,Cngb1,0.259
26,1.33893223772443e-20,0.96417503180043,0.578,0.319,1.54244993785855e-16,Pfkl,0.259
27,2.08360122741506e-44,1.00748187397779,0.906,0.65,2.40030861398215e-40,Ybx3,0.256
28,9.39938640571835e-25,1.56955255296992,0.417,0.161,1.08280931393875e-20,Fam160a1,0.256
29,2.43392005290857e-19,0.999001589232127,0.553,0.303,2.80387590095067e-15,Med13l,0.25
30,1.09087076737654e-19,1.10263556722121,0.504,0.254,1.25668312401778e-15,Cdr2,0.25
31,1.64676979507738e-21,1.15360290955682,0.529,0.281,1.89707880392915e-17,Arhgef26,0.248
32,1.98202187980192e-22,1.41043126168999,0.418,0.171,2.28328920553181e-18,St3gal1,0.247
33,1.08232998746279e-25,0.956766088392071,0.719,0.473,1.24684414555713e-21,Nxnl1,0.246
34,4.22255072818302e-23,1.50436766240156,0.42,0.174,4.86437843886684e-19,Galnt7,0.246
35,1.23676903712291e-40,0.950650981136931,0.908,0.664,1.42475793076559e-36,Herc3,0.244
36,1.71873092922679e-21,1.28366614124196,0.498,0.254,1.97997803046926e-17,Ppargc1b,0.244
37,1.49938079875465e-64,1.28079521411767,0.96,0.719,1.72728668016536e-60,Nr2e3,0.241
38,7.96612848547664e-20,0.988440839894069,0.601,0.361,9.17698001526909e-16,Nadk2,0.24
39,1.6643482099413e-20,1.10766662538996,0.545,0.306,1.91732913785237e-16,Bbs7,0.239
40,1.57735182237174e-58,1.22974674037441,0.957,0.719,1.81710929937224e-54,Slc24a1,0.238
