_MEMBER_hits,_LogP_hits,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.7,R-MMU-109582,Hemostasis,M1,1,0
1,-2.1,GO:0043408,regulation of MAPK cascade,M1,1,0
1,-2,GO:0043603,amide metabolic process,M1,1,0
1,-2.1,GO:0040011,locomotion,M1,1,0
1,-2.8,GO:0044283,small molecule biosynthetic process,M1,1,0
1,-2.4,GO:0032787,monocarboxylic acid metabolic process,M1,1,0
1,-2,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-2.6,GO:0071900,regulation of protein serine/threonine kinase activity,M1,1,0
1,-2.6,GO:0140352,export from cell,M1,1,0
1,-3.1,GO:0048638,regulation of developmental growth,M1,1,0
1,-2.5,GO:0008610,lipid biosynthetic process,M1,1,0
1,-4.4,GO:0030335,positive regulation of cell migration,M1,1,0
1,-3.3,GO:0001525,angiogenesis,M1,1,0
1,-2.4,GO:0001944,vasculature development,M1,1,0
1,-4.4,R-MMU-2142753,Arachidonate metabolism,M1,1,0
1,-2.4,GO:0045137,development of primary sexual characteristics,M1,1,0
1,-2.2,GO:0030855,epithelial cell differentiation,M1,1,0
1,-2.6,GO:1903829,positive regulation of protein localization,M1,1,0
1,-2.1,GO:0006631,fatty acid metabolic process,M1,1,0
1,-4.3,GO:2000147,positive regulation of cell motility,M1,1,0
1,-2.1,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-3.1,R-MMU-8978868,Fatty acid metabolism,M1,1,0
1,-2.8,GO:0048639,positive regulation of developmental growth,M1,1,0
1,-2.9,GO:0032940,secretion by cell,M1,1,0
1,-2.1,GO:0061458,reproductive system development,M1,1,0
1,-2.1,GO:0048608,reproductive structure development,M1,1,0
1,-4.4,R-MMU-556833,Metabolism of lipids,M1,1,0
1,-2.3,GO:0045927,positive regulation of growth,M1,1,0
1,-2.5,GO:0022604,regulation of cell morphogenesis,M1,1,0
1,-2.5,GO:0001568,blood vessel development,M1,1,0
1,-2.5,GO:0008202,steroid metabolic process,M1,1,0
1,-2.3,GO:0007162,negative regulation of cell adhesion,M1,1,0
1,-3.1,GO:0040008,regulation of growth,M1,1,0
1,-2,GO:0035239,tube morphogenesis,M1,1,0
1,-2.5,GO:0008406,gonad development,M1,1,0
1,-2.6,R-MMU-5673001,RAF/MAP kinase cascade,M1,1,0
1,-2.1,GO:0048872,homeostasis of number of cells,M1,1,0
1,-2.5,R-MMU-5683057,MAPK family signaling cascades,M1,1,0
1,-3.6,R-MMU-114608,Platelet degranulation,M1,1,0
1,-2.3,GO:0006066,alcohol metabolic process,M1,1,0
1,-4.2,GO:0040017,positive regulation of locomotion,M1,1,0
1,-2.7,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-2.8,GO:1901615,organic hydroxy compound metabolic process,M1,1,0
1,-3.5,R-MMU-76005,Response to elevated platelet cytosolic Ca2+,M1,1,0
1,-2.2,GO:0007548,sex differentiation,M1,1,0
1,-2.3,GO:0070372,regulation of ERK1 and ERK2 cascade,M1,1,0
1,-2.7,R-MMU-76002,"Platelet activation, signaling and aggregation",M1,1,0
1,-3.2,GO:0043405,regulation of MAP kinase activity,M1,1,0
1,-2.7,GO:2000241,regulation of reproductive process,M1,1,0
1,-2.6,GO:0006887,exocytosis,M1,1,0
1,-2.4,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),M1,1,0
1,-2.8,mmu04015,Rap1 signaling pathway - Mus musculus (house mouse),M1,1,0
1,-2.6,R-MMU-5684996,MAPK1/MAPK3 signaling,M1,1,0
1,-2.1,GO:0045936,negative regulation of phosphate metabolic process,M1,1,0
1,-2.8,GO:0048514,blood vessel morphogenesis,M1,1,0
1,-3.4,GO:0046903,secretion,M1,1,0
